"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
29,"GOO","GOO","mum","scalar",0.05,"at_biology_29.prm","RunAtlantis_29.sh"
30,"GOO","GOO","mum","scalar",0.01,"at_biology_30.prm","RunAtlantis_30.sh"
31,"GOO","GOO","BHalpha","scalar",0.75,"at_biology_31.prm","RunAtlantis_31.sh"
32,"GOO","GOO","BHalpha","scalar",0.5,"at_biology_32.prm","RunAtlantis_32.sh"
33,"GOO","GOO","BHalpha","scalar",0.25,"at_biology_33.prm","RunAtlantis_33.sh"
34,"GOO","GOO","BHalpha","scalar",0.1,"at_biology_34.prm","RunAtlantis_34.sh"
35,"GOO","GOO","BHalpha","scalar",0.05,"at_biology_35.prm","RunAtlantis_35.sh"
36,"GOO","GOO","BHalpha","scalar",0.01,"at_biology_36.prm","RunAtlantis_36.sh"
37,"LOB","LOB","mum","scalar",1.05,"at_biology_37.prm","RunAtlantis_37.sh"
38,"LOB","LOB","mum","scalar",1.1,"at_biology_38.prm","RunAtlantis_38.sh"
39,"LOB","LOB","mum","scalar",1.25,"at_biology_39.prm","RunAtlantis_39.sh"
40,"LOB","LOB","mum","scalar",1.5,"at_biology_40.prm","RunAtlantis_40.sh"
41,"LOB","LOB","mum","scalar",2,"at_biology_41.prm","RunAtlantis_41.sh"
42,"LOB","LOB","C","scalar",1.1,"at_biology_42.prm","RunAtlantis_42.sh"
43,"LOB","LOB","C","scalar",1.25,"at_biology_43.prm","RunAtlantis_43.sh"
44,"LOB","LOB","C","scalar",1.5,"at_biology_44.prm","RunAtlantis_44.sh"
45,"LOB","LOB","C","scalar",2,"at_biology_45.prm","RunAtlantis_45.sh"
46,"ZM","ZM","mQ","scalar",0.75,"at_biology_46.prm","RunAtlantis_46.sh"
47,"ZM","ZM","mQ","scalar",0.5,"at_biology_47.prm","RunAtlantis_47.sh"
48,"ZM","ZM","mQ","scalar",0.25,"at_biology_48.prm","RunAtlantis_48.sh"
49,"ZM","ZM","mQ","scalar",0.1,"at_biology_49.prm","RunAtlantis_49.sh"
50,"ZM","ZM","mQ","scalar",0.05,"at_biology_50.prm","RunAtlantis_50.sh"
51,"ZM","ZM","mum","scalar",1.05,"at_biology_51.prm","RunAtlantis_51.sh"
52,"ZM","ZM","mum","scalar",1.1,"at_biology_52.prm","RunAtlantis_52.sh"
53,"ZM","ZM","mum","scalar",1.2,"at_biology_53.prm","RunAtlantis_53.sh"
54,"ZM","ZM","mum","scalar",1.5,"at_biology_54.prm","RunAtlantis_54.sh"
55,"ZM","ZM","mum","scalar",2,"at_biology_55.prm","RunAtlantis_55.sh"
56,"ZM","ZM","C","scalar",1.05,"at_biology_56.prm","RunAtlantis_56.sh"
57,"ZM","ZM","C","scalar",1.1,"at_biology_57.prm","RunAtlantis_57.sh"
58,"ZM","ZM","C","scalar",1.2,"at_biology_58.prm","RunAtlantis_58.sh"
59,"ZM","ZM","C","scalar",1.5,"at_biology_59.prm","RunAtlantis_59.sh"
60,"ZM","ZM","C","scalar",2,"at_biology_60.prm","RunAtlantis_60.sh"
61,"ZL","ZL","mQ","scalar",0.9,"at_biology_61.prm","RunAtlantis_61.sh"
62,"ZL","ZL","mQ","scalar",0.8,"at_biology_62.prm","RunAtlantis_62.sh"
63,"ZL","ZL","mQ","scalar",0.7,"at_biology_63.prm","RunAtlantis_63.sh"
64,"ZL","ZL","mQ","scalar",0.6,"at_biology_64.prm","RunAtlantis_64.sh"
65,"ZL","ZL","mQ","scalar",0.5,"at_biology_65.prm","RunAtlantis_65.sh"
66,"ZL","ZL","mum","scalar",1.05,"at_biology_66.prm","RunAtlantis_66.sh"
67,"ZL","ZL","mum","scalar",1.1,"at_biology_67.prm","RunAtlantis_67.sh"
68,"ZL","ZL","mum","scalar",1.2,"at_biology_68.prm","RunAtlantis_68.sh"
69,"ZL","ZL","mum","scalar",1.5,"at_biology_69.prm","RunAtlantis_69.sh"
70,"ZL","ZL","mum","scalar",2,"at_biology_70.prm","RunAtlantis_70.sh"
71,"ZL","ZL","C","scalar",1.05,"at_biology_71.prm","RunAtlantis_71.sh"
72,"ZL","ZL","C","scalar",1.1,"at_biology_72.prm","RunAtlantis_72.sh"
73,"ZL","ZL","C","scalar",1.2,"at_biology_73.prm","RunAtlantis_73.sh"
74,"ZL","ZL","C","scalar",1.5,"at_biology_74.prm","RunAtlantis_74.sh"
75,"ZL","ZL","C","scalar",2,"at_biology_75.prm","RunAtlantis_75.sh"
76,"PIN","PIN","FSPB","scalar",0.9,"at_biology_76.prm","RunAtlantis_76.sh"
77,"PIN","PIN","FSPB","scalar",0.8,"at_biology_77.prm","RunAtlantis_77.sh"
78,"PIN","PIN","FSPB","scalar",0.7,"at_biology_78.prm","RunAtlantis_78.sh"
79,"PIN","PIN","FSPB","scalar",0.6,"at_biology_79.prm","RunAtlantis_79.sh"
80,"PIN","PIN","FSPB","scalar",0.5,"at_biology_80.prm","RunAtlantis_80.sh"
81,"PIN","PIN","FSPB","scalar",0.4,"at_biology_81.prm","RunAtlantis_81.sh"
82,"PIN","PIN","FSPB","scalar",0.3,"at_biology_82.prm","RunAtlantis_82.sh"
83,"PIN","PIN","FSPB","scalar",0.2,"at_biology_83.prm","RunAtlantis_83.sh"
84,"PIN","PIN","FSPB","scalar",0.1,"at_biology_84.prm","RunAtlantis_84.sh"
85,"SCA","SCA","mQ","scalar",1.05,"at_biology_85.prm","RunAtlantis_85.sh"
86,"SCA","SCA","mQ","scalar",1.1,"at_biology_86.prm","RunAtlantis_86.sh"
87,"SCA","SCA","mQ","scalar",1.2,"at_biology_87.prm","RunAtlantis_87.sh"
88,"SCA","SCA","mQ","scalar",1.5,"at_biology_88.prm","RunAtlantis_88.sh"
89,"SCA","SCA","mQ","scalar",2,"at_biology_89.prm","RunAtlantis_89.sh"
90,"SCA","SCA","mum","scalar",0.9,"at_biology_90.prm","RunAtlantis_90.sh"
91,"SCA","SCA","mum","scalar",0.8,"at_biology_91.prm","RunAtlantis_91.sh"
92,"SCA","SCA","mum","scalar",0.7,"at_biology_92.prm","RunAtlantis_92.sh"
93,"SCA","SCA","mum","scalar",0.6,"at_biology_93.prm","RunAtlantis_93.sh"
94,"SCA","SCA","C","scalar",0.9,"at_biology_94.prm","RunAtlantis_94.sh"
95,"SCA","SCA","C","scalar",0.8,"at_biology_95.prm","RunAtlantis_95.sh"
96,"SCA","SCA","C","scalar",0.7,"at_biology_96.prm","RunAtlantis_96.sh"
97,"SCA","SCA","C","scalar",0.6,"at_biology_97.prm","RunAtlantis_97.sh"
98,"DOG","DOG","mum","scalar",0.75,"at_biology_98.prm","RunAtlantis_98.sh"
99,"DOG","DOG","mum","scalar",0.5,"at_biology_99.prm","RunAtlantis_99.sh"
100,"DOG","DOG","mum","scalar",0.25,"at_biology_100.prm","RunAtlantis_100.sh"
101,"DOG","DOG","mum","scalar",0.1,"at_biology_101.prm","RunAtlantis_101.sh"
102,"DOG","DOG","C","scalar",0.75,"at_biology_102.prm","RunAtlantis_102.sh"
103,"DOG","DOG","C","scalar",0.5,"at_biology_103.prm","RunAtlantis_103.sh"
104,"DOG","DOG","C","scalar",0.25,"at_biology_104.prm","RunAtlantis_104.sh"
105,"DOG","DOG","C","scalar",0.1,"at_biology_105.prm","RunAtlantis_105.sh"
106,"SUF","SUF","mum","scalar",0.75,"at_biology_106.prm","RunAtlantis_106.sh"
107,"SUF","SUF","mum","scalar",0.5,"at_biology_107.prm","RunAtlantis_107.sh"
108,"SUF","SUF","mum","scalar",0.25,"at_biology_108.prm","RunAtlantis_108.sh"
109,"SUF","SUF","mum","scalar",0.1,"at_biology_109.prm","RunAtlantis_109.sh"
110,"SUF","SUF","C","scalar",0.75,"at_biology_110.prm","RunAtlantis_110.sh"
111,"SUF","SUF","C","scalar",0.5,"at_biology_111.prm","RunAtlantis_111.sh"
112,"SUF","SUF","C","scalar",0.25,"at_biology_112.prm","RunAtlantis_112.sh"
113,"SUF","SUF","C","scalar",0.1,"at_biology_113.prm","RunAtlantis_113.sh"
