Run.ID,Run.Group,Code,Type,Unit,Value
43,GOO_2_18,GOO,max.temp,value,16
43,GOO_2_18,GOO,k.roc.food,value,1
43,GOO_3_18,GOO,roc.wgt,value,0.001
44,GOO_3_18,GOO,ddepend,value,3
44,GOO_3_18,GOO,max.temp,value,16
44,GOO_2_20,GOO,k.roc.food,value,1
44,GOO_2_20,GOO,roc.wgt,value,0.001
45,GOO_2_20,GOO,ddepend,value,2
45,GOO_3_20,GOO,max.temp,value,18
45,GOO_3_20,GOO,k.roc.food,value,1
45,GOO_3_20,GOO,roc.wgt,value,0.001
46,GOO_2_10,GOO,ddepend,value,3
46,GOO_2_10,GOO,max.temp,value,18
46,GOO_2_10,GOO,k.roc.food,value,1
46,GOO_3_10,GOO,roc.wgt,value,0.001
47,GOO_3_10,GOO,ddepend,value,2
47,GOO_3_10,GOO,max.temp,value,20
47,GOO_2_12,GOO,k.roc.food,value,1
47,GOO_2_12,GOO,roc.wgt,value,0.001
48,GOO_2_12,GOO,ddepend,value,3
48,GOO_3_12,GOO,max.temp,value,20
48,GOO_3_12,GOO,k.roc.food,value,1
48,GOO_3_12,GOO,roc.wgt,value,0.001
49,GOO_2_14,GOO,ddepend,value,2
49,GOO_2_14,GOO,max.temp,value,10
49,GOO_2_14,GOO,k.roc.food,value,10
49,GOO_3_14,GOO,roc.wgt,value,0.001
50,GOO_3_14,GOO,ddepend,value,3
50,GOO_3_14,GOO,max.temp,value,10
50,GOO_2_16,GOO,k.roc.food,value,10
50,GOO_2_16,GOO,roc.wgt,value,0.001
51,GOO_2_16,GOO,ddepend,value,2
51,GOO_3_16,GOO,max.temp,value,12
51,GOO_3_16,GOO,k.roc.food,value,10
51,GOO_3_16,GOO,roc.wgt,value,0.001
52,GOO_2_18,GOO,ddepend,value,3
52,GOO_2_18,GOO,max.temp,value,12
52,GOO_2_18,GOO,k.roc.food,value,10
52,GOO_3_18,GOO,roc.wgt,value,0.001
53,GOO_3_18,GOO,ddepend,value,2
53,GOO_3_18,GOO,max.temp,value,14
53,GOO_2_20,GOO,k.roc.food,value,10
53,GOO_2_20,GOO,roc.wgt,value,0.001
54,GOO_2_20,GOO,ddepend,value,3
54,GOO_3_20,GOO,max.temp,value,14
54,GOO_3_20,GOO,k.roc.food,value,10
54,GOO_3_20,GOO,roc.wgt,value,0.001
55,GOO_2_10,GOO,ddepend,value,2
55,GOO_2_10,GOO,max.temp,value,16
55,GOO_2_10,GOO,k.roc.food,value,10
55,GOO_3_10,GOO,roc.wgt,value,0.001
56,GOO_3_10,GOO,ddepend,value,3
56,GOO_3_10,GOO,max.temp,value,16
56,GOO_2_12,GOO,k.roc.food,value,10
56,GOO_2_12,GOO,roc.wgt,value,0.001
57,GOO_2_12,GOO,ddepend,value,2
57,GOO_3_12,GOO,max.temp,value,18
57,GOO_3_12,GOO,k.roc.food,value,10
57,GOO_3_12,GOO,roc.wgt,value,0.001
58,GOO_2_14,GOO,ddepend,value,3
58,GOO_2_14,GOO,max.temp,value,18
58,GOO_2_14,GOO,k.roc.food,value,10
58,GOO_3_14,GOO,roc.wgt,value,0.001
59,GOO_3_14,GOO,ddepend,value,2
59,GOO_3_14,GOO,max.temp,value,20
59,GOO_2_16,GOO,k.roc.food,value,10
59,GOO_2_16,GOO,roc.wgt,value,0.001
60,GOO_2_16,GOO,ddepend,value,3
60,GOO_3_16,GOO,max.temp,value,20
60,GOO_3_16,GOO,k.roc.food,value,10
60,GOO_3_16,GOO,roc.wgt,value,0.001
61,GOO_2_18,GOO,ddepend,value,2
61,GOO_2_18,GOO,max.temp,value,10
61,GOO_2_18,GOO,k.roc.food,value,100
61,GOO_3_18,GOO,roc.wgt,value,0.001
62,GOO_3_18,GOO,ddepend,value,3
62,GOO_3_18,GOO,max.temp,value,10
62,GOO_2_20,GOO,k.roc.food,value,100
62,GOO_2_20,GOO,roc.wgt,value,0.001
63,GOO_2_20,GOO,ddepend,value,2
63,GOO_3_20,GOO,max.temp,value,12
63,GOO_3_20,GOO,k.roc.food,value,100
63,GOO_3_20,GOO,roc.wgt,value,0.001
64,GOO_2_10,GOO,ddepend,value,3
64,GOO_2_10,GOO,max.temp,value,12
64,GOO_2_10,GOO,k.roc.food,value,100
64,GOO_3_10,GOO,roc.wgt,value,0.001
65,GOO_3_10,GOO,ddepend,value,2
65,GOO_3_10,GOO,max.temp,value,14
65,GOO_2_12,GOO,k.roc.food,value,100
65,GOO_2_12,GOO,roc.wgt,value,0.001
66,GOO_2_12,GOO,ddepend,value,3
66,GOO_3_12,GOO,max.temp,value,14
66,GOO_3_12,GOO,k.roc.food,value,100
66,GOO_3_12,GOO,roc.wgt,value,0.001
67,GOO_2_14,GOO,ddepend,value,2
67,GOO_2_14,GOO,max.temp,value,16
67,GOO_2_14,GOO,k.roc.food,value,100
67,GOO_3_14,GOO,roc.wgt,value,0.001
68,GOO_3_14,GOO,ddepend,value,3
68,GOO_3_14,GOO,max.temp,value,16
68,GOO_2_16,GOO,k.roc.food,value,100
68,GOO_2_16,GOO,roc.wgt,value,0.001
69,GOO_2_16,GOO,ddepend,value,2
69,GOO_3_16,GOO,max.temp,value,18
69,GOO_3_16,GOO,k.roc.food,value,100
69,GOO_3_16,GOO,roc.wgt,value,0.001
70,GOO_2_18,GOO,ddepend,value,3
70,GOO_2_18,GOO,max.temp,value,18
70,GOO_2_18,GOO,k.roc.food,value,100
70,GOO_3_18,GOO,roc.wgt,value,0.001
71,GOO_3_18,GOO,ddepend,value,2
71,GOO_3_18,GOO,max.temp,value,20
71,GOO_2_20,GOO,k.roc.food,value,100
71,GOO_2_20,GOO,roc.wgt,value,0.001
72,GOO_2_20,GOO,ddepend,value,3
72,GOO_3_20,GOO,max.temp,value,20
72,GOO_3_20,GOO,k.roc.food,value,100
72,GOO_3_20,GOO,roc.wgt,value,0.001
73,GOO_2_10,GOO,ddepend,value,2
73,GOO_2_10,GOO,max.temp,value,10
73,GOO_2_10,GOO,k.roc.food,value,1000
73,GOO_3_10,GOO,roc.wgt,value,0.001
74,GOO_3_10,GOO,ddepend,value,3
74,GOO_3_10,GOO,max.temp,value,10
74,GOO_2_12,GOO,k.roc.food,value,1000
74,GOO_2_12,GOO,roc.wgt,value,0.001
75,GOO_2_12,GOO,ddepend,value,2
75,GOO_3_12,GOO,max.temp,value,12
75,GOO_3_12,GOO,k.roc.food,value,1000
75,GOO_3_12,GOO,roc.wgt,value,0.001
76,GOO_2_14,GOO,ddepend,value,3
76,GOO_2_14,GOO,max.temp,value,12
76,GOO_2_14,GOO,k.roc.food,value,1000
76,GOO_3_14,GOO,roc.wgt,value,0.001
77,GOO_3_14,GOO,ddepend,value,2
77,GOO_3_14,GOO,max.temp,value,14
77,GOO_2_16,GOO,k.roc.food,value,1000
77,GOO_2_16,GOO,roc.wgt,value,0.001
78,GOO_2_16,GOO,ddepend,value,3
78,GOO_3_16,GOO,max.temp,value,14
78,GOO_3_16,GOO,k.roc.food,value,1000
78,GOO_3_16,GOO,roc.wgt,value,0.001
79,GOO_2_18,GOO,ddepend,value,2
79,GOO_2_18,GOO,max.temp,value,16
79,GOO_2_18,GOO,k.roc.food,value,1000
79,GOO_3_18,GOO,roc.wgt,value,0.001
80,GOO_3_18,GOO,ddepend,value,3
80,GOO_3_18,GOO,max.temp,value,16
80,GOO_2_20,GOO,k.roc.food,value,1000
80,GOO_2_20,GOO,roc.wgt,value,0.001
81,GOO_2_20,GOO,ddepend,value,2
81,GOO_3_20,GOO,max.temp,value,18
81,GOO_3_20,GOO,k.roc.food,value,1000
81,GOO_3_20,GOO,roc.wgt,value,0.001
82,GOO_2_10,GOO,ddepend,value,3
82,GOO_2_10,GOO,max.temp,value,18
82,GOO_2_10,GOO,k.roc.food,value,1000
82,GOO_3_10,GOO,roc.wgt,value,0.001
83,GOO_3_10,GOO,ddepend,value,2
83,GOO_3_10,GOO,max.temp,value,20
83,GOO_2_12,GOO,k.roc.food,value,1000
83,GOO_2_12,GOO,roc.wgt,value,0.001
84,GOO_2_12,GOO,ddepend,value,3
84,GOO_3_12,GOO,max.temp,value,20
84,GOO_3_12,GOO,k.roc.food,value,1000
84,GOO_3_12,GOO,roc.wgt,value,0.001
85,GOO_2_14,GOO,ddepend,value,2
85,GOO_2_14,GOO,max.temp,value,10
85,GOO_2_14,GOO,k.roc.food,value,0.001
85,GOO_3_14,GOO,roc.wgt,value,0.01
86,GOO_3_14,GOO,ddepend,value,3
86,GOO_3_14,GOO,max.temp,value,10
86,GOO_2_16,GOO,k.roc.food,value,0.001
86,GOO_2_16,GOO,roc.wgt,value,0.01
87,GOO_2_16,GOO,ddepend,value,2
87,GOO_3_16,GOO,max.temp,value,12
87,GOO_3_16,GOO,k.roc.food,value,0.001
87,GOO_3_16,GOO,roc.wgt,value,0.01
88,GOO_2_18,GOO,ddepend,value,3
88,GOO_2_18,GOO,max.temp,value,12
88,GOO_2_18,GOO,k.roc.food,value,0.001
88,GOO_3_18,GOO,roc.wgt,value,0.01
89,GOO_3_18,GOO,ddepend,value,2
89,GOO_3_18,GOO,max.temp,value,14
89,GOO_2_20,GOO,k.roc.food,value,0.001
89,GOO_2_20,GOO,roc.wgt,value,0.01
90,GOO_2_20,GOO,ddepend,value,3
90,GOO_3_20,GOO,max.temp,value,14
90,GOO_3_20,GOO,k.roc.food,value,0.001
90,GOO_3_20,GOO,roc.wgt,value,0.01
91,GOO_2_10,GOO,ddepend,value,2
91,GOO_2_10,GOO,max.temp,value,16
91,GOO_2_10,GOO,k.roc.food,value,0.001
91,GOO_3_10,GOO,roc.wgt,value,0.01
92,GOO_3_10,GOO,ddepend,value,3
92,GOO_3_10,GOO,max.temp,value,16
92,GOO_2_12,GOO,k.roc.food,value,0.001
92,GOO_2_12,GOO,roc.wgt,value,0.01
93,GOO_2_12,GOO,ddepend,value,2
93,GOO_3_12,GOO,max.temp,value,18
93,GOO_3_12,GOO,k.roc.food,value,0.001
93,GOO_3_12,GOO,roc.wgt,value,0.01
94,GOO_2_14,GOO,ddepend,value,3
94,GOO_2_14,GOO,max.temp,value,18
94,GOO_2_14,GOO,k.roc.food,value,0.001
94,GOO_3_14,GOO,roc.wgt,value,0.01
95,GOO_3_14,GOO,ddepend,value,2
95,GOO_3_14,GOO,max.temp,value,20
95,GOO_2_16,GOO,k.roc.food,value,0.001
95,GOO_2_16,GOO,roc.wgt,value,0.01
96,GOO_2_16,GOO,ddepend,value,3
96,GOO_3_16,GOO,max.temp,value,20
96,GOO_3_16,GOO,k.roc.food,value,0.001
96,GOO_3_16,GOO,roc.wgt,value,0.01
97,GOO_2_18,GOO,ddepend,value,2
97,GOO_2_18,GOO,max.temp,value,10
97,GOO_2_18,GOO,k.roc.food,value,0.01
97,GOO_3_18,GOO,roc.wgt,value,0.01
98,GOO_3_18,GOO,ddepend,value,3
98,GOO_3_18,GOO,max.temp,value,10
98,GOO_2_20,GOO,k.roc.food,value,0.01
98,GOO_2_20,GOO,roc.wgt,value,0.01
99,GOO_2_20,GOO,ddepend,value,2
99,GOO_3_20,GOO,max.temp,value,12
99,GOO_3_20,GOO,k.roc.food,value,0.01
99,GOO_3_20,GOO,roc.wgt,value,0.01
100,GOO_2_10,GOO,ddepend,value,3
100,GOO_2_10,GOO,max.temp,value,12
100,GOO_2_10,GOO,k.roc.food,value,0.01
100,GOO_3_10,GOO,roc.wgt,value,0.01
101,GOO_3_10,GOO,ddepend,value,2
101,GOO_3_10,GOO,max.temp,value,14
101,GOO_2_12,GOO,k.roc.food,value,0.01
101,GOO_2_12,GOO,roc.wgt,value,0.01
102,GOO_2_12,GOO,ddepend,value,3
102,GOO_3_12,GOO,max.temp,value,14
102,GOO_3_12,GOO,k.roc.food,value,0.01
102,GOO_3_12,GOO,roc.wgt,value,0.01
103,GOO_2_14,GOO,ddepend,value,2
103,GOO_2_14,GOO,max.temp,value,16
103,GOO_2_14,GOO,k.roc.food,value,0.01
103,GOO_3_14,GOO,roc.wgt,value,0.01
104,GOO_3_14,GOO,ddepend,value,3
104,GOO_3_14,GOO,max.temp,value,16
104,GOO_2_16,GOO,k.roc.food,value,0.01
104,GOO_2_16,GOO,roc.wgt,value,0.01
105,GOO_2_16,GOO,ddepend,value,2
105,GOO_3_16,GOO,max.temp,value,18
105,GOO_3_16,GOO,k.roc.food,value,0.01
105,GOO_3_16,GOO,roc.wgt,value,0.01
106,GOO_2_18,GOO,ddepend,value,3
106,GOO_2_18,GOO,max.temp,value,18
106,GOO_2_18,GOO,k.roc.food,value,0.01
106,GOO_3_18,GOO,roc.wgt,value,0.01
107,GOO_3_18,GOO,ddepend,value,2
107,GOO_3_18,GOO,max.temp,value,20
107,GOO_2_20,GOO,k.roc.food,value,0.01
107,GOO_2_20,GOO,roc.wgt,value,0.01
108,GOO_2_20,GOO,ddepend,value,3
108,GOO_3_20,GOO,max.temp,value,20
108,GOO_3_20,GOO,k.roc.food,value,0.01
108,GOO_3_20,GOO,roc.wgt,value,0.01
109,GOO_2_10,GOO,ddepend,value,2
109,GOO_2_10,GOO,max.temp,value,10
109,GOO_2_10,GOO,k.roc.food,value,0.1
109,GOO_3_10,GOO,roc.wgt,value,0.01
110,GOO_3_10,GOO,ddepend,value,3
110,GOO_3_10,GOO,max.temp,value,10
110,GOO_2_12,GOO,k.roc.food,value,0.1
110,GOO_2_12,GOO,roc.wgt,value,0.01
111,GOO_2_12,GOO,ddepend,value,2
111,GOO_3_12,GOO,max.temp,value,12
111,GOO_3_12,GOO,k.roc.food,value,0.1
111,GOO_3_12,GOO,roc.wgt,value,0.01
112,GOO_2_14,GOO,ddepend,value,3
112,GOO_2_14,GOO,max.temp,value,12
112,GOO_2_14,GOO,k.roc.food,value,0.1
112,GOO_3_14,GOO,roc.wgt,value,0.01
113,GOO_3_14,GOO,ddepend,value,2
113,GOO_3_14,GOO,max.temp,value,14
113,GOO_2_16,GOO,k.roc.food,value,0.1
113,GOO_2_16,GOO,roc.wgt,value,0.01
114,GOO_2_16,GOO,ddepend,value,3
114,GOO_3_16,GOO,max.temp,value,14
114,GOO_3_16,GOO,k.roc.food,value,0.1
114,GOO_3_16,GOO,roc.wgt,value,0.01
115,GOO_2_18,GOO,ddepend,value,2
115,GOO_2_18,GOO,max.temp,value,16
115,GOO_2_18,GOO,k.roc.food,value,0.1
115,GOO_3_18,GOO,roc.wgt,value,0.01
116,GOO_3_18,GOO,ddepend,value,3
116,GOO_3_18,GOO,max.temp,value,16
116,GOO_2_20,GOO,k.roc.food,value,0.1
116,GOO_2_20,GOO,roc.wgt,value,0.01
117,GOO_2_20,GOO,ddepend,value,2
117,GOO_3_20,GOO,max.temp,value,18
117,GOO_3_20,GOO,k.roc.food,value,0.1
117,GOO_3_20,GOO,roc.wgt,value,0.01
118,GOO_2_10,GOO,ddepend,value,3
118,GOO_2_10,GOO,max.temp,value,18
118,GOO_2_10,GOO,k.roc.food,value,0.1
118,GOO_3_10,GOO,roc.wgt,value,0.01
119,GOO_3_10,GOO,ddepend,value,2
119,GOO_3_10,GOO,max.temp,value,20
119,GOO_2_12,GOO,k.roc.food,value,0.1
119,GOO_2_12,GOO,roc.wgt,value,0.01
120,GOO_2_12,GOO,ddepend,value,3
120,GOO_3_12,GOO,max.temp,value,20
120,GOO_3_12,GOO,k.roc.food,value,0.1
120,GOO_3_12,GOO,roc.wgt,value,0.01
121,GOO_2_14,GOO,ddepend,value,2
121,GOO_2_14,GOO,max.temp,value,10
121,GOO_2_14,GOO,k.roc.food,value,1
121,GOO_3_14,GOO,roc.wgt,value,0.01
122,GOO_3_14,GOO,ddepend,value,3
122,GOO_3_14,GOO,max.temp,value,10
122,GOO_2_16,GOO,k.roc.food,value,1
122,GOO_2_16,GOO,roc.wgt,value,0.01
123,GOO_2_16,GOO,ddepend,value,2
123,GOO_3_16,GOO,max.temp,value,12
123,GOO_3_16,GOO,k.roc.food,value,1
123,GOO_3_16,GOO,roc.wgt,value,0.01
124,GOO_2_18,GOO,ddepend,value,3
124,GOO_2_18,GOO,max.temp,value,12
124,GOO_2_18,GOO,k.roc.food,value,1
124,GOO_3_18,GOO,roc.wgt,value,0.01
125,GOO_3_18,GOO,ddepend,value,2
125,GOO_3_18,GOO,max.temp,value,14
125,GOO_2_20,GOO,k.roc.food,value,1
125,GOO_2_20,GOO,roc.wgt,value,0.01
126,GOO_2_20,GOO,ddepend,value,3
126,GOO_3_20,GOO,max.temp,value,14
126,GOO_3_20,GOO,k.roc.food,value,1
126,GOO_3_20,GOO,roc.wgt,value,0.01
127,GOO_2_10,GOO,ddepend,value,2
127,GOO_2_10,GOO,max.temp,value,16
127,GOO_2_10,GOO,k.roc.food,value,1
127,GOO_3_10,GOO,roc.wgt,value,0.01
128,GOO_3_10,GOO,ddepend,value,3
128,GOO_3_10,GOO,max.temp,value,16
128,GOO_2_12,GOO,k.roc.food,value,1
128,GOO_2_12,GOO,roc.wgt,value,0.01
129,GOO_2_12,GOO,ddepend,value,2
129,GOO_3_12,GOO,max.temp,value,18
129,GOO_3_12,GOO,k.roc.food,value,1
129,GOO_3_12,GOO,roc.wgt,value,0.01
130,GOO_2_14,GOO,ddepend,value,3
130,GOO_2_14,GOO,max.temp,value,18
130,GOO_2_14,GOO,k.roc.food,value,1
130,GOO_3_14,GOO,roc.wgt,value,0.01
131,GOO_3_14,GOO,ddepend,value,2
131,GOO_3_14,GOO,max.temp,value,20
131,GOO_2_16,GOO,k.roc.food,value,1
131,GOO_2_16,GOO,roc.wgt,value,0.01
132,GOO_2_16,GOO,ddepend,value,3
132,GOO_3_16,GOO,max.temp,value,20
132,GOO_3_16,GOO,k.roc.food,value,1
132,GOO_3_16,GOO,roc.wgt,value,0.01
133,GOO_2_18,GOO,ddepend,value,2
133,GOO_2_18,GOO,max.temp,value,10
133,GOO_2_18,GOO,k.roc.food,value,10
133,GOO_3_18,GOO,roc.wgt,value,0.01
134,GOO_3_18,GOO,ddepend,value,3
134,GOO_3_18,GOO,max.temp,value,10
134,GOO_2_20,GOO,k.roc.food,value,10
134,GOO_2_20,GOO,roc.wgt,value,0.01
135,GOO_2_20,GOO,ddepend,value,2
135,GOO_3_20,GOO,max.temp,value,12
135,GOO_3_20,GOO,k.roc.food,value,10
135,GOO_3_20,GOO,roc.wgt,value,0.01
136,GOO_2_10,GOO,ddepend,value,3
136,GOO_2_10,GOO,max.temp,value,12
136,GOO_2_10,GOO,k.roc.food,value,10
136,GOO_3_10,GOO,roc.wgt,value,0.01
137,GOO_3_10,GOO,ddepend,value,2
137,GOO_3_10,GOO,max.temp,value,14
137,GOO_2_12,GOO,k.roc.food,value,10
137,GOO_2_12,GOO,roc.wgt,value,0.01
138,GOO_2_12,GOO,ddepend,value,3
138,GOO_3_12,GOO,max.temp,value,14
138,GOO_3_12,GOO,k.roc.food,value,10
138,GOO_3_12,GOO,roc.wgt,value,0.01
139,GOO_2_14,GOO,ddepend,value,2
139,GOO_2_14,GOO,max.temp,value,16
139,GOO_2_14,GOO,k.roc.food,value,10
139,GOO_3_14,GOO,roc.wgt,value,0.01
140,GOO_3_14,GOO,ddepend,value,3
140,GOO_3_14,GOO,max.temp,value,16
140,GOO_2_16,GOO,k.roc.food,value,10
140,GOO_2_16,GOO,roc.wgt,value,0.01
141,GOO_2_16,GOO,ddepend,value,2
141,GOO_3_16,GOO,max.temp,value,18
141,GOO_3_16,GOO,k.roc.food,value,10
