"","1","2","3","4","5","6","7","8","9","10"
"FDF",1.17073170731707,12.3333333333333,33.2543859649123,56.9,79.031007751938,98.3913043478261,114.869863013699,126.838709677419,136.165644171779,143.364705882353
"FLA",0.11734693877551,0.593023255813954,1.32222222222222,2.375,3.61627906976744,4.77142857142857,5.7103825136612,6.50261780104712,7.11,7.61057692307692
"FOU",0.2,4.11194029850746,11.0625,17.583850931677,23.4970760233918,27.6813186813187,30.3575129533679,31.8333333333333,32.5841121495327,32.8609865470852
"GOO",2.34306569343066,24.8076923076923,71.5585585585586,136.707317073171,217.358208955224,309.236111111111,406.103896103896,503.756097560976,598.971264367816,693.174863387978
"HAD",5.73125,105.775280898876,187.824742268041,217.972222222222,218.683333333333,211.7,202.223021582734,194.356164383562,187.473684210526,180.70253164557
"HAL",2.72685185185185,230.878048780488,982.906976744186,2191.30496453901,3838.59459459459,5693.74358974359,7579.81818181818,9411.94827586207,11175.7967032967,12775.9684210526
"HER",0.277227722772277,5.93939393939394,18.6363636363636,34.6868686868687,50.32,64.6,76.51,86.02,93.4,99.01
"INV",4.65068493150685,77.6823529411765,122,128.612612612613,123.975806451613,117.155555555556,111.055555555556,105.664473684211,101.182389937107,98.1585365853659
"LSK",0.845588235294118,44.5679012345679,121.522292993631,175.095808383234,195.291891891892,199.70297029703,195.369863013699,188.760683760684,181.221774193548,174.5
"MAK",0.550724637681159,6.55223880597015,23.2352941176471,47.07,66.74,73.66,81.47,83.02,82.26,88.85
"MEN",1.04,5.92553191489362,14,23.8404255319149,34.1276595744681,43.968085106383,52.3263157894737,60.0105263157895,66.5368421052632,71.2291666666667
"MPF",0.0198019801980198,0.222222222222222,0.413793103448276,0.649122807017544,0.892857142857143,1.07017543859649,1.2280701754386,1.35087719298246,1.43103448275862,1.5
"OHK",3.47540983606557,33.9885057471264,51.9354838709677,55.9803921568627,55.2,53.1111111111111,50.9756097560976,48.7674418604651,47.0074626865672,45.6666666666667
"OPT",0.532846715328467,17.8222222222222,71.8,153.405063291139,242.231707317073,327.244186046512,403.622222222222,468.148936170213,519.948979591837,559.598039215686
"PIN",2985.09,87039.9310344828,121406.448275862,125746.847457627,119443.180327869,116013.919354839,108958.671875,105649.707692308,99440.1492537313,96537.7352941177
"PLA",0.422818791946309,13.4368932038835,42.5849056603774,66.3798449612403,88.4335664335664,105.62987012987,115.933734939759,121.252808988764,123.613756613757,124.070351758794
"POL",5.43046357615894,144.084210526316,399.009900990099,657.354545454545,860.316666666667,1007.19379844961,1097.76811594203,1152.14383561644,1174.25324675325,1181.32298136646
"POR",4.3110599078341,2519.16,7983.25,11167.04,12816.42,13597.93,13954.84,14115.28,14186.91,14218.78
"PSH",14.8109339407745,5725.00628930818,23327.96,32754.14,37626.1,39921.75,40963.13,41427.91,41633.88,41724.88
"RED",0.0267379679144385,1.05050505050505,3.7156862745098,7.45871559633028,11.5811965811966,15.576,19.2954545454545,22.4604316546763,25.027397260274,27.1907894736842
"REP",0.0213709391672319,9.26882103619007,20342.23,22512.01,23006.9,23116.12,23140.06,23145.3,23146.44,23146.69
"RHK",1.16447368421053,36.7763157894737,104.8,171.658227848101,220.364705882353,252.021978021978,269.515463917526,276.718446601942,279.574074074074,275.342105263158
"RWH",171.918658698539,39985.2295321637,10916.9688094123,8111244.84,8131129.92,8133227.69,8133448.81,8133472.12,8133474.57,8133474.83
"SAL",17.1428571428571,375.175675675676,1031.7027027027,1746.78378378378,2343.8,2796.21052631579,3114.1948051948,3367.90909090909,3500.02564102564,3575.06329113924
"SB",30.16,208,210.09,224.57,229.9,227.97,225.59,225.63,223.18,223.18
"SCU",0.4921875,11.63,35.1287128712871,61.8285714285714,85.2636363636364,104.342105263158,118.135593220339,127.319672131148,133.904,136.697674418605
"SDF",5.34459459459459,62.8241758241758,195.344827586207,395.348314606742,636.553191489362,917.867346938776,1206.97087378641,1511.16822429907,1810.16216216216,2114.09649122807
"SHK",1.11009174311927,8.79761904761905,20.746835443038,41.2112676056338,63.6666666666667,84.6714285714286,103.361111111111,120.027027027027,136.186666666667,150.25
"SK",2.48014440433213,172.194805194805,605.576642335766,1015.09090909091,1271.87820512821,1396.5730994152,1438.22580645161,1435.635,1416.17924528302,1378.83035714286
"SMO",5.83739837398374,257.881720430108,404.862637362637,416.886010362694,398.179611650485,381.375,369.757847533632,358.578260869565,350.965957446808,345.096234309623
"SSH",0.627507163323782,239.727272727273,1452.15873015873,3526.29032258065,5707.28461538462,6878.60447761194,7022.24817518248,7962.87234042553,8595.58904109589,9013.49668874172
"STB",3.73913043478261,98.0975609756098,281.55421686747,471.258426966292,633.547368421053,762.57,852.695238095238,909.690909090909,940.886956521739,961.117647058824
"SUF",6.29752066115702,111.481132075472,304.4,491.666666666667,651.018348623853,761.423423423423,833.725663716814,877.4,901.034188034188,926.769230769231
"SWH",414.282608695652,54090.7956989247,61704.4380952381,78554.15,79355.87,79495.74,79520.05,79524.29,78660.62,78660.75
"TAU",0.445255474452555,11.2035398230089,37.1293103448276,74.5371900826446,115.421875,157.827067669173,195.805755395683,230.1875,260.797297297297,286.072368421053
"TUN",90.75,3528.82222222222,8193.71111111111,7949.04301075269,9051.71,9950.71,10160.54,6407.92,5521.69,5505.87
"TWH",24444.9202898551,3214943.04301075,3598271,4668948.44,4716599.19,4724912.56,4726358.21,4726609.45,4675276.46,4675283.96
"TYL",1.73529411764706,61.3069306930693,227.207920792079,471.732673267327,751.09900990099,1040.87,1301.7,1530.67,1724.79,1885.38
"WHK",2.82242990654206,30.625,90.6229508196721,182.081967213115,304.114754098361,445.016129032258,592.28125,756.492307692308,911.641791044776,1063.15942028986
"WIF",23.6243093922652,175.944055944056,197.408839779006,200.625641025641,207.777202072539,209.20725388601,206.392857142857,215.292553191489,222.423076923077,223.657458563536
"WOL",0.251798561151079,6.52212389380531,26.8490566037736,66.61,123.464646464646,194.2,272.378640776699,360.904761904762,450.861111111111,542.432432432432
"WPF",0.427777777777778,7.95620437956204,19.3133333333333,31.2987012987013,41.5897435897436,48.1111111111111,51.2222222222222,52.7821229050279,53.096256684492,52.6153846153846
"WSK",0.69774011299435,76.5986842105263,366.5,742.296610169491,1083.168,1356.78947368421,1558.27659574468,1693.12080536913,1773.24840764331,1811.47878787879
"WTF",0.129807692307692,3.24550898203593,10.7954545454545,24.0361445783133,40.4320987654321,55.8383233532934,69.2171428571429,79.8756756756757,88.8350515463918,95.7733990147783
"YTF",2.00746268656716,11.2844036697248,22.9285714285714,32.595041322314,38.8947368421053,42.6827586206897,44.2278481012658,44.9704142011834,44.7611111111111,44.4179894179894
