"FPL","FPO","FPS","FVD","FVV","FVS","FVB","FVT","FVO","FMM","FMN","FBP","FDD","FDE","FDS","FDM","FDP","FDB","FDC","FDO","FDF","SHB","SHD","SHC","SHP","SHR","SSK","SB","SP","PIN","REP","WHB","WHS","WHT","WDG","CEP","BFS","BFF","BFD","BG","BMD","BML","BMS","PWN","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC","Dlsed","Drsed","Dcsed","jCEP","jPWN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775,3.5e-06,0.00075,0,0,0,0,0,0,0,0,0.00023,0.000575,0.2875,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,1e-07,0.0051,0,0.004,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.015,0,0.01,0,0,0.000677529,0.2,0.27,0.05,0,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.015,0,0.01,0,0,0.000677529,0.25,0.27,0.05,0,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.015,0,0.01,0,0,0.000677529,0.25,0.27,0.05,0,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035,0,0.003,0,0,0,0.005,0,0,0.07,0,0.008,0,0.03,0.00225,0,0,0.119,0.07,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.01,0,5.85e-05,0,2.46e-05,0.00017552,0.18,0.06,0.04,0,0,0,0,0.0017,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
0.028,0,0.005,0,0,0,0.005,0,0,0.06,0,0.04,0,0.07,0.00375,0,0,0.106,0.05,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.01,0,5.85e-05,0,2.46e-05,0.00017552,0.15,0.06,0.04,0,0,0,0,0.0017,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
0.033,0,0.005,0,0,0,0.005,0,0,0.06,0,0.04,0,0.07,0.0040625,0,0,0.106,0.08,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.000749,0,5.85e-05,0,2.46e-05,0.00017552,0.15,0.02,0.02,0,0,0,0,0.0017,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0
0.035,0,0.005,0,0,0,0.005,0,0,0.07,0,0.007,0,0.0375,0.0035,0,0,0.20775,0.01,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0.000749,0,5.85e-05,0,2.46e-05,0.00017552,0.18,0.02,0.02,0,0,0,0,0.0017,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0.0025,0,0,5e-04,0.0275,0,0,0.02,0,0.03,0.005,0.065,7e-04,0,0,0.0335,0.08,0.02,0.045,4e-05,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,4e-04,3e-05,0.01,0,0.008,0,3e-05,0.08,0.029656128,0.019,0.07,0,0,0,0,0.00225,0,0,0,0.000722103,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0.004,0,0,0.007,0.021,0,0,0.01,0,0.02,0.012,0.03,0.0015,0,0,0.00625,0.15,0.005,0.013,0.0035,0,0,0,0,0.01,0,0,0,0,0,0,0,0,5e-04,3e-05,0.01,0,0.008,0,3e-05,0.08,0.049374695,0.019,0.07,0,0,0,0,0.00225,0,0,0,0.000722103,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0.004,0,0,0.0035,0.025,0,0,0.01,0,0.02,0.012,0.025,0.002,0,0,0.00625,0.09,0.005,0.013,0.0035,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,5e-04,3e-05,0.010525456,0,0.008,0,3e-05,0.09,0.049374695,0.019,0.08,0,0,0,0,0.00225,0,0,0,0.000722103,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.015,0,0.01,0,0,0.000677529,0.2,0.27,0.05,0,0,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.01,0.01,0,0,0.05,0,0,0.08,0,0.005,0.004,0.01,0.002,0,0,0.010421875,0.02,0.01,0.1,5e-04,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.012,3e-04,0.004,0,3.82e-05,0,2.2e-05,0.000753061,0.06,0.01,0.000646474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.05,0.004,0,0,0.05,0,0,0.06,0,0.02,0.01,0.05,0.002,0,0,0.011367188,0.05,0.001,0.0125,0.0095,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.02,3e-04,0.004,0,3.82e-05,0,2.2e-05,0.000753061,0.08,0.01,0.000646474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e-04,0,0.05,0.0045,0,0,0.08,0,0,0.06,0,0.02,0.01,0.05,0.002,0,0,0.011367188,0.05,0.001,0.0125,8e-04,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0.03,3e-04,0.004,0,3.82e-05,0,2.2e-05,0.000753061,0.08,0.01,0.000646474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0.00393,0,0,0.008,0,0,0,0.006,0,0,0,0.123,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,1e-04,5e-04,0,7e-04,0,1e-04,0.332218229,0.15,0.02,0.07,0,0,0,0,0.018,0,0,0,0.000565814,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.001,0.062,0.18,0.08,0,0,0,0,0.0125,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.001,0.062,0.18,0.08,0,0,0,0,0.0125,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.001,0.062,0.18,0.08,0,0,0,0,0.0125,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.001,0.062,0.18,0.08,0,0,0,0,0.0125,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.008,0,0.009,0,0,0.011856738,0.1,0.15,0.08,0,0,0,0,0.002,0,0,0,0.001612819,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.008,0,0.009,0,0,0.011856738,0.08,0.15,0.08,0,0,0,0,0.002,0,0,0,0.001612819,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.008,0,0.009,0,0,0.011856738,0.08,0.15,0.08,0,0,0,0,0.002,0,0,0,0.001612819,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0.02,0.0035,0,0.0025,0.02,0,0,0.03,0,0.28,0.025,0.25,0.0045,0,0,0.15475,0.0075,0.03,0.075,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0.005,5e-05,0.001,0,0.007,0,3e-04,0.12,0.1,0.035,0.08,0,0,0,0,0.002,0,0,0,0.000143901,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00035735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0.0025,0,0,0.0015,0.0275,0,0,0.02,0,0.03,0.005,0.025,0.0006375,0,0,0.036,0.02,0.01,0.045,4e-05,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,4e-04,3e-05,0.010525456,0,0.008,0,3e-05,0.09,0.029656128,0.019,0.08,0,0,0,0,0.00225,0,0,0,0.000722103,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0.00393,0,0,0.008,0,0,0,0.004,0,0,0,0.143,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,1e-04,5e-04,0,7e-04,0,1e-04,0.355218229,0.15,0.02,0.08,0,0,0,0,0.018,0,0,0,0.000565814,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0,0,0,0,0,0.00393,0,0,0.01,0,0,0,0.08,0,0,0,0.041,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,1e-04,5e-04,0,7e-04,0,1e-04,0.355218229,0.08,0.02,0.08,0,0,0,0,0.018,0,0,0,0.000565814,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0,0,0,0,0,0.0045,0,0,0.01,0,0,0,0.08,0,0,0,0.041,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,1e-04,5e-04,0,7e-04,0,1e-04,0.332218229,0.1,0.02,0.07,0,0,0,0,0.018,0,0,0,0.000565814,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00035735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.01,0.0035,0,0,0.06,0,0,0.08,0,0.005,0.0075,0.03,0.005,0,0,0.010490234,0.02,0.06,0.1,5e-04,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0.012,3e-04,0.004,0,3.82e-05,0,2.2e-05,0.000753061,0.06,0.01,0.000646474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.02,0.0035,0,0.0015,0.05,0,0,0.03,0,0.28,0.03,0.1,0.0012,0,0,0.15725,0.0075,0.03,0.075,0.00115,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0.005,5e-05,0.001,0,0.007,0,3e-04,0.12,0.1,0.035,0.08,0,0,0,0,0.002,0,0,0,0.000143901,0,0,0,0,0,0,0,0,0,0,0,0
0.0048,0,0.07,0.0045,0,0.008,0.05,0,0,0.06,0,0.065,0.03,0.075,0.005,0,0,0.0655,0.01,0.035,0.03,0.005,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0.01,5e-05,0.001,0,0.007,0,3e-04,0.12,0.06,0.035,0.08,0,0,0,0,0.002,0,0,0,0.000143901,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0,0.07,0.008,0,0.008,0.03,0,0,0.06,0,0.065,0.03,0.075,0.015,0,0,0.0655,0.01,0.035,0.03,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.01,5e-05,0.001,0,0.007,0,3e-04,0.12,0.06,0.035,0.08,0,0,0,0,0.002,0,0,0,0.000143901,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.008,0.009,0,0.025,0.05,0,0,0.06,0,0.15,0.015,0.09,0.002,0,0,0.1375,0.008,0.08,0.8,3e-04,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.001,3e-06,0.001,0,0.003,0,2e-05,0.04,0.309990234,0.03,0.03,0,0,0,0,0.015,0,0,0,0.000726,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.3,0.01,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.3,0.01,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.3,0.01,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.3,0.01,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e-05,0,0,0,0,0,5e-04,0,0,0,0,0.01,0,0,0,0,0,3e-07,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0.00115,0,0,2.83e-05,0.008,0.003,0.01,0,0,0,0,0.00175,0,0,0,0.0025,0.01,0,0,0,0,0,0,0,0,0,0,0
1e-04,0,5e-05,0,0,0,0.008,0,0,0,0,0.01,0,0.01,0,0,0,0.00625,0.012501367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0.00115,0,0,2.83e-05,0.008,0.003,0.01,0,0,0,0,0.00175,0,0,0,0.0025,0.03,0,0,0,0,0,0,0,0,0,0,0
1e-04,0,5e-05,0,0,0,0.01,0,0,0,0,0.007,0,0.00175,0,0,0,0.00625,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,5e-04,0,0.01,0,0,2.83e-05,0.008,0.003,0.01,0,0,0,0,0.00175,0,0,0,0.0025,0.03,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.003,0,1e-04,0,0,0,0,0,1e-07,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.011428248,0,0,0.000177972,0.0025,0.015,0.1,0,0,0,0,0.0075,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e-05,0,0,0,0,0,5e-04,0,0,0,0,0.01,0,0,0,0,0,6.5e-07,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,5e-04,0,0.01,0,0,2.83e-05,0.008,0.003,0.01,0,0,0,0,0.00175,0,0,0,0.0025,0.01,0,0,0,0,0,0,0,0,0,0,0
0,0,1e-04,0,0,0,0,0,0,0.003,0,0.00165,0,0,0,0,0,1e-07,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.011428248,0,0,0.000177972,0.0025,0.02,0.01,0,0,0,0,0.0075,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5e-04,0,0,0,0,0,0,0.008,0,0.008,0,0.00075,0,0,0,0.0175,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.011428248,0,0,0.000177972,0.0025,0.02,0.01,0,0,0,0,0.0075,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5e-05,0,0,0,0,0,0,0.008,0,0.004,0,0.00075,0,0,0,0.0175,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.011428248,0,0,0.000177972,0.0025,0.015,0.1,0,0,0,0,0.0075,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0.008,0.017,0,0.015,0.05,0,0,0.06,0,0.12,0,0.09,0.001,0,0,0.1285,0.0075,0,0.8,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,3e-06,0.001,0,0.01,0,2e-05,0.05,0.309990234,0.03,0.04,0,0,0,0,0.015,0,0,0,0.000726,0,0,0,0,0,0,0,0,0,0,0,0
0.085,0,0.008,0.007,0,0.0525,0.012992385,0,0,0.02,0,0.05,0,0.05,0.025,0,0,0.08,0.01,0,0.125,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,3e-06,0.001,0,0.01,0,2e-05,0.05,0.209990234,0.03,0.04,0,0,0,0,0.015,0,0,0,0.000726,0,0,0,0,0,0,0,0,0,0,0,0
0.085,0,0.008,0.007,0,0.05,0.015,0,0,0.02,0,0.05,0.03,0.05,0.03,0,0,0.0925,0.03,0.02,0.125,0.001,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.001,3e-06,0.001,0,0.003,0,2e-05,0.04,0.209990234,0.03,0.03,0,0,0,0,0.015,0,0,0,0.000726,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0.075,0.035,0,0,0.1,0,0,0.03,0,0.2,0.0025,0.09,0.005,0,0,0.3775,0.05,0.002,0.57,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0.01,2e-04,0.00062302,0,6e-05,0,0.000225839,0.007,0.1,0.175,0.002,0,0,0,0,0.000125858,0,0,0,1.88e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0,0.08,0.035,0,0,0.15,0,0,0.025,0,0.05,0.015,0.13,0.04,0,0,0.3375,0.078,0.0025,0.18,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.02,2e-04,0.00062302,0,6e-05,0,0.000225839,0.007,0.14,0.175,0.002,0,0,0,0,0.000125858,0,0,0,1.88e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0.08,0.035,0,0,0.1,0,0,0.025,0,0.04,0.06,0.13,0.04,0,0,0.3625,0.078,0.0025,0.18,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.02,2e-04,0.00062302,0,6e-05,0,0.000225839,0.007,0.14,0.175,0.002,0,0,0,0,0.000125858,0,0,0,1.88e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0.04,0,0,0,0,0.02,0,0.2,0,0.06,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
