"","SOURCE","YEAR","COMNAME","BIOMASS"
"5364","MA_Trawl",2007,"american plaice",684
"5365","MA_Trawl",2007,"atlantic cod",810
"5366","MA_Trawl",2007,"atlantic herring",18
"5367","MA_Trawl",2007,"atlantic menhaden",2
"5368","MA_Trawl",2007,"atlantic surfclam",5
"5369","MA_Trawl",2007,"black sea bass",59
"5370","MA_Trawl",2007,"bluefish",5
"5371","MA_Trawl",2007,"butterfish",420
"5372","MA_Trawl",2007,"goosefish",9
"5373","MA_Trawl",2007,"haddock",102
"5374","MA_Trawl",2007,"little skate",3555
"5375","MA_Trawl",2007,"longfin squid",478
"5376","MA_Trawl",2007,"northern shortfin squid",5
"5377","MA_Trawl",2007,"ocean pout",424
"5378","MA_Trawl",2007,"ocean quahog",1
"5379","MA_Trawl",2007,"pollock",0
"5380","MA_Trawl",2007,"red hake",148
"5381","MA_Trawl",2007,"scup",1189
"5382","MA_Trawl",2007,"sea scallop",36
"5383","MA_Trawl",2007,"silver hake",169
"5384","MA_Trawl",2007,"spiny dogfish",54466
"5385","MA_Trawl",2007,"striped bass",8
"5386","MA_Trawl",2007,"summer flounder",358
"5387","MA_Trawl",2007,"tautog",121
"5388","MA_Trawl",2007,"thorny skate",13
"5389","MA_Trawl",2007,"weakfish",0
"5390","MA_Trawl",2007,"white hake",12
"5391","MA_Trawl",2007,"windowpane",133
"5392","MA_Trawl",2007,"winter flounder",1380
"5393","MA_Trawl",2007,"winter skate",986
"5394","MA_Trawl",2007,"witch flounder",16
"5395","MA_Trawl",2007,"yellowtail flounder",838
"5396","MA_Trawl",2008,"acadian redfish",3
"5397","MA_Trawl",2008,"american lobster",609
"5398","MA_Trawl",2008,"american plaice",624
"5399","MA_Trawl",2008,"atlantic cod",734
"5400","MA_Trawl",2008,"atlantic halibut",1
"5401","MA_Trawl",2008,"atlantic herring",4
"5402","MA_Trawl",2008,"atlantic mackerel",0
"5403","MA_Trawl",2008,"atlantic surfclam",6
"5404","MA_Trawl",2008,"atlantic wolffish",13
"5405","MA_Trawl",2008,"barndoor skate",1
"5406","MA_Trawl",2008,"black sea bass",189
"5407","MA_Trawl",2008,"bluefish",8
"5408","MA_Trawl",2008,"butterfish",486
"5409","MA_Trawl",2008,"clearnose skate",6
"5410","MA_Trawl",2008,"goosefish",11
"5411","MA_Trawl",2008,"haddock",79
"5412","MA_Trawl",2008,"little skate",2754
"5413","MA_Trawl",2008,"longfin squid",277
"5414","MA_Trawl",2008,"northern shortfin squid",5
"5415","MA_Trawl",2008,"ocean pout",379
"5416","MA_Trawl",2008,"ocean quahog",1
"5417","MA_Trawl",2008,"pollock",2
"5418","MA_Trawl",2008,"red hake",182
"5419","MA_Trawl",2008,"scup",2281
"5420","MA_Trawl",2008,"sea scallop",127
"5421","MA_Trawl",2008,"silver hake",130
"5422","MA_Trawl",2008,"spiny dogfish",27446
"5423","MA_Trawl",2008,"striped bass",2
"5424","MA_Trawl",2008,"summer flounder",332
"5425","MA_Trawl",2008,"tautog",161
"5426","MA_Trawl",2008,"thorny skate",28
"5427","MA_Trawl",2008,"white hake",7
"5428","MA_Trawl",2008,"windowpane",87
"5429","MA_Trawl",2008,"winter flounder",1382
"5430","MA_Trawl",2008,"winter skate",709
"5431","MA_Trawl",2008,"witch flounder",19
"5432","MA_Trawl",2008,"yellowtail flounder",1103
"5433","MA_Trawl",2009,"acadian redfish",1
"5434","MA_Trawl",2009,"american lobster",631
"5435","MA_Trawl",2009,"american plaice",610
"5436","MA_Trawl",2009,"atlantic cod",353
"5437","MA_Trawl",2009,"atlantic halibut",2
"5438","MA_Trawl",2009,"atlantic herring",18
"5439","MA_Trawl",2009,"atlantic mackerel",18
"5440","MA_Trawl",2009,"atlantic surfclam",7
"5441","MA_Trawl",2009,"barndoor skate",3
"5442","MA_Trawl",2009,"black sea bass",114
"5443","MA_Trawl",2009,"bluefish",7
"5444","MA_Trawl",2009,"butterfish",561
"5445","MA_Trawl",2009,"clearnose skate",10
"5446","MA_Trawl",2009,"goosefish",12
"5447","MA_Trawl",2009,"haddock",17
"5448","MA_Trawl",2009,"little skate",2469
"5449","MA_Trawl",2009,"longfin squid",364
"5450","MA_Trawl",2009,"northern shortfin squid",3
"5451","MA_Trawl",2009,"ocean pout",162
"5452","MA_Trawl",2009,"ocean quahog",1
"5453","MA_Trawl",2009,"pollock",1
"5454","MA_Trawl",2009,"red hake",310
"5455","MA_Trawl",2009,"scup",1962
"5456","MA_Trawl",2009,"sea scallop",88
"5457","MA_Trawl",2009,"silver hake",199
"5458","MA_Trawl",2009,"spiny dogfish",71153
"5459","MA_Trawl",2009,"striped bass",7
"5460","MA_Trawl",2009,"summer flounder",341
"5461","MA_Trawl",2009,"tautog",68
"5462","MA_Trawl",2009,"thorny skate",16
"5463","MA_Trawl",2009,"weakfish",0
"5464","MA_Trawl",2009,"white hake",28
"5465","MA_Trawl",2009,"windowpane",103
"5466","MA_Trawl",2009,"winter flounder",1792
"5467","MA_Trawl",2009,"winter skate",539
"5468","MA_Trawl",2009,"witch flounder",23
"5469","MA_Trawl",2009,"yellowtail flounder",855
"5470","MA_Trawl",2010,"acadian redfish",2
"5471","MA_Trawl",2010,"american lobster",656
"5472","MA_Trawl",2010,"american plaice",461
"5473","MA_Trawl",2010,"atlantic cod",417
"5474","MA_Trawl",2010,"atlantic halibut",1
"5475","MA_Trawl",2010,"atlantic herring",288
"5476","MA_Trawl",2010,"atlantic mackerel",4
"5477","MA_Trawl",2010,"atlantic menhaden",0
"5478","MA_Trawl",2010,"atlantic surfclam",11
"5479","MA_Trawl",2010,"black sea bass",177
"5480","MA_Trawl",2010,"bluefish",8
"5481","MA_Trawl",2010,"butterfish",383
"5482","MA_Trawl",2010,"goosefish",14
"5483","MA_Trawl",2010,"haddock",21
"5484","MA_Trawl",2010,"little skate",2412
"5485","MA_Trawl",2010,"longfin squid",171
"5486","MA_Trawl",2010,"northern shortfin squid",2
"5487","MA_Trawl",2010,"ocean pout",390
"5488","MA_Trawl",2010,"ocean quahog",1
"5489","MA_Trawl",2010,"pollock",1
"5490","MA_Trawl",2010,"red hake",295
"5491","MA_Trawl",2010,"scup",1711
"5492","MA_Trawl",2010,"sea scallop",35
"5493","MA_Trawl",2010,"silver hake",334
"5494","MA_Trawl",2010,"spiny dogfish",37440
"5495","MA_Trawl",2010,"striped bass",3
"5496","MA_Trawl",2010,"summer flounder",320
"5497","MA_Trawl",2010,"tautog",92
"5498","MA_Trawl",2010,"thorny skate",10
"5499","MA_Trawl",2010,"weakfish",4
"5500","MA_Trawl",2010,"white hake",12
"5501","MA_Trawl",2010,"windowpane",113
"5502","MA_Trawl",2010,"winter flounder",1887
"5503","MA_Trawl",2010,"winter skate",1221
"5504","MA_Trawl",2010,"witch flounder",27
"5505","MA_Trawl",2010,"yellowtail flounder",1060
"5506","MA_Trawl",2011,"acadian redfish",2
"5507","MA_Trawl",2011,"american lobster",965
"5508","MA_Trawl",2011,"american plaice",490
"5509","MA_Trawl",2011,"atlantic cod",1270
"5510","MA_Trawl",2011,"atlantic halibut",0
"5511","MA_Trawl",2011,"atlantic herring",84
"5512","MA_Trawl",2011,"atlantic mackerel",1
"5513","MA_Trawl",2011,"atlantic menhaden",3
"5514","MA_Trawl",2011,"atlantic surfclam",0
"5515","MA_Trawl",2011,"atlantic wolffish",0
"5516","MA_Trawl",2011,"barndoor skate",2
"5517","MA_Trawl",2011,"black sea bass",81
"5518","MA_Trawl",2011,"bluefish",11
"5519","MA_Trawl",2011,"butterfish",892
"5520","MA_Trawl",2011,"clearnose skate",2
"5521","MA_Trawl",2011,"goosefish",26
"5522","MA_Trawl",2011,"haddock",141
"5523","MA_Trawl",2011,"little skate",2844
"5524","MA_Trawl",2011,"longfin squid",246
"5525","MA_Trawl",2011,"northern shortfin squid",2
"5526","MA_Trawl",2011,"ocean pout",153
"5527","MA_Trawl",2011,"ocean quahog",2
"5528","MA_Trawl",2011,"pollock",25
"5529","MA_Trawl",2011,"red hake",442
"5530","MA_Trawl",2011,"scup",1651
"5531","MA_Trawl",2011,"sea scallop",43
"5532","MA_Trawl",2011,"silver hake",665
"5533","MA_Trawl",2011,"spiny dogfish",78815
"5534","MA_Trawl",2011,"striped bass",5
"5535","MA_Trawl",2011,"summer flounder",434
"5536","MA_Trawl",2011,"tautog",88
"5537","MA_Trawl",2011,"thorny skate",45
"5538","MA_Trawl",2011,"weakfish",6
"5539","MA_Trawl",2011,"white hake",41
"5540","MA_Trawl",2011,"windowpane",217
"5541","MA_Trawl",2011,"winter flounder",1735
"5542","MA_Trawl",2011,"winter skate",4498
"5543","MA_Trawl",2011,"witch flounder",54
"5544","MA_Trawl",2011,"yellowtail flounder",1191
"5545","MA_Trawl",2012,"acadian redfish",4
"5546","MA_Trawl",2012,"american lobster",799
"5547","MA_Trawl",2012,"american plaice",248
"5548","MA_Trawl",2012,"atlantic cod",124
"5549","MA_Trawl",2012,"atlantic halibut",2
"5550","MA_Trawl",2012,"atlantic herring",39
"5551","MA_Trawl",2012,"atlantic mackerel",2
"5552","MA_Trawl",2012,"atlantic menhaden",2
"5553","MA_Trawl",2012,"atlantic surfclam",3
"5554","MA_Trawl",2012,"atlantic wolffish",13
"5555","MA_Trawl",2012,"barndoor skate",2
"5556","MA_Trawl",2012,"black sea bass",292
"5557","MA_Trawl",2012,"bluefish",10
"5558","MA_Trawl",2012,"butterfish",901
"5559","MA_Trawl",2012,"clearnose skate",7
"5560","MA_Trawl",2012,"goosefish",4
"5561","MA_Trawl",2012,"haddock",1
"5562","MA_Trawl",2012,"little skate",2544
"5563","MA_Trawl",2012,"longfin squid",749
"5564","MA_Trawl",2012,"northern shortfin squid",0
"5565","MA_Trawl",2012,"ocean pout",87
"5566","MA_Trawl",2012,"ocean quahog",1
"5567","MA_Trawl",2012,"pollock",1
"5568","MA_Trawl",2012,"red hake",323
"5569","MA_Trawl",2012,"scup",3291
"5570","MA_Trawl",2012,"sea scallop",64
"5571","MA_Trawl",2012,"silver hake",377
"5572","MA_Trawl",2012,"spiny dogfish",143849
"5573","MA_Trawl",2012,"summer flounder",291
"5574","MA_Trawl",2012,"tautog",125
"5575","MA_Trawl",2012,"thorny skate",6
"5576","MA_Trawl",2012,"weakfish",21
"5577","MA_Trawl",2012,"white hake",5
"5578","MA_Trawl",2012,"windowpane",154
"5579","MA_Trawl",2012,"winter flounder",1376
"5580","MA_Trawl",2012,"winter skate",571
"5581","MA_Trawl",2012,"witch flounder",16
"5582","MA_Trawl",2012,"yellowtail flounder",379
"5583","MA_Trawl",2013,"acadian redfish",2
"5584","MA_Trawl",2013,"american lobster",913
"5585","MA_Trawl",2013,"american plaice",226
"5586","MA_Trawl",2013,"atlantic cod",63
"5587","MA_Trawl",2013,"atlantic halibut",6
"5588","MA_Trawl",2013,"atlantic herring",8
"5589","MA_Trawl",2013,"atlantic menhaden",0
"5590","MA_Trawl",2013,"atlantic surfclam",1
"5591","MA_Trawl",2013,"barndoor skate",0
"5592","MA_Trawl",2013,"black sea bass",117
"5593","MA_Trawl",2013,"bluefish",1
"5594","MA_Trawl",2013,"butterfish",362
"5595","MA_Trawl",2013,"clearnose skate",4
"5596","MA_Trawl",2013,"goosefish",1
"5597","MA_Trawl",2013,"haddock",58
"5598","MA_Trawl",2013,"little skate",1269
"5599","MA_Trawl",2013,"longfin squid",231
"5600","MA_Trawl",2013,"northern shortfin squid",1
"5601","MA_Trawl",2013,"ocean pout",43
"5602","MA_Trawl",2013,"ocean quahog",0
"5603","MA_Trawl",2013,"pollock",1
"5604","MA_Trawl",2013,"red hake",232
"5605","MA_Trawl",2013,"scup",1907
"5606","MA_Trawl",2013,"sea scallop",134
"5607","MA_Trawl",2013,"silver hake",328
"5608","MA_Trawl",2013,"spiny dogfish",8409
"5609","MA_Trawl",2013,"striped bass",2
"5610","MA_Trawl",2013,"summer flounder",173
"5611","MA_Trawl",2013,"tautog",30
"5612","MA_Trawl",2013,"thorny skate",3
"5613","MA_Trawl",2013,"weakfish",9
"5614","MA_Trawl",2013,"white hake",3
"5615","MA_Trawl",2013,"windowpane",64
"5616","MA_Trawl",2013,"winter flounder",1111
"5617","MA_Trawl",2013,"winter skate",401
"5618","MA_Trawl",2013,"witch flounder",10
"5619","MA_Trawl",2013,"yellowtail flounder",593
"5620","MA_Trawl",2014,"acadian redfish",3
"5621","MA_Trawl",2014,"american lobster",584
"5622","MA_Trawl",2014,"american plaice",155
"5623","MA_Trawl",2014,"atlantic cod",79
"5624","MA_Trawl",2014,"atlantic halibut",0
"5625","MA_Trawl",2014,"atlantic herring",14
"5626","MA_Trawl",2014,"atlantic mackerel",1
"5627","MA_Trawl",2014,"atlantic menhaden",1
"5628","MA_Trawl",2014,"atlantic surfclam",4
"5629","MA_Trawl",2014,"black sea bass",1143
"5630","MA_Trawl",2014,"bluefish",9
"5631","MA_Trawl",2014,"butterfish",680
"5632","MA_Trawl",2014,"clearnose skate",9
"5633","MA_Trawl",2014,"goosefish",1
"5634","MA_Trawl",2014,"haddock",45
"5635","MA_Trawl",2014,"little skate",892
"5636","MA_Trawl",2014,"longfin squid",362
"5637","MA_Trawl",2014,"northern shortfin squid",10
"5638","MA_Trawl",2014,"ocean pout",38
"5639","MA_Trawl",2014,"pollock",15
"5640","MA_Trawl",2014,"red hake",272
"5641","MA_Trawl",2014,"scup",4552
"5642","MA_Trawl",2014,"sea scallop",9
"5643","MA_Trawl",2014,"silver hake",408
"5644","MA_Trawl",2014,"spiny dogfish",15025
"5645","MA_Trawl",2014,"striped bass",2
"5646","MA_Trawl",2014,"summer flounder",251
"5647","MA_Trawl",2014,"tautog",146
"5648","MA_Trawl",2014,"thorny skate",7
"5649","MA_Trawl",2014,"weakfish",1
"5650","MA_Trawl",2014,"white hake",8
"5651","MA_Trawl",2014,"windowpane",104
"5652","MA_Trawl",2014,"winter flounder",885
"5653","MA_Trawl",2014,"winter skate",453
"5654","MA_Trawl",2014,"witch flounder",4
"5655","MA_Trawl",2014,"yellowtail flounder",409
"5656","MA_Trawl",2015,"acadian redfish",17
"5657","MA_Trawl",2015,"american lobster",1045
"5658","MA_Trawl",2015,"american plaice",330
"5659","MA_Trawl",2015,"atlantic cod",85
"5660","MA_Trawl",2015,"atlantic herring",33
"5661","MA_Trawl",2015,"atlantic mackerel",9
"5662","MA_Trawl",2015,"atlantic menhaden",0
"5663","MA_Trawl",2015,"atlantic surfclam",6
"5664","MA_Trawl",2015,"atlantic wolffish",10
"5665","MA_Trawl",2015,"black sea bass",711
"5666","MA_Trawl",2015,"bluefish",14
"5667","MA_Trawl",2015,"butterfish",249
"5668","MA_Trawl",2015,"clearnose skate",6
"5669","MA_Trawl",2015,"goosefish",17
"5670","MA_Trawl",2015,"haddock",164
"5671","MA_Trawl",2015,"little skate",2474
"5672","MA_Trawl",2015,"longfin squid",275
"5673","MA_Trawl",2015,"northern shortfin squid",0
"5674","MA_Trawl",2015,"ocean pout",145
"5675","MA_Trawl",2015,"ocean quahog",7
"5676","MA_Trawl",2015,"pollock",0
"5677","MA_Trawl",2015,"red hake",585
"5678","MA_Trawl",2015,"scup",3436
"5679","MA_Trawl",2015,"sea scallop",52
"5680","MA_Trawl",2015,"silver hake",752
"5681","MA_Trawl",2015,"smooth skate",1
"5682","MA_Trawl",2015,"spiny dogfish",3620
"5683","MA_Trawl",2015,"striped bass",0
"5684","MA_Trawl",2015,"summer flounder",450
"5685","MA_Trawl",2015,"tautog",80
"5686","MA_Trawl",2015,"thorny skate",7
"5687","MA_Trawl",2015,"weakfish",0
"5688","MA_Trawl",2015,"white hake",17
"5689","MA_Trawl",2015,"windowpane",154
"5690","MA_Trawl",2015,"winter flounder",1404
"5691","MA_Trawl",2015,"winter skate",1001
"5692","MA_Trawl",2015,"witch flounder",13
"5693","MA_Trawl",2015,"yellowtail flounder",1063
"5694","MA_Trawl",2016,"acadian redfish",2
"5695","MA_Trawl",2016,"american lobster",1430
"5696","MA_Trawl",2016,"american plaice",266
"5697","MA_Trawl",2016,"atlantic cod",61
"5698","MA_Trawl",2016,"atlantic herring",1
"5699","MA_Trawl",2016,"atlantic mackerel",1
"5700","MA_Trawl",2016,"atlantic menhaden",1
"5701","MA_Trawl",2016,"atlantic surfclam",9
"5702","MA_Trawl",2016,"atlantic wolffish",12
"5703","MA_Trawl",2016,"barndoor skate",3
"5704","MA_Trawl",2016,"black sea bass",433
"5705","MA_Trawl",2016,"bluefish",6
"5706","MA_Trawl",2016,"butterfish",599
"5707","MA_Trawl",2016,"clearnose skate",26
"5708","MA_Trawl",2016,"goosefish",49
"5709","MA_Trawl",2016,"haddock",2703
"5710","MA_Trawl",2016,"little skate",2986
"5711","MA_Trawl",2016,"longfin squid",302
"5712","MA_Trawl",2016,"northern shortfin squid",1
"5713","MA_Trawl",2016,"ocean pout",273
"5714","MA_Trawl",2016,"ocean quahog",5
"5715","MA_Trawl",2016,"pollock",3
"5716","MA_Trawl",2016,"red hake",948
"5717","MA_Trawl",2016,"scup",9950
"5718","MA_Trawl",2016,"sea scallop",22
"5719","MA_Trawl",2016,"silver hake",1242
"5720","MA_Trawl",2016,"spiny dogfish",11659
"5721","MA_Trawl",2016,"striped bass",6
"5722","MA_Trawl",2016,"summer flounder",644
"5723","MA_Trawl",2016,"tautog",143
"5724","MA_Trawl",2016,"thorny skate",7
"5725","MA_Trawl",2016,"weakfish",21
"5726","MA_Trawl",2016,"white hake",14
"5727","MA_Trawl",2016,"windowpane",337
"5728","MA_Trawl",2016,"winter flounder",1558
"5729","MA_Trawl",2016,"winter skate",1066
"5730","MA_Trawl",2016,"witch flounder",28
"5731","MA_Trawl",2016,"yellowtail flounder",1182
"5732","MA_Trawl",2017,"acadian redfish",2
"5733","MA_Trawl",2017,"american lobster",1412
"5734","MA_Trawl",2017,"american plaice",220
"5735","MA_Trawl",2017,"atlantic cod",132
"5736","MA_Trawl",2017,"atlantic herring",878
"5737","MA_Trawl",2017,"atlantic mackerel",2
"5738","MA_Trawl",2017,"atlantic menhaden",3
"5739","MA_Trawl",2017,"atlantic surfclam",2
"5740","MA_Trawl",2017,"atlantic wolffish",5
"5741","MA_Trawl",2017,"barndoor skate",1
"5742","MA_Trawl",2017,"black sea bass",688
"5743","MA_Trawl",2017,"bluefish",3
"5744","MA_Trawl",2017,"butterfish",721
"5745","MA_Trawl",2017,"clearnose skate",37
"5746","MA_Trawl",2017,"goosefish",14
"5747","MA_Trawl",2017,"haddock",2953
"5748","MA_Trawl",2017,"little skate",2185
"5749","MA_Trawl",2017,"longfin squid",333
"5750","MA_Trawl",2017,"northern shortfin squid",15
"5751","MA_Trawl",2017,"ocean pout",153
"5752","MA_Trawl",2017,"ocean quahog",1
"5753","MA_Trawl",2017,"pollock",1
"5754","MA_Trawl",2017,"red hake",736
"5755","MA_Trawl",2017,"scup",9209
"5756","MA_Trawl",2017,"sea scallop",94
"5757","MA_Trawl",2017,"silver hake",933
"5758","MA_Trawl",2017,"spiny dogfish",77
"5759","MA_Trawl",2017,"striped bass",4
"5760","MA_Trawl",2017,"summer flounder",429
"5761","MA_Trawl",2017,"tautog",144
"5762","MA_Trawl",2017,"thorny skate",12
"5763","MA_Trawl",2017,"weakfish",1
"5764","MA_Trawl",2017,"white hake",10
"5765","MA_Trawl",2017,"windowpane",334
"5766","MA_Trawl",2017,"winter flounder",1441
"5767","MA_Trawl",2017,"winter skate",920
"5768","MA_Trawl",2017,"witch flounder",23
"5769","MA_Trawl",2017,"yellowtail flounder",1429
"5770","MA_Trawl",2018,"acadian redfish",0
"5771","MA_Trawl",2018,"american lobster",1263
"5772","MA_Trawl",2018,"american plaice",101
"5773","MA_Trawl",2018,"atlantic cod",54
"5774","MA_Trawl",2018,"atlantic halibut",0
"5775","MA_Trawl",2018,"atlantic herring",8
"5776","MA_Trawl",2018,"atlantic mackerel",6
"5777","MA_Trawl",2018,"atlantic menhaden",9
"5778","MA_Trawl",2018,"atlantic surfclam",7
"5779","MA_Trawl",2018,"black sea bass",246
"5780","MA_Trawl",2018,"bluefish",1
"5781","MA_Trawl",2018,"butterfish",522
"5782","MA_Trawl",2018,"clearnose skate",2
"5783","MA_Trawl",2018,"goosefish",25
"5784","MA_Trawl",2018,"haddock",1325
"5785","MA_Trawl",2018,"little skate",2067
"5786","MA_Trawl",2018,"longfin squid",177
"5787","MA_Trawl",2018,"northern shortfin squid",17
"5788","MA_Trawl",2018,"ocean pout",126
"5789","MA_Trawl",2018,"ocean quahog",1
"5790","MA_Trawl",2018,"pollock",0
"5791","MA_Trawl",2018,"red hake",545
"5792","MA_Trawl",2018,"scup",9759
"5793","MA_Trawl",2018,"sea scallop",10
"5794","MA_Trawl",2018,"silver hake",611
"5795","MA_Trawl",2018,"spiny dogfish",11111
"5796","MA_Trawl",2018,"striped bass",10
"5797","MA_Trawl",2018,"summer flounder",461
"5798","MA_Trawl",2018,"tautog",38
"5799","MA_Trawl",2018,"thorny skate",1
"5800","MA_Trawl",2018,"weakfish",5
"5801","MA_Trawl",2018,"white hake",11
"5802","MA_Trawl",2018,"windowpane",240
"5803","MA_Trawl",2018,"winter flounder",1352
"5804","MA_Trawl",2018,"winter skate",2137
"5805","MA_Trawl",2018,"witch flounder",4
"5806","MA_Trawl",2018,"yellowtail flounder",853
"5807","MA_Trawl",2019,"acadian redfish",1
"5808","MA_Trawl",2019,"american lobster",1165
"5809","MA_Trawl",2019,"american plaice",50
"5810","MA_Trawl",2019,"atlantic cod",77
"5811","MA_Trawl",2019,"atlantic herring",47
"5812","MA_Trawl",2019,"atlantic mackerel",3
"5813","MA_Trawl",2019,"atlantic menhaden",3
"5814","MA_Trawl",2019,"atlantic surfclam",0
"5815","MA_Trawl",2019,"black sea bass",155
"5816","MA_Trawl",2019,"bluefish",1
"5817","MA_Trawl",2019,"butterfish",264
"5818","MA_Trawl",2019,"goosefish",3
"5819","MA_Trawl",2019,"haddock",888
"5820","MA_Trawl",2019,"little skate",934
"5821","MA_Trawl",2019,"longfin squid",340
"5822","MA_Trawl",2019,"northern shortfin squid",5
"5823","MA_Trawl",2019,"ocean pout",169
"5824","MA_Trawl",2019,"ocean quahog",1
"5825","MA_Trawl",2019,"pollock",1
"5826","MA_Trawl",2019,"red hake",674
"5827","MA_Trawl",2019,"scup",5054
"5828","MA_Trawl",2019,"sea scallop",15
"5829","MA_Trawl",2019,"silver hake",542
"5830","MA_Trawl",2019,"spiny dogfish",14
"5831","MA_Trawl",2019,"striped bass",27
"5832","MA_Trawl",2019,"summer flounder",171
"5833","MA_Trawl",2019,"tautog",181
"5834","MA_Trawl",2019,"thorny skate",1
"5835","MA_Trawl",2019,"weakfish",1
"5836","MA_Trawl",2019,"white hake",9
"5837","MA_Trawl",2019,"windowpane",152
"5838","MA_Trawl",2019,"winter flounder",1221
"5839","MA_Trawl",2019,"winter skate",186
"5840","MA_Trawl",2019,"witch flounder",5
"5841","MA_Trawl",2019,"yellowtail flounder",511
"5842","RI_Trawl",1979,"american lobster",23
"5843","RI_Trawl",1979,"atlantic herring",0
"5844","RI_Trawl",1979,"atlantic menhaden",1
"5845","RI_Trawl",1979,"black sea bass",1
"5846","RI_Trawl",1979,"bluefish",2
"5847","RI_Trawl",1979,"butterfish",17
"5848","RI_Trawl",1979,"goosefish",10
"5849","RI_Trawl",1979,"longfin squid",61
"5850","RI_Trawl",1979,"ocean pout",1
"5851","RI_Trawl",1979,"pollock",0
"5852","RI_Trawl",1979,"red hake",45
"5853","RI_Trawl",1979,"scup",163
"5854","RI_Trawl",1979,"sea scallop",7
"5855","RI_Trawl",1979,"silver hake",40
"5856","RI_Trawl",1979,"spiny dogfish",2
"5857","RI_Trawl",1979,"striped bass",1
"5858","RI_Trawl",1979,"summer flounder",4
"5859","RI_Trawl",1979,"tautog",270
"5860","RI_Trawl",1979,"weakfish",4
"5861","RI_Trawl",1979,"windowpane",296
"5862","RI_Trawl",1979,"winter flounder",597
"5863","RI_Trawl",1980,"american lobster",90
"5864","RI_Trawl",1980,"atlantic herring",0
"5865","RI_Trawl",1980,"atlantic mackerel",0
"5866","RI_Trawl",1980,"black sea bass",3
"5867","RI_Trawl",1980,"bluefish",7
"5868","RI_Trawl",1980,"butterfish",68
"5869","RI_Trawl",1980,"goosefish",16
"5870","RI_Trawl",1980,"longfin squid",213
"5871","RI_Trawl",1980,"pollock",2
"5872","RI_Trawl",1980,"red hake",30
"5873","RI_Trawl",1980,"scup",360
"5874","RI_Trawl",1980,"sea scallop",3
"5875","RI_Trawl",1980,"silver hake",8
"5876","RI_Trawl",1980,"spiny dogfish",5
"5877","RI_Trawl",1980,"summer flounder",36
"5878","RI_Trawl",1980,"tautog",233
"5879","RI_Trawl",1980,"weakfish",27
"5880","RI_Trawl",1980,"white hake",0
"5881","RI_Trawl",1980,"windowpane",259
"5882","RI_Trawl",1980,"winter flounder",427
"5883","RI_Trawl",1981,"american lobster",182
"5884","RI_Trawl",1981,"atlantic cod",6
"5885","RI_Trawl",1981,"atlantic herring",1
"5886","RI_Trawl",1981,"atlantic mackerel",1
"5887","RI_Trawl",1981,"black sea bass",9
"5888","RI_Trawl",1981,"bluefish",20
"5889","RI_Trawl",1981,"butterfish",88
"5890","RI_Trawl",1981,"goosefish",88
"5891","RI_Trawl",1981,"longfin squid",111
"5892","RI_Trawl",1981,"northern shortfin squid",0
"5893","RI_Trawl",1981,"ocean pout",137
"5894","RI_Trawl",1981,"pollock",0
"5895","RI_Trawl",1981,"red hake",25
"5896","RI_Trawl",1981,"scup",209
"5897","RI_Trawl",1981,"sea scallop",0
"5898","RI_Trawl",1981,"silver hake",35
"5899","RI_Trawl",1981,"spiny dogfish",6
"5900","RI_Trawl",1981,"summer flounder",171
"5901","RI_Trawl",1981,"tautog",71
"5902","RI_Trawl",1981,"weakfish",34
"5903","RI_Trawl",1981,"white hake",0
"5904","RI_Trawl",1981,"windowpane",397
"5905","RI_Trawl",1981,"winter flounder",942
"5906","RI_Trawl",1981,"yellowtail flounder",1
"5907","RI_Trawl",1982,"american lobster",60
"5908","RI_Trawl",1982,"atlantic cod",5
"5909","RI_Trawl",1982,"atlantic herring",0
"5910","RI_Trawl",1982,"atlantic mackerel",1
"5911","RI_Trawl",1982,"atlantic menhaden",0
"5912","RI_Trawl",1982,"black sea bass",2
"5913","RI_Trawl",1982,"bluefish",5
"5914","RI_Trawl",1982,"butterfish",81
"5915","RI_Trawl",1982,"goosefish",34
"5916","RI_Trawl",1982,"longfin squid",189
"5917","RI_Trawl",1982,"ocean pout",162
"5918","RI_Trawl",1982,"pollock",0
"5919","RI_Trawl",1982,"red hake",16
"5920","RI_Trawl",1982,"scup",51
"5921","RI_Trawl",1982,"silver hake",5
"5922","RI_Trawl",1982,"summer flounder",51
"5923","RI_Trawl",1982,"tautog",12
"5924","RI_Trawl",1982,"weakfish",15
"5925","RI_Trawl",1982,"windowpane",201
"5926","RI_Trawl",1982,"winter flounder",457
"5927","RI_Trawl",1982,"yellowtail flounder",1
"5928","RI_Trawl",1983,"american lobster",87
"5929","RI_Trawl",1983,"atlantic cod",0
"5930","RI_Trawl",1983,"atlantic herring",9
"5931","RI_Trawl",1983,"atlantic mackerel",1
"5932","RI_Trawl",1983,"black sea bass",3
"5933","RI_Trawl",1983,"bluefish",11
"5934","RI_Trawl",1983,"butterfish",89
"5935","RI_Trawl",1983,"goosefish",86
"5936","RI_Trawl",1983,"longfin squid",271
"5937","RI_Trawl",1983,"ocean pout",182
"5938","RI_Trawl",1983,"red hake",77
"5939","RI_Trawl",1983,"scup",210
"5940","RI_Trawl",1983,"sea scallop",0
"5941","RI_Trawl",1983,"silver hake",36
"5942","RI_Trawl",1983,"spiny dogfish",8
"5943","RI_Trawl",1983,"summer flounder",57
"5944","RI_Trawl",1983,"tautog",138
