"Code","Species","Cohort","numyrs","age","li_a","li_b","vbert_cm","grams","SN_mg","RN_mg","Linf","K","To","Rname","Sname","newage","vbert_cm2","grams2","inches","lbs","SN_2","RN_2","interval","recruit_cm","recruit_grams","recruitSN","recruitRN"
"SAL","Atlantic_Salmon",5,2,10,0.01,3,117.594401479821,21952.9913645675,52758.9314216955,139811.168267493,136,0.2,0,"Atlantic_Salmon5_ResN","Atlantic_Salmon5_StructN",15,129.22895870197,21581.3960462872,50.8775702699245,47.5787773515656,51865.8881189309,137444.603515167,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SAL","Atlantic_Salmon",6,2,12,0.01,3,123.66235835264,25529.7370900352,61354.8115598059,162590.250633486,136,0.2,0,"Atlantic_Salmon6_ResN","Atlantic_Salmon6_StructN",18,132.283973747168,23148.438324832,52.0803327482339,51.0335100996912,55631.9113790724,147424.565154542,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SAL","Atlantic_Salmon",7,2,14,0.01,3,127.72983148297,28132.6592594566,67610.3322745894,179167.380527662,136,0.2,0,"Atlantic_Salmon7_ResN","Atlantic_Salmon7_StructN",21,133.960601552415,24039.8230836388,52.7404227917874,52.9986747666518,57774.1482423427,153101.492842208,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SAL","Atlantic_Salmon",8,2,16,0.01,3,130.456340258942,29972.9397906187,72033.020405236,190887.504073875,136,0.2,0,"Atlantic_Salmon8_ResN","Atlantic_Salmon8_StructN",24,134.880754401333,24538.6100409997,53.1026878885593,54.0983104685887,58972.8671977882,156278.098074139,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SAL","Atlantic_Salmon",9,2,18,0.01,3,132.283973747168,31250.3917385233,75103.0803617478,199023.162958632,136,0.2,0,"Atlantic_Salmon9_ResN","Atlantic_Salmon9_StructN",27,135.385744991805,24815.2592850094,53.3015031890185,54.7082169249174,59637.7295962735,158039.983430125,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SAL","Atlantic_Salmon",10,2,20,0.01,3,133.509073111132,32126.6994894235,77209.0831276699,204604.070288325,136,0.2,0,"Atlantic_Salmon10_ResN","Atlantic_Salmon10_StructN",30,135.662889703973,24967.9675207122,53.410615339344,55.0448805555125,60004.7284804427,159012.530473173,1.5,24.6526175813945,149.826666357561,360.073699489453,954.19530364705
"SB","Seabird",1,2,2,0.065,3,18.3341282204971,400.58450789581,962.712107416031,2551.18708465248,23.6,0.75,0,"Seabird1_ResN","Seabird1_StructN",3,21.11257830034,611.698163192776,8.31204318942216,1.34856200453806,1470.07489351785,3895.69846782229,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",2,2,4,0.065,3,22.4250251865184,733.013840851762,1761.62903352983,4668.31693885405,23.6,0.75,0,"Seabird2_ResN","Seabird2_StructN",6,23.3378276816975,826.217982637513,9.18812609611198,1.82149668888231,1985.62360643478,5261.90255705217,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",3,2,6,0.065,3,23.3378276816975,826.217982637513,1985.62360643478,5261.90255705217,23.6,0.75,0,"Seabird3_ResN","Seabird3_StructN",9,23.5723672409493,851.379035986016,9.28046455512899,1.87696725031549,2046.09237199235,5422.14478577972,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",4,2,8,0.065,3,23.5415014486307,848.0390115341,2038.06539662125,5400.8733010463,23.6,0.75,0,"Seabird4_ResN","Seabird4_StructN",12,23.5970875286236,854.060363673535,9.29019695710662,1.88287855896195,2052.5363222147,5439.22125386895,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",5,2,10,0.065,3,23.5869472088645,852.959796825429,2049.89136463694,5432.21211628788,23.6,0.75,0,"Seabird5_ResN","Seabird5_StructN",15,23.5996930277754,854.343301039858,9.29122274472819,1.88350232833849,2053.21629665912,5441.02318614666,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",6,2,12,0.065,3,23.5970875286236,854.060363673535,2052.5363222147,5439.22125386895,23.6,0.75,0,"Seabird6_ResN","Seabird6_StructN",18,23.5999676453656,854.373126058564,9.29133086194807,1.88356808117123,2053.28797418545,5441.21313159143,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",7,2,14,0.065,3,23.5993501397953,854.306062446272,2053.12680232221,5440.78602615386,23.6,0.75,0,"Seabird7_ResN","Seabird7_StructN",21,23.5999965898466,854.376269632843,9.2913422574192,1.88357501155796,2053.29552903832,5441.23315195154,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",8,2,16,0.065,3,23.5998549965885,854.360891682244,2053.25857169489,5441.13521499146,23.6,0.75,0,"Seabird8_ResN","Seabird8_StructN",24,23.5999996405725,854.376600963584,9.29134345849303,1.88357574201634,2053.29632531503,5441.23526208483,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",9,2,18,0.065,3,23.5999676453656,854.373126058564,2053.28797418545,5441.21313159143,23.6,0.75,0,"Seabird9_ResN","Seabird9_StructN",27,23.5999999621166,854.376635885592,9.29134358508528,1.88357581900609,2053.29640924199,5441.23548449128,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SB","Seabird",10,2,20,0.065,3,23.5999927807052,854.37585593285,2053.29453480618,5441.23051723637,23.6,0.75,0,"Seabird10_ResN","Seabird10_StructN",30,23.5999999960071,854.376639566345,9.291343598428,1.88357582712076,2053.29641808783,5441.23550793274,1.5,12.4521493553121,125.500749653308,301.611991476348,799.271777412321
"SCU","Scup",1,2,2,0.015,3.1,12.2209383148654,35.1653844918452,84.5118589085441,223.956426107642,42.4,0.17,0,"Scup1_ResN","Scup1_StructN",3,16.9389874583599,96.748077339411,6.66889630134376,0.213292746264012,232.51160139248,616.155743690073,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",2,2,4,0.015,3.1,20.919439523699,186.121437255704,447.299777110559,1185.34440934298,42.4,0.17,0,"Scup2_ResN","Scup2_StructN",6,27.1107745366615,415.749013475329,10.6735390458582,0.916568590087979,999.156485160607,2647.76468567561,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",3,2,6,0.015,3.1,27.1107745366615,415.749013475329,999.156485160607,2647.76468567561,42.4,0.17,0,"Scup3_ResN","Scup3_StructN",9,33.2188877058013,780.521781821264,13.0783093086617,1.72075393063879,1875.80336895281,4970.87892772494,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",4,2,8,0.015,3.1,31.5175830571692,663.140065154209,1593.70359325693,4223.31452213087,42.4,0.17,0,"Scup4_ResN","Scup4_StructN",12,36.8867826587547,1079.9177194328,14.5223632195344,2.38080820261593,2595.33217840134,6877.63027276354,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",5,2,10,0.015,3.1,34.6542185801641,889.8876942148,2138.63901517616,5667.39339021682,42.4,0.17,0,"Scup5_ResN","Scup5_StructN",15,39.0893373615511,1292.62340434913,15.38951120858,2.84974340969617,3106.52103905102,8232.28075348519,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",6,2,12,0.015,3.1,36.8867826587547,1079.9177194328,2595.33217840134,6877.63027276355,42.4,0.17,0,"Scup6_ResN","Scup6_StructN",18,40.4119617226725,1433.08533309644,15.9102297421779,3.15940858705107,3444.08876014525,9126.83521438492,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",7,2,14,0.015,3.1,38.4758555135614,1230.76444925007,2957.85736421549,7838.32201517105,42.4,0.17,0,"Scup7_ResN","Scup7_StructN",21,41.2061918039553,1522.21131629851,16.222918919409,3.35589751213803,3658.282423212,9694.4484215118,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",8,2,16,0.015,3.1,39.6069104123205,1346.42216903089,3235.81391259528,8574.90686837749,42.4,0.17,0,"Scup8_ResN","Scup8_StructN",24,41.6831234563253,1577.49520739122,16.4106873878787,3.47777748411883,3791.14445419663,10046.5328036211,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",9,2,18,0.015,3.1,40.4119617226725,1433.08533309644,3444.08876014526,9126.83521438493,42.4,0.17,0,"Scup9_ResN","Scup9_StructN",27,41.9695188049691,1611.33792069098,16.5234415230351,3.55238780671375,3872.47757916602,10262.06558479,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SCU","Scup",10,2,20,0.015,3.1,40.9849733536822,1497.02032216191,3597.74170190318,9534.01551004342,42.4,0.17,0,"Scup10_ResN","Scup10_StructN",30,42.1414979456221,1631.89481436154,16.5911498826894,3.59770794563773,3921.88131305344,10392.9854795916,1.5,6.62861177631333,5.27838749888813,12.6853821170106,33.6162626100782
"SDF","Atlantic_States_Demersals",1,2,2,0.012,3.1,30.4287904267258,475.733552301668,1143.31543451494,3029.7859014646,150.033333333333,0.113333333333333,0,"Atlantic_States_Demersals1_ResN","Atlantic_States_Demersals1_StructN",3,43.2440592415165,1414.33813769783,17.0252293674443,3.11807814513139,3399.03421700993,9007.44067507632,1.5,16.0756226404135,65.8114463308417,158.162572292338,419.130816574695
"SDF","Atlantic_States_Demersals",2,2,4,0.012,3.1,43.2440592415165,1414.33813769783,3399.03421700993,9007.44067507631,150.033333333333,0.113333333333333,1,"Atlantic_States_Demersals2_ResN","Atlantic_States_Demersals2_StructN",6,64.9023692248229,4979.53688216487,25.552127666182,10.9779866011583,11967.1638600454,31712.9842291202,1.5,0,0,0,0
"SDF","Atlantic_States_Demersals",3,2,6,0.012,3.1,54.6862103568935,2928.21199278714,7037.27948278574,18648.7906293822,150.033333333333,0.113333333333333,2,"Atlantic_States_Demersals3_ResN","Atlantic_States_Demersals3_StructN",9,82.1680808379065,10345.7264433395,32.3496555939646,22.8083954315152,24863.5579027627,65888.428442321,1.5,-18.0047810437649,NA,NA,NA
"SDF","Atlantic_States_Demersals",4,2,8,0.012,3.1,64.9023692248229,4979.53688216487,11967.1638600454,31712.9842291202,150.033333333333,0.113333333333333,3,"Atlantic_States_Demersals4_ResN","Atlantic_States_Demersals4_StructN",12,95.9320724760325,16721.2642194987,37.7685528658865,36.8640335235913,40185.6866606555,106492.069650737,1.5,-38.1702295420994,NA,NA,NA
"SDF","Atlantic_States_Demersals",5,2,10,0.012,3.1,74.0238972454161,7485.73208448555,17990.2237070069,47674.0928235682,150.033333333333,0.113333333333333,4,"Atlantic_States_Demersals5_ResN","Atlantic_States_Demersals5_StructN",15,106.904540339497,23392.1054269188,42.0884244362002,51.5707034662936,56217.5088366228,148976.39841705,1.5,-60.7556368375579,NA,NA,NA
"SDF","Atlantic_States_Demersals",6,2,12,0.012,3.1,82.1680808379065,10345.7264433395,24863.5579027626,65888.428442321,150.033333333333,0.113333333333333,5,"Atlantic_States_Demersals6_ResN","Atlantic_States_Demersals6_StructN",18,115.651643227969,29850.5165086559,45.5321675904946,65.809045705313,71738.804394751,190107.83164609,1.5,-86.0514105836205,NA,NA,NA
"SDF","Atlantic_States_Demersals",7,2,14,0.012,3.1,89.4396395327267,13456.2600248384,32339.005106557,85698.363532376,150.033333333333,0.113333333333333,6,"Atlantic_States_Demersals7_ResN","Atlantic_States_Demersals7_StructN",21,122.624715274621,35790.9382304022,48.2774730283337,78.9054182415093,86015.2324691233,227940.366043177,1.5,-114.38280886399,NA,NA,NA
"SDF","Atlantic_States_Demersals",8,2,16,0.012,3.1,95.9320724760325,16721.2642194987,40185.6866606555,106492.069650737,150.033333333333,0.113333333333333,7,"Atlantic_States_Demersals8_ResN","Atlantic_States_Demersals8_StructN",24,128.183553942438,41064.0142650046,50.4659933706917,90.5305471289145,98687.8497116189,261522.80173579,1.5,-146.114122425642,NA,NA,NA
"SDF","Atlantic_States_Demersals",9,2,18,0.012,3.1,101.728860660297,20056.6412161522,48201.4929491762,127733.956315317,150.033333333333,0.113333333333333,8,"Atlantic_States_Demersals9_ResN","Atlantic_States_Demersals9_StructN",27,132.614984899708,45626.6209421358,52.2106521699999,100.589361061451,109653.018366104,290580.498670175,1.5,-181.653358801614,NA,NA,NA
"SDF","Atlantic_States_Demersals",10,2,20,0.012,3.1,106.904540339497,23392.1054269188,56217.5088366228,148976.398417051,150.033333333333,0.113333333333333,9,"Atlantic_States_Demersals10_ResN","Atlantic_States_Demersals10_StructN",30,136.147661687531,49500.8692283944,53.6014705540428,109.130606318303,118963.877020895,315254.274105372,1.5,-221.457488552916,NA,NA,NA
"SHK","Silver_Hake",1,1,1,0.013,2.8,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792,65.4,0.18,0,"Silver_Hake1_ResN","Silver_Hake1_StructN",1,10.7733281737028,10.1046911210207,4.24147007531497,0.0222770041392246,24.2842853184827,64.3533560939792,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",2,1,2,0.013,2.8,19.7719682749546,55.3201165151635,132.949090399336,352.315089558239,65.4,0.18,0,"Silver_Hake2_ResN","Silver_Hake2_StructN",2,19.7719682749546,55.3201165151635,7.78424368181789,0.12195983527166,132.949090399336,352.315089558239,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",3,1,3,0.013,2.8,27.2882642947411,136.356519656892,327.701320973065,868.408500578622,65.4,0.18,0,"Silver_Hake3_ResN","Silver_Hake3_StructN",3,27.2882642947411,136.356519656892,10.7434169411039,0.300614310365978,327.701320973065,868.408500578622,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",4,1,4,0.013,2.8,33.5664024602179,243.48756422706,585.165979877577,1550.68984667558,65.4,0.18,0,"Silver_Hake4_ResN","Silver_Hake4_StructN",4,33.5664024602179,243.487564227059,13.2151262149902,0.53679755384626,585.165979877576,1550.68984667558,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",5,1,5,0.013,2.8,38.8103442529648,365.59170918239,878.615018462845,2328.32979892654,65.4,0.18,0,"Silver_Hake5_ResN","Silver_Hake5_StructN",5,38.8103442529648,365.59170918239,15.2796713427365,0.80599079389768,878.615018462845,2328.32979892654,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",6,1,6,0.013,2.8,43.190452622821,493.206813119528,1185.30837087125,3141.06718280882,65.4,0.18,0,"Silver_Hake6_ResN","Silver_Hake6_StructN",6,43.190452622821,493.206813119528,17.0041243880572,1.08733360433957,1185.30837087125,3141.06718280882,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",7,1,7,0.013,2.8,46.849026666915,619.305525910436,1488.35742828752,3944.14718496192,65.4,0.18,0,"Silver_Hake7_ResN","Silver_Hake7_StructN",7,46.849026666915,619.305525910436,18.4445086477911,1.36533334853267,1488.35742828752,3944.14718496192,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",8,1,8,0.013,2.8,49.9049245821892,739.170936335828,1776.42618682006,4707.52939507317,65.4,0.18,0,"Silver_Hake8_ResN","Silver_Hake8_StructN",8,49.9049245821892,739.170936335829,19.6476187129325,1.62959102966469,1776.42618682006,4707.52939507317,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",9,1,9,0.013,2.8,52.4574250799316,849.968567809602,2042.70263833118,5413.16199157762,65.4,0.18,0,"Silver_Hake9_ResN","Silver_Hake9_StructN",9,52.4574250799316,849.968567809602,20.6525407113942,1.87385770396441,2042.70263833118,5413.16199157762,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SHK","Silver_Hake",10,1,10,0.013,2.8,54.5894527103082,950.271764216768,2283.75814519771,6051.95908477393,65.4,0.18,0,"Silver_Hake10_ResN","Silver_Hake10_StructN",10,54.5894527103082,950.271764216768,21.4919221215011,2.09498813682757,2283.75814519771,6051.95908477394,1,10.7733281737028,10.1046911210207,24.2842853184827,64.3533560939792
"SK","Skate",1,3,3,0.0127,3.1,50.4054382989085,2407.0418820143,5784.76780104374,15329.6346727659,109.975,0.1475,-1.15666666666667,"Skate1_ResN","Skate1_StructN",6,71.7058253041698,7178.31448404197,28.2306551280769,15.8254556778086,17251.4166883969,45716.2542242519,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",2,3,6,0.0127,3.1,71.7058253041698,7178.31448404197,17251.416688397,45716.2542242519,109.975,0.1475,-1.15666666666667,"Skate2_ResN","Skate2_StructN",12,94.1807692033389,16714.2403759017,37.0790630161237,36.8485486175204,40168.8064789755,106447.337169285,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",3,3,9,0.0127,3.1,85.3897975899387,12335.6566189309,29645.8943016846,78561.6198994641,109.975,0.1475,-1.15666666666667,"Skate3_ResN","Skate3_StructN",18,103.456497094178,22364.1711350551,40.7309263624748,49.3044989677652,53747.1067893658,142429.832991819,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",4,3,12,0.0127,3.1,94.1807692033389,16714.2403759017,40168.8064789754,106447.337169285,109.975,0.1475,-1.15666666666667,"Skate4_ResN","Skate4_StructN",24,107.284721462206,25030.5932399971,42.2381021243921,55.1829464687625,60155.2348954509,159411.372472945,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",5,3,15,0.0127,3.1,99.8283385124334,20021.224447422,48116.37694646,127508.398908119,109.975,0.1475,-1.15666666666667,"Skate5_ResN","Skate5_StructN",30,108.864683917384,26191.0838190394,42.8601349229581,57.7413872091307,62944.2052848821,166802.144004938,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",6,3,18,0.0127,3.1,103.456497094178,22364.1711350551,53747.1067893659,142429.83299182,109.975,0.1475,-1.15666666666667,"Skate6_ResN","Skate6_StructN",36,109.516756815885,26680.4715659084,43.1168566751706,58.8203012236329,64120.3354143436,169918.88884801,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",7,3,21,0.0127,3.1,105.787328992617,23963.3781795907,57590.4306166564,152614.641134139,109.975,0.1475,-1.15666666666667,"Skate7_ResN","Skate7_StructN",42,109.785876543107,26884.2415856861,43.2228093808978,59.2695366846353,64610.0494729299,171216.631103264,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",8,3,24,0.0127,3.1,107.284721462206,25030.5932399972,60155.234895451,159411.372472945,109.975,0.1475,-1.15666666666667,"Skate8_ResN","Skate8_StructN",48,109.896946068841,26968.6467838945,43.2665375642487,59.4556180727095,64812.8978223852,171754.179229321,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",9,3,27,0.0127,3.1,108.246688822223,25732.9185013606,61843.1110342719,163884.244240821,109.975,0.1475,-1.15666666666667,"Skate9_ResN","Skate9_StructN",54,109.94278603633,27003.5342737358,43.2845848052893,59.5325317305634,64896.7418258491,171976.3658385,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
"SK","Skate",10,3,30,0.0127,3.1,108.864683917384,26191.0838190395,62944.2052848822,166802.144004938,109.975,0.1475,-1.15666666666667,"Skate10_ResN","Skate10_StructN",60,109.961704840616,27017.9417434934,43.2920331574554,59.5642947265404,64931.366843291,172068.122134721,2,29.9655515038755,480.101180490652,1153.81201752139,3057.60184643169
