"Area","iface","neighbour","length.km","L","R","Lat1","Lon1","Lat2","Lon2","Size.km","MeanDepth","inside_lat","inside_long"
17,68,10,45.29957031,17,10,43.823184280312,-69.9952716662226,43.4155194496925,-70.0037230154722,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,77,16,15.00402262,16,17,43.4734881476094,-69.835161480669,43.4157823747219,-70.0027310570047,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,76,16,10.99260206,16,17,43.5534833669738,-69.7551685009121,43.4734881476094,-69.835161480669,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,75,16,14.6665374,16,17,43.4912655367755,-69.5951813350726,43.5534833669738,-69.7551685009121,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,74,16,11.23709022,16,17,43.5890370951774,-69.6307345833864,43.4912655367755,-69.5951813350726,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,73,16,45.32769643,16,17,43.6956995073844,-69.088558489256,43.5890370951774,-69.6307345833864,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,72,16,13.40957677,16,17,43.615705200722,-68.9641235484993,43.6956995073844,-69.088558489256,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,71,16,15.06900645,16,17,43.7312541632846,-68.8663552868013,43.615705200722,-68.9641235484993,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,70,16,26.27155913,16,17,43.8023630158248,-68.555271308524,43.7312541632846,-68.8663552868013,5031.6575,-81.9,43.8144428304066,-69.0737013847733
17,69,18,62.6519208,18,17,44.3659108996891,-68.5726172561323,43.8023630158248,-68.555271308524,5031.6575,-81.9,43.8144428304066,-69.0737013847733
18,69,17,62.6519208,18,17,44.3659108996891,-68.5726172561323,43.8023630158248,-68.555271308524,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,131,19,13.7889227,18,19,43.8023630158248,-68.555271308524,43.8468059602644,-68.3952854919355,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,130,19,141.5224216,18,19,43.8468059602644,-68.3952854919355,44.0156858038908,-68.2264137715352,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,129,19,26.13069739,18,19,44.0156858038908,-68.2264137715352,44.0601305557077,-67.9064420890956,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,128,19,56.56836973,18,19,44.0601305557077,-67.9064420890956,44.3969688554019,-67.3761686178894,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,132,25,27.89848029,25,18,44.4067863555507,-67.0265267711592,44.3969688554019,-67.3761686178894,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,133,25,15.95959215,25,18,44.5489994386046,-67.0531949081228,44.4067863555507,-67.0265267711592,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,134,25,34.93248963,25,18,44.8334290065233,-66.8665530515962,44.5489994386046,-67.0531949081228,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,146,24,18.24006104,18,24,44.2823341517095,-68.4308448633988,44.434038612526,-68.3436693192159,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,147,24,11.83642359,18,24,44.2023399424418,-68.333074361889,44.2823341517095,-68.4308448633988,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,148,24,11.39729544,18,24,44.2912239313641,-68.261970969955,44.2023399424418,-68.333074361889,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,149,24,9.906943914,18,24,44.3534430924913,-68.1730910111776,44.2912239313641,-68.261970969955,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,150,24,11.39059959,18,24,44.4423258177235,-68.2441973908994,44.3534430924913,-68.1730910111776,4830.554502,-86.4,44.3261717863192,-67.859532907787
18,151,24,7.975698147,18,24,44.434038612526,-68.3436693192159,44.4423258177235,-68.2441973908994,4830.554502,-86.4,44.3261717863192,-67.859532907787
19,131,18,13.7889227,18,19,43.8023630158248,-68.555271308524,43.8468059602644,-68.3952854919355,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,130,18,141.5224216,18,19,43.8468059602644,-68.3952854919355,44.0156858038908,-68.2264137715352,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,129,18,26.13069739,18,19,44.0156858038908,-68.2264137715352,44.0601305557077,-67.9064420890956,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,128,18,56.56836973,18,19,44.0601305557077,-67.9064420890956,44.3969688554019,-67.3761686178894,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,127,25,24.0851274,25,19,44.3969688554019,-67.3761686178894,44.1979259209162,-67.2572920612978,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,126,22,31.29543207,22,19,44.1979259209162,-67.2572920612978,43.9623636489729,-67.4709217004907,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,125,22,38.09061444,22,19,43.9623636489729,-67.4709217004907,43.6423854939805,-67.3020395497762,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,124,22,39.2600164,22,19,43.6423854939805,-67.3020395497762,43.5001779359359,-66.8576279373486,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,123,22,30.94865464,22,19,43.5001779359359,-66.8576279373486,43.2246386256308,-66.9109497828824,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,122,22,17.34953258,22,19,43.2246386256308,-66.9109497828824,43.1624176302412,-67.1064883165041,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,121,22,34.88652938,22,19,43.1624176302412,-67.1064883165041,42.8868817950328,-66.9020529913858,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,120,22,22.2545365,22,19,42.8868817950328,-66.9020529913858,43.0113215750014,-66.6887393820568,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,119,22,15.98075958,22,19,43.0113215750014,-66.6887393820568,42.8868862176343,-66.5909657632321,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,118,22,24.03916159,22,19,42.8868862176343,-66.5909657632321,42.7535577889105,-66.8220557269444,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,117,22,19.14409812,22,19,42.7535577889105,-66.8220557269444,42.8068848353846,-67.0442623470553,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,116,20,123.8326527,20,19,42.8068848353846,-67.0442623470553,42.7197813988139,-68.5515839420014,17736.767097,-199.1,43.3640174539367,-67.7207949956284
19,82,16,120.310933,19,16,43.8023630158248,-68.555271308524,42.7197707234058,-68.5517495340382,17736.767097,-199.1,43.3640174539367,-67.7207949956284
20,116,19,123.8326527,20,19,42.8068848353846,-67.0442623470553,42.7197813988139,-68.5515839420014,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,115,22,0.4479493084,20,22,42.7170216291972,-67.0034085133778,42.7180019003275,-67.0087073549687,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,114,21,55.3902961,20,21,42.2198655645515,-67.0086461047388,42.7180019003275,-67.0087073549687,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,88,12,57.33293011,20,12,42.2024701144402,-67.7019781924093,42.2198655645515,-67.0086461047388,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,87,12,77.38618447,20,12,41.7758234040689,-68.4396964287767,42.2024701144402,-67.7019781924093,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,86,12,12.85962692,20,12,41.6602749876143,-68.448583159828,41.7758234040689,-68.4396964287767,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,85,12,13.35981194,20,12,41.5714738869542,-68.5566243992621,41.6602749876143,-68.448583159828,9945.917093,-230.2,42.3886918850597,-67.7805776848092
20,83,11,127.3896154,20,11,42.7179712755698,-68.5517579351354,41.5714738869542,-68.5566243992621,9945.917093,-230.2,42.3886918850597,-67.7805776848092
21,113,22,67.35498393,22,21,42.7170216291972,-67.0034085133778,42.5669117744203,-66.2087632675999,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,112,22,67.95481003,22,21,42.5669117744203,-66.2087632675999,42.1753092946869,-65.5768228282418,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,108,26,31.57141112,26,21,42.1753092946869,-65.5768228282418,41.9055353308014,-65.6944733424855,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,107,26,3.456759491,26,15,41.9055353308014,-65.6944733424855,41.8825183472316,-65.6665589536207,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,109,15,27.27572699,21,15,42.0869460047579,-65.9154367965432,41.9055353308014,-65.6944733424855,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,110,15,89.79889265,21,15,42.0691729277629,-66.9988707766235,42.0869460047579,-65.9154367965432,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,89,12,16.77506303,21,12,42.2198655645515,-67.0086461047388,42.0691729277629,-66.9988707766235,6101.009492,-186.3,42.315469525527,-66.3709673531886
21,114,20,55.3902961,20,21,42.2198655645515,-67.0086461047388,42.7180019003275,-67.0087073549687,6101.009492,-186.3,42.315469525527,-66.3709673531886
22,135,25,47.50878068,25,22,44.1979259209162,-67.2572920612978,44.024592143525,-66.7154319968252,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,136,25,18.79956224,25,22,44.024592143525,-66.7154319968252,44.1934707744274,-66.7065487264344,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,137,25,19.10763105,25,22,44.1934707744274,-66.7065487264344,44.2823573533487,-66.5021246274411,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,138,25,15.04232606,25,22,44.2823573533487,-66.5021246274411,44.1756990833361,-66.3865757401535,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,139,25,28.758489,25,22,44.1756990833361,-66.3865757401535,43.9179366977455,-66.4132321452427,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,140,25,75.35472076,25,22,43.9179366977455,-66.4132321452427,43.2602028944579,-66.1910077656927,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,141,25,23.94172693,25,22,43.2602028944579,-66.1910077656927,43.1357622376939,-66.4309851698834,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,142,25,27.15665151,25,22,43.1357622376939,-66.4309851698834,43.0202184790902,-66.1376711782326,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,143,25,57.76610818,25,22,43.0202184790902,-66.1376711782326,43.153555946444,-65.4532841542396,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,144,25,90.54394002,25,22,43.153555946444,-65.4532841542396,42.3713871687632,-65.151056264791,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,145,26,39.26575959,25,22,42.3713871687632,-65.151056264791,42.1518013775176,-65.5226394689992,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,111,26,5.194043317,26,22,42.1518013775176,-65.5226394689992,42.1753092946869,-65.5768228282418,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,112,21,67.95481003,22,21,42.5669117744203,-66.2087632675999,42.1753092946869,-65.5768228282418,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,113,21,67.35498393,22,21,42.7170216291972,-67.0034085133778,42.5669117744203,-66.2087632675999,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,115,20,0.4479493084,20,22,42.7170216291972,-67.0034085133778,42.7180019003275,-67.0087073549687,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,117,19,19.14409812,22,19,42.7535577889105,-66.8220557269444,42.8068848353846,-67.0442623470553,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,118,19,24.03916159,22,19,42.8868862176343,-66.5909657632321,42.7535577889105,-66.8220557269444,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,119,19,15.98075958,22,19,43.0113215750014,-66.6887393820568,42.8868862176343,-66.5909657632321,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,120,19,22.2545365,22,19,42.8868817950328,-66.9020529913858,43.0113215750014,-66.6887393820568,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,121,19,34.88652938,22,19,43.1624176302412,-67.1064883165041,42.8868817950328,-66.9020529913858,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,122,19,17.34953258,22,19,43.2246386256308,-66.9109497828824,43.1624176302412,-67.1064883165041,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,123,19,30.94865464,22,19,43.5001779359359,-66.8576279373486,43.2246386256308,-66.9109497828824,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,124,19,39.2600164,22,19,43.6423854939805,-67.3020395497762,43.5001779359359,-66.8576279373486,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,125,19,38.09061444,22,19,43.9623636489729,-67.4709217004907,43.6423854939805,-67.3020395497762,17154.064183,-119.6,42.9962847867479,-66.4529986041389
22,126,19,31.29543207,22,19,44.1979259209162,-67.2572920612978,43.9623636489729,-67.4709217004907,17154.064183,-119.6,42.9962847867479,-66.4529986041389
23,45,7,5.969456689,23,7,41.3225108811071,-70.2173481309469,41.2691808899123,-70.208459748907,173.0260482,0,41.2923602637417,-70.1032112642388
23,46,7,11.90669903,23,7,41.3225110532621,-70.0751355374473,41.3225108811071,-70.2173481309469,173.0260482,0,41.2923602637417,-70.1032112642388
23,47,7,9.465878065,23,7,41.3805228077008,-69.992270921845,41.3225110532621,-70.0751355374473,173.0260482,0,41.2923602637417,-70.1032112642388
23,48,8,17.10027725,8,23,41.3805228077008,-69.992270921845,41.2265701764608,-69.9953574871623,173.0260482,0,41.2923602637417,-70.1032112642388
23,44,7,18.47855848,23,7,41.2691808899123,-70.208459748907,41.2265701764608,-69.9953574871623,173.0260482,0,41.2923602637417,-70.1032112642388
24,61,8,28.03291047,9,8,40.9669784073743,-69.764043856573,40.7921761848782,-70.0039693216507,294.595422,0,44.3322857550509,-68.3036110035983
24,60,8,28.76220261,9,8,40.8603193925275,-69.452952417753,40.9669784073743,-69.764043856573,294.595422,0,44.3322857550509,-68.3036110035983
24,59,8,16.94392402,9,8,40.9936447619838,-69.355181912191,40.8603193925275,-69.452952417753,294.595422,0,44.3322857550509,-68.3036110035983
24,58,8,34.42493074,9,8,40.9847583757763,-68.9463197066023,40.9936447619838,-69.355181912191,294.595422,0,44.3322857550509,-68.3036110035983
24,65,13,39.09297188,13,9,40.9847866365657,-68.9475222312935,40.6364100867918,-68.881661722885,294.595422,0,44.3322857550509,-68.3036110035983
24,64,14,62.51034176,14,9,40.6364100867918,-68.881661722885,40.0792581469412,-68.7776380156284,294.595422,0,44.3322857550509,-68.3036110035983
24,63,28,69.66955193,9,28,39.9003791431311,-69.5596068584942,40.0781493305245,-68.7774325576268,294.595422,0,44.3322857550509,-68.3036110035983
24,62,28,74.56075622,28,9,39.9003791431311,-69.5596068584942,39.9940566119125,-70.42352216281,294.595422,0,44.3322857550509,-68.3036110035983
24,38,6,96.89461175,9,6,40.8337665127315,-70.7339518511568,39.9940566119125,-70.42352216281,294.595422,0,44.3322857550509,-68.3036110035983
24,39,7,42.7242503,7,9,40.8337665127315,-70.7339518511568,41.2069626403835,-70.8573050565889,294.595422,0,44.3322857550509,-68.3036110035983
24,40,7,44.24429242,7,9,41.2069626403835,-70.8573050565889,41.2514041296551,-70.3328957925398,294.595422,0,44.3322857550509,-68.3036110035983
24,41,7,46.43904385,7,9,41.2514041296551,-70.3328957925398,40.8603176942239,-70.1373525143795,294.595422,0,44.3322857550509,-68.3036110035983
24,42,7,13.74240582,7,9,40.8603176942239,-70.1373525143795,40.7892112434305,-70.0040276047767,294.595422,0,44.3322857550509,-68.3036110035983
25,134,18,34.93248963,25,18,44.8334290065233,-66.8665530515962,44.5489994386046,-67.0531949081228,30440.867891,-100,44.3616629864885,-66.1795673419527
25,133,18,15.95959215,25,18,44.5489994386046,-67.0531949081228,44.4067863555507,-67.0265267711592,30440.867891,-100,44.3616629864885,-66.1795673419527
25,132,18,27.89848029,25,18,44.4067863555507,-67.0265267711592,44.3969688554019,-67.3761686178894,30440.867891,-100,44.3616629864885,-66.1795673419527
25,127,19,24.0851274,25,19,44.3969688554019,-67.3761686178894,44.1979259209162,-67.2572920612978,30440.867891,-100,44.3616629864885,-66.1795673419527
25,135,22,47.50878068,25,22,44.1979259209162,-67.2572920612978,44.024592143525,-66.7154319968252,30440.867891,-100,44.3616629864885,-66.1795673419527
25,136,22,18.79956224,25,22,44.024592143525,-66.7154319968252,44.1934707744274,-66.7065487264344,30440.867891,-100,44.3616629864885,-66.1795673419527
25,137,22,19.10763105,25,22,44.1934707744274,-66.7065487264344,44.2823573533487,-66.5021246274411,30440.867891,-100,44.3616629864885,-66.1795673419527
25,138,22,15.04232606,25,22,44.2823573533487,-66.5021246274411,44.1756990833361,-66.3865757401535,30440.867891,-100,44.3616629864885,-66.1795673419527
25,139,22,28.758489,25,22,44.1756990833361,-66.3865757401535,43.9179366977455,-66.4132321452427,30440.867891,-100,44.3616629864885,-66.1795673419527
25,140,22,75.35472076,25,22,43.9179366977455,-66.4132321452427,43.2602028944579,-66.1910077656927,30440.867891,-100,44.3616629864885,-66.1795673419527
25,141,22,23.94172693,25,22,43.2602028944579,-66.1910077656927,43.1357622376939,-66.4309851698834,30440.867891,-100,44.3616629864885,-66.1795673419527
25,142,22,27.15665151,25,22,43.1357622376939,-66.4309851698834,43.0202184790902,-66.1376711782326,30440.867891,-100,44.3616629864885,-66.1795673419527
25,143,22,57.76610818,25,22,43.0202184790902,-66.1376711782326,43.153555946444,-65.4532841542396,30440.867891,-100,44.3616629864885,-66.1795673419527
25,144,22,90.54394002,25,22,43.153555946444,-65.4532841542396,42.3713871687632,-65.151056264791,30440.867891,-100,44.3616629864885,-66.1795673419527
26,145,22,39.26575959,25,22,42.3713871687632,-65.151056264791,42.1518013775176,-65.5226394689992,22644.748814,-150,42.530310883524,-64.5296540153776
26,111,22,5.194043317,26,22,42.1518013775176,-65.5226394689992,42.1753092946869,-65.5768228282418,22644.748814,-150,42.530310883524,-64.5296540153776
26,108,21,31.57141112,26,21,42.1753092946869,-65.5768228282418,41.9055353308014,-65.6944733424855,22644.748814,-150,42.530310883524,-64.5296540153776
26,107,21,3.456759491,26,15,41.9055353308014,-65.6944733424855,41.8825183472316,-65.6665589536207,22644.748814,-150,42.530310883524,-64.5296540153776
26,106,15,6.582597382,26,15,41.8825183472316,-65.6665589536207,41.8322497455195,-65.7082544426146,22644.748814,-150,42.530310883524,-64.5296540153776
27,105,15,86.1117045,27,15,41.8322497455195,-65.7082544426146,41.1714412904479,-66.2442773544216,25944.35887,-500,41.0674655743317,-65.5741416851061
27,103,14,112.7619899,27,14,41.1714412904479,-66.2442773544216,40.4673451819879,-67.2050627060205,25944.35887,-500,41.0674655743317,-65.5741416851061
28,26,5,20.70849105,28,5,39.367082448877,-72.1816790435015,39.2723641522376,-72.3884720693405,40230.494304,-500,39.7136798062755,-69.6850985982032
28,27,5,34.94302152,28,5,39.5981807719022,-72.4572166970191,39.367082448877,-72.1816790435015,40230.494304,-500,39.7136798062755,-69.6850985982032
28,28,5,27.61995315,28,5,39.4826307261439,-72.1727895879002,39.5981807719022,-72.4572166970191,40230.494304,-500,39.7136798062755,-69.6850985982032
28,29,5,21.73915223,28,5,39.6078453077188,-71.9784311359279,39.4826307261439,-72.1727895879002,40230.494304,-500,39.7136798062755,-69.6850985982032
28,30,6,36.86077805,28,6,39.8559383973517,-71.6928142889239,39.6078453077188,-71.9784311359279,40230.494304,-500,39.7136798062755,-69.6850985982032
28,31,6,109.6682531,28,6,39.9892609738062,-70.4217781045077,39.8559383973517,-71.6928142889239,40230.494304,-500,39.7136798062755,-69.6850985982032
28,62,9,74.56075622,28,9,39.9003791431311,-69.5596068584942,39.9940566119125,-70.42352216281,40230.494304,-500,39.7136798062755,-69.6850985982032
28,63,9,69.66955193,9,28,39.9003791431311,-69.5596068584942,40.0781493305245,-68.7774325576268,40230.494304,-500,39.7136798062755,-69.6850985982032
28,102,14,140.6007286,28,14,40.4673451819879,-67.2050627060205,40.0792581469412,-68.7776380156284,40230.494304,-500,39.7136798062755,-69.6850985982032
29,16,3,218.4796358,29,3,37.4383334520744,-74.4393704818012,35.4917907050021,-74.7771696712775,36669.09097,-500,37.2052593725612,-74.0698392689847
29,17,3,242.3099044,29,3,39.1271006614813,-72.6883202614715,37.4383334520744,-74.4393704818012,36669.09097,-500,37.2052593725612,-74.0698392689847
29,19,5,30.52350509,5,29,39.1271006614813,-72.6883202614715,39.2723641522376,-72.3884720693405,36669.09097,-500,37.2052593725612,-74.0698392689847
