"agecl","box","measurement","Code"
4,"9",15412902.5472243,"PLA"
5,"9",10355410.0816133,"PLA"
6,"9",7647429.59701596,"PLA"
7,"9",4676640.91817068,"PLA"
8,"9",3333858.22788894,"PLA"
9,"9",2156641.27376442,"PLA"
10,"9",635481.976436549,"PLA"
1,"10",307081247.935412,"PLA"
2,"10",79795523.4358205,"PLA"
3,"10",189320679.991008,"PLA"
4,"10",115595958.053907,"PLA"
5,"10",77665030.6947383,"PLA"
6,"10",57355319.5582924,"PLA"
7,"10",35074560.7943523,"PLA"
8,"10",25003761.276498,"PLA"
9,"10",16174696.0675031,"PLA"
10,"10",4766081.38325008,"PLA"
1,"11",266137408.175586,"PLA"
2,"11",69156205.1867463,"PLA"
3,"11",164078124.032647,"PLA"
4,"11",100183286.602089,"PLA"
5,"11",67309775.8783447,"PLA"
6,"11",49708004.6240302,"PLA"
7,"11",30397989.9960198,"PLA"
8,"11",21669953.0352562,"PLA"
9,"11",14018087.1296267,"PLA"
10,"11",4130608.93499715,"PLA"
1,"12",184248810.655534,"PLA"
2,"12",47877330.1448156,"PLA"
3,"12",113592446.153459,"PLA"
4,"12",69357598.1314855,"PLA"
5,"12",46599034.0707512,"PLA"
6,"12",34413203.295325,"PLA"
7,"12",21044743.5461245,"PLA"
8,"12",15002261.8055747,"PLA"
9,"12",9704820.9006204,"PLA"
10,"12",2859649.79058574,"PLA"
1,"13",143304727.650238,"PLA"
2,"13",37237948.688041,"PLA"
3,"13",88349740.2302328,"PLA"
4,"13",53944835.1136952,"PLA"
5,"13",36243717.7342648,"PLA"
6,"13",26765842.9287165,"PLA"
7,"13",16368144.9645,"PLA"
8,"13",11668433.7583315,"PLA"
9,"13",7548199.15042951,"PLA"
10,"13",2224173.56702022,"PLA"
1,"14",81888361.5804733,"PLA"
2,"14",21278813.7326769,"PLA"
3,"14",50485532.4185264,"PLA"
4,"14",30825599.6548202,"PLA"
5,"14",20710682.13526,"PLA"
6,"14",15294757.2609217,"PLA"
7,"14",9353219.50107588,"PLA"
8,"14",6667672.01855437,"PLA"
9,"14",4313253.80151034,"PLA"
10,"14",1270955.48249053,"PLA"
1,"15",143304727.650238,"PLA"
2,"15",37237948.688041,"PLA"
3,"15",88349740.2302328,"PLA"
4,"15",53944835.1136952,"PLA"
5,"15",36243717.7342648,"PLA"
6,"15",26765842.9287165,"PLA"
7,"15",16368144.9645,"PLA"
8,"15",11668433.7583315,"PLA"
9,"15",7548199.15042951,"PLA"
10,"15",2224173.56702022,"PLA"
1,"16",225193401.896622,"PLA"
2,"16",58516843.6674242,"PLA"
3,"16",138835465.412476,"PLA"
4,"16",84770552.4667327,"PLA"
5,"16",56954478.9469927,"PLA"
6,"16",42060658.588037,"PLA"
7,"16",25721400.1780121,"PLA"
8,"16",18336131.2353723,"PLA"
9,"16",11861469.4207933,"PLA"
10,"16",3495133.90226937,"PLA"
1,"17",102360449.07506,"PLA"
2,"17",26598516.4121387,"PLA"
3,"17",63106913.7349323,"PLA"
4,"17",38531998.4766653,"PLA"
5,"17",25888351.9354911,"PLA"
6,"17",19118446.0344033,"PLA"
7,"17",11691524.0450486,"PLA"
8,"17",8334589.7870203,"PLA"
9,"17",5391567.09911007,"PLA"
10,"17",1588694.30809521,"PLA"
1,"18",122832815.246416,"PLA"
2,"18",31918291.5061775,"PLA"
3,"18",75728466.8601863,"PLA"
4,"18",46238502.2020445,"PLA"
5,"18",31066092.2168734,"PLA"
6,"18",22942186.8579377,"PLA"
7,"18",14029860.4192466,"PLA"
8,"18",10001530.2464433,"PLA"
9,"18",6469895.07527475,"PLA"
10,"18",1906437.45892708,"PLA"
1,"19",122832815.246416,"PLA"
2,"19",31918291.5061775,"PLA"
3,"19",75728466.8601863,"PLA"
4,"19",46238502.2020445,"PLA"
5,"19",31066092.2168734,"PLA"
6,"19",22942186.8579377,"PLA"
7,"19",14029860.4192466,"PLA"
8,"19",10001530.2464433,"PLA"
9,"19",6469895.07527475,"PLA"
10,"19",1906437.45892708,"PLA"
1,"20",102360449.07506,"PLA"
2,"20",26598516.4121387,"PLA"
3,"20",63106913.7349323,"PLA"
4,"20",38531998.4766653,"PLA"
5,"20",25888351.9354911,"PLA"
6,"20",19118446.0344033,"PLA"
7,"20",11691524.0450486,"PLA"
8,"20",8334589.7870203,"PLA"
9,"20",5391567.09911007,"PLA"
10,"20",1588694.30809521,"PLA"
1,"21",40944453.6659432,"PLA"
2,"21",10639477.7735006,"PLA"
3,"21",25242934.4416599,"PLA"
4,"21",15412902.5472243,"PLA"
5,"21",10355410.0816133,"PLA"
6,"21",7647429.59701596,"PLA"
7,"21",4676640.91817068,"PLA"
8,"21",3333858.22788894,"PLA"
9,"21",2156641.27376442,"PLA"
10,"21",635481.976436549,"PLA"
1,"22",40944453.6659432,"PLA"
2,"22",10639477.7735006,"PLA"
3,"22",25242934.4416599,"PLA"
4,"22",15412902.5472243,"PLA"
5,"22",10355410.0816133,"PLA"
6,"22",7647429.59701596,"PLA"
7,"22",4676640.91817068,"PLA"
8,"22",3333858.22788894,"PLA"
9,"22",2156641.27376442,"PLA"
10,"22",635481.976436549,"PLA"
1,"23",0,"PLA"
2,"23",0,"PLA"
3,"23",0,"PLA"
4,"23",0,"PLA"
5,"23",0,"PLA"
6,"23",0,"PLA"
7,"23",0,"PLA"
8,"23",0,"PLA"
9,"23",0,"PLA"
10,"23",0,"PLA"
1,"24",0,"PLA"
2,"24",0,"PLA"
3,"24",0,"PLA"
4,"24",0,"PLA"
5,"24",0,"PLA"
6,"24",0,"PLA"
7,"24",0,"PLA"
8,"24",0,"PLA"
9,"24",0,"PLA"
10,"24",0,"PLA"
1,"25",0,"PLA"
2,"25",0,"PLA"
3,"25",0,"PLA"
4,"25",0,"PLA"
5,"25",0,"PLA"
6,"25",0,"PLA"
7,"25",0,"PLA"
8,"25",0,"PLA"
9,"25",0,"PLA"
10,"25",0,"PLA"
1,"26",0,"PLA"
2,"26",0,"PLA"
3,"26",0,"PLA"
4,"26",0,"PLA"
5,"26",0,"PLA"
6,"26",0,"PLA"
7,"26",0,"PLA"
8,"26",0,"PLA"
9,"26",0,"PLA"
10,"26",0,"PLA"
1,"27",0,"PLA"
2,"27",0,"PLA"
3,"27",0,"PLA"
4,"27",0,"PLA"
5,"27",0,"PLA"
6,"27",0,"PLA"
7,"27",0,"PLA"
8,"27",0,"PLA"
9,"27",0,"PLA"
10,"27",0,"PLA"
1,"28",0,"PLA"
2,"28",0,"PLA"
3,"28",0,"PLA"
4,"28",0,"PLA"
5,"28",0,"PLA"
6,"28",0,"PLA"
7,"28",0,"PLA"
8,"28",0,"PLA"
9,"28",0,"PLA"
10,"28",0,"PLA"
1,"29",0,"PLA"
2,"29",0,"PLA"
3,"29",0,"PLA"
4,"29",0,"PLA"
5,"29",0,"PLA"
6,"29",0,"PLA"
7,"29",0,"PLA"
8,"29",0,"PLA"
9,"29",0,"PLA"
10,"29",0,"PLA"
1,"0",0,"POL"
2,"0",0,"POL"
3,"0",0,"POL"
4,"0",0,"POL"
5,"0",0,"POL"
6,"0",0,"POL"
7,"0",0,"POL"
8,"0",0,"POL"
9,"0",0,"POL"
10,"0",0,"POL"
1,"1",0,"POL"
2,"1",0,"POL"
3,"1",0,"POL"
4,"1",0,"POL"
5,"1",0,"POL"
6,"1",0,"POL"
7,"1",0,"POL"
8,"1",0,"POL"
9,"1",0,"POL"
10,"1",0,"POL"
1,"2",0,"POL"
2,"2",0,"POL"
3,"2",0,"POL"
4,"2",0,"POL"
5,"2",0,"POL"
6,"2",0,"POL"
7,"2",0,"POL"
8,"2",0,"POL"
9,"2",0,"POL"
10,"2",0,"POL"
1,"3",0,"POL"
2,"3",0,"POL"
3,"3",0,"POL"
4,"3",0,"POL"
5,"3",0,"POL"
6,"3",0,"POL"
7,"3",0,"POL"
8,"3",0,"POL"
9,"3",0,"POL"
10,"3",0,"POL"
1,"4",0,"POL"
2,"4",0,"POL"
3,"4",0,"POL"
4,"4",0,"POL"
5,"4",0,"POL"
6,"4",0,"POL"
7,"4",0,"POL"
8,"4",0,"POL"
9,"4",0,"POL"
10,"4",0,"POL"
1,"5",0,"POL"
2,"5",0,"POL"
3,"5",0,"POL"
4,"5",0,"POL"
5,"5",0,"POL"
6,"5",0,"POL"
7,"5",0,"POL"
8,"5",0,"POL"
9,"5",0,"POL"
10,"5",0,"POL"
1,"6",0,"POL"
2,"6",0,"POL"
3,"6",0,"POL"
4,"6",0,"POL"
5,"6",0,"POL"
6,"6",0,"POL"
7,"6",0,"POL"
8,"6",0,"POL"
9,"6",0,"POL"
10,"6",0,"POL"
1,"7",6056.86849399946,"POL"
2,"7",8864.06243073737,"POL"
3,"7",32122.6850480425,"POL"
4,"7",23461.4529017492,"POL"
5,"7",17250.4441915874,"POL"
6,"7",13381.3187656236,"POL"
7,"7",8414.91180085986,"POL"
8,"7",6097.01855030489,"POL"
9,"7",3982.03558430617,"POL"
10,"7",1180.04165486062,"POL"
1,"8",48454.7915906523,"POL"
2,"8",70912.2706153224,"POL"
3,"8",256980.651119813,"POL"
4,"8",187691.017543869,"POL"
5,"8",138003.108203132,"POL"
6,"8",107050.204678991,"POL"
7,"8",67319.0771713693,"POL"
8,"8",48775.9910046002,"POL"
9,"8",31856.1818760422,"POL"
10,"8",9440.30277547002,"POL"
1,"9",12113.6390662403,"POL"
2,"9",17727.9815556422,"POL"
3,"9",64244.8507666964,"POL"
4,"9",46922.5265007728,"POL"
5,"9",34500.609494202,"POL"
6,"9",26762.4211946588,"POL"
7,"9",16829.6875573326,"POL"
8,"9",12193.9385297427,"POL"
9,"9",7964.00679080262,"POL"
10,"9",2360.06423191657,"POL"
1,"10",36341.0459442707,"POL"
2,"10",53184.1330825399,"POL"
3,"10",192735.235103877,"POL"
4,"10",140768.078201879,"POL"
5,"10",103502.195160193,"POL"
6,"10",80287.548018952,"POL"
7,"10",50489.2415404093,"POL"
8,"10",36581.9451882127,"POL"
9,"10",23892.1050150514,"POL"
10,"10",7080.21777886186,"POL"
1,"11",60568.672432268,"POL"
2,"11",88640.6060026557,"POL"
3,"11",321226.784145526,"POL"
4,"11",234614.480568456,"POL"
5,"11",172504.406292872,"POL"
6,"11",133813.160023165,"POL"
7,"11",84149.1006313984,"POL"
8,"11",60970.1729124104,"POL"
9,"11",39820.3476199655,"POL"
10,"11",11800.4141117631,"POL"
1,"12",84795.8375349229,"POL"
2,"12",124096.403697862,"POL"
3,"12",449715.886223689,"POL"
4,"12",328459.095745748,"POL"
5,"12",241505.303363324,"POL"
6,"12",187337.752697943,"POL"
7,"12",117808.318711778,"POL"
8,"12",85357.9361928128,"POL"
9,"12",55748.2868910936,"POL"
10,"12",16520.5205543318,"POL"
1,"13",42397.985774163,"POL"
2,"13",62048.2999114177,"POL"
3,"13",224858.298482804,"POL"
4,"13",164229.807425244,"POL"
5,"13",120752.842522088,"POL"
6,"13",93669.0243855409,"POL"
7,"13",58904.2524494547,"POL"
8,"13",42679.0355472851,"POL"
9,"13",27874.1874985207,"POL"
10,"13",8260.27333188208,"POL"
1,"14",12113.6390662403,"POL"
2,"14",17727.9815556422,"POL"
3,"14",64244.8507666964,"POL"
4,"14",46922.5265007728,"POL"
5,"14",34500.609494202,"POL"
6,"14",26762.4211946588,"POL"
7,"14",16829.6875573326,"POL"
8,"14",12193.9385297427,"POL"
9,"14",7964.00679080262,"POL"
10,"14",2360.06423191657,"POL"
1,"15",48454.7915906523,"POL"
2,"15",70912.2706153224,"POL"
3,"15",256980.651119813,"POL"
4,"15",187691.017543869,"POL"
5,"15",138003.108203132,"POL"
6,"15",107050.204678991,"POL"
7,"15",67319.0771713693,"POL"
8,"15",48775.9910046002,"POL"
9,"15",31856.1818760422,"POL"
10,"15",9440.30277547002,"POL"
1,"16",54511.9460373165,"POL"
2,"16",79776.7515300132,"POL"
3,"16",289104.852721731,"POL"
4,"16",211153.578091423,"POL"
5,"16",155254.366810698,"POL"
6,"16",120432.155194134,"POL"
7,"16",75734.3862511953,"POL"
8,"16",54873.2974031065,"POL"
9,"16",35838.4054574442,"POL"
10,"16",10620.4001416369,"POL"
1,"17",12113.6390662403,"POL"
2,"17",17727.9815556422,"POL"
3,"17",64244.8507666964,"POL"
4,"17",46922.5265007728,"POL"
5,"17",34500.609494202,"POL"
6,"17",26762.4211946588,"POL"
7,"17",16829.6875573326,"POL"
8,"17",12193.9385297427,"POL"
9,"17",7964.00679080262,"POL"
10,"17",2360.06423191657,"POL"
1,"18",12113.6390662403,"POL"
2,"18",17727.9815556422,"POL"
3,"18",64244.8507666964,"POL"
4,"18",46922.5265007728,"POL"
5,"18",34500.609494202,"POL"
6,"18",26762.4211946588,"POL"
7,"18",16829.6875573326,"POL"
8,"18",12193.9385297427,"POL"
9,"18",7964.00679080262,"POL"
10,"18",2360.06423191657,"POL"
1,"19",42397.985774163,"POL"
2,"19",62048.2999114177,"POL"
3,"19",224858.298482804,"POL"
4,"19",164229.807425244,"POL"
5,"19",120752.842522088,"POL"
6,"19",93669.0243855409,"POL"
7,"19",58904.2524494547,"POL"
8,"19",42679.0355472851,"POL"
9,"19",27874.1874985207,"POL"
10,"19",8260.27333188208,"POL"
1,"20",54511.9460373165,"POL"
2,"20",79776.7515300132,"POL"
3,"20",289104.852721731,"POL"
4,"20",211153.578091423,"POL"
5,"20",155254.366810698,"POL"
6,"20",120432.155194134,"POL"
7,"20",75734.3862511953,"POL"
8,"20",54873.2974031065,"POL"
9,"20",35838.4054574442,"POL"
10,"20",10620.4001416369,"POL"
1,"21",54511.9460373165,"POL"
2,"21",79776.7515300132,"POL"
3,"21",289104.852721731,"POL"
4,"21",211153.578091423,"POL"
5,"21",155254.366810698,"POL"
6,"21",120432.155194134,"POL"
7,"21",75734.3862511953,"POL"
8,"21",54873.2974031065,"POL"
9,"21",35838.4054574442,"POL"
10,"21",10620.4001416369,"POL"
1,"22",24227.6264879974,"POL"
2,"22",35456.472920116,"POL"
3,"22",128491.54904165,"POL"
4,"22",93846.4023665782,"POL"
5,"22",69002.2111326795,"POL"
6,"22",53525.6120042134,"POL"
7,"22",33659.8590909893,"POL"
8,"22",24388.2277241979,"POL"
9,"22",15928.2426049142,"POL"
10,"22",4720.19633290129,"POL"
1,"23",0,"POL"
2,"23",0,"POL"
3,"23",0,"POL"
4,"23",0,"POL"
5,"23",0,"POL"
6,"23",0,"POL"
7,"23",0,"POL"
8,"23",0,"POL"
9,"23",0,"POL"
10,"23",0,"POL"
1,"24",0,"POL"
2,"24",0,"POL"
3,"24",0,"POL"
4,"24",0,"POL"
5,"24",0,"POL"
6,"24",0,"POL"
7,"24",0,"POL"
8,"24",0,"POL"
9,"24",0,"POL"
10,"24",0,"POL"
1,"25",0,"POL"
2,"25",0,"POL"
3,"25",0,"POL"
4,"25",0,"POL"
5,"25",0,"POL"
6,"25",0,"POL"
7,"25",0,"POL"
8,"25",0,"POL"
9,"25",0,"POL"
10,"25",0,"POL"
1,"26",0,"POL"
2,"26",0,"POL"
3,"26",0,"POL"
4,"26",0,"POL"
5,"26",0,"POL"
6,"26",0,"POL"
7,"26",0,"POL"
8,"26",0,"POL"
9,"26",0,"POL"
10,"26",0,"POL"
1,"27",0,"POL"
2,"27",0,"POL"
3,"27",0,"POL"
4,"27",0,"POL"
5,"27",0,"POL"
6,"27",0,"POL"
7,"27",0,"POL"
8,"27",0,"POL"
9,"27",0,"POL"
10,"27",0,"POL"
1,"28",0,"POL"
2,"28",0,"POL"
3,"28",0,"POL"
4,"28",0,"POL"
5,"28",0,"POL"
6,"28",0,"POL"
7,"28",0,"POL"
8,"28",0,"POL"
9,"28",0,"POL"
10,"28",0,"POL"
1,"29",0,"POL"
2,"29",0,"POL"
3,"29",0,"POL"
4,"29",0,"POL"
5,"29",0,"POL"
6,"29",0,"POL"
7,"29",0,"POL"
8,"29",0,"POL"
9,"29",0,"POL"
10,"29",0,"POL"
1,"0",0,"RED"
2,"0",0,"RED"
3,"0",0,"RED"
4,"0",0,"RED"
5,"0",0,"RED"
6,"0",0,"RED"
7,"0",0,"RED"
8,"0",0,"RED"
9,"0",0,"RED"
10,"0",0,"RED"
1,"1",0,"RED"
2,"1",0,"RED"
3,"1",0,"RED"
4,"1",0,"RED"
5,"1",0,"RED"
6,"1",0,"RED"
7,"1",0,"RED"
8,"1",0,"RED"
9,"1",0,"RED"
10,"1",0,"RED"
1,"2",952.150376684711,"RED"
2,"2",373.591913584243,"RED"
3,"2",1197.14839524094,"RED"
4,"2",844.782770716801,"RED"
5,"2",616.753013983898,"RED"
6,"2",479.340548116404,"RED"
7,"2",302.751504294805,"RED"
8,"2",220.320902440112,"RED"
9,"2",144.416511088458,"RED"
10,"2",42.9141611900062,"RED"
1,"3",121886.248980299,"RED"
2,"3",47824.081270341,"RED"
3,"3",153248.82596462,"RED"
4,"3",108141.954934027,"RED"
5,"3",78951.5115076028,"RED"
6,"3",61361.1282678887,"RED"
7,"3",38755.6904195354,"RED"
8,"3",28203.6210119276,"RED"
9,"3",18486.9819499349,"RED"
10,"3",5493.5084453764,"RED"
1,"4",0,"RED"
2,"4",0,"RED"
3,"4",0,"RED"
4,"4",0,"RED"
5,"4",0,"RED"
6,"4",0,"RED"
7,"4",0,"RED"
8,"4",0,"RED"
9,"4",0,"RED"
10,"4",0,"RED"
1,"5",38564.3398987788,"RED"
2,"5",15131.3551847375,"RED"
3,"5",48487.3385064435,"RED"
4,"5",34215.6981799343,"RED"
5,"5",24979.9542669794,"RED"
6,"5",19414.4247352948,"RED"
7,"5",12262.1512340771,"RED"
8,"5",8923.51710040824,"RED"
9,"5",5849.20991157182,"RED"
10,"5",1738.12492136459,"RED"
1,"6",168600.93179473,"RED"
2,"6",66153.3580027527,"RED"
3,"6",211983.673878254,"RED"
4,"6",149588.936574196,"RED"
5,"6",109210.829918441,"RED"
6,"6",84878.6757201311,"RED"
7,"6",53609.3740823701,"RED"
8,"6",39013.0701566262,"RED"
9,"6",25572.3874424519,"RED"
10,"6",7598.97568808099,"RED"
1,"7",210119.12031959,"RED"
2,"7",82443.7044431552,"RED"
3,"7",264184.916437133,"RED"
4,"7",186425.397700533,"RED"
5,"7",136104.132210688,"RED"
6,"7",105780.154868415,"RED"
7,"7",66810.7489274476,"RED"
8,"7",48620.0870601177,"RED"
9,"7",31869.6195607128,"RED"
10,"7",9470.23287423751,"RED"
1,"8",7846786.58855501,"RED"
2,"8",3078816.21316226,"RED"
3,"8",9865844.93616955,"RED"
4,"8",6961957.14229913,"RED"
5,"8",5082736.29574193,"RED"
6,"8",3950303.51970957,"RED"
7,"8",2495011.81928533,"RED"
8,"8",1815691.24455419,"RED"
9,"8",1190153.96110069,"RED"
10,"8",353660.800573662,"RED"
1,"9",680583.769749682,"RED"
2,"9",267038.273702596,"RED"
3,"9",855704.926169092,"RED"
4,"9",603838.906954931,"RED"
5,"9",440846.426720087,"RED"
6,"9",342625.918362649,"RED"
7,"9",216402.540119537,"RED"
8,"9",157482.299024491,"RED"
9,"9",103226.901902729,"RED"
10,"9",30674.4420981427,"RED"
1,"10",24162851.6708371,"RED"
2,"10",9480693.61143507,"RED"
3,"10",30380200.2399103,"RED"
4,"10",21438169.0988587,"RED"
5,"10",15651426.4546359,"RED"
6,"10",12164291.3215899,"RED"
7,"10",7682966.75664764,"RED"
8,"10",5591113.98367719,"RED"
9,"10",3664877.75639006,"RED"
10,"10",1089038.59810778,"RED"
1,"11",32900226.6357346,"RED"
2,"11",12908946.8713926,"RED"
3,"11",41365791.0394077,"RED"
4,"11",29190288.9450307,"RED"
5,"11",21311039.1333299,"RED"
6,"11",16562943.2649472,"RED"
7,"11",10461155.4535014,"RED"
8,"11",7612881.1166448,"RED"
9,"11",4990110.8701926,"RED"
10,"11",1482838.91243071,"RED"
1,"12",10142862.9966976,"RED"
2,"12",3979719.68393582,"RED"
3,"12",12752725.2595585,"RED"
4,"12",8999120.42799979,"RED"
5,"12",6570014.01965567,"RED"
6,"12",5106216.02150197,"RED"
7,"12",3225086.18942986,"RED"
8,"12",2346987.18131034,"RED"
9,"12",1538409.1865106,"RED"
10,"12",457146.757725394,"RED"
1,"13",1450017.44599985,"RED"
2,"13",568938.2745064,"RED"
3,"13",1823121.74742215,"RED"
4,"13",1286508.71292473,"RED"
5,"13",939245.157118467,"RED"
6,"13",729981.497002621,"RED"
7,"13",461056.334986391,"RED"
8,"13",335523.841694997,"RED"
9,"13",219930.029642824,"RED"
10,"13",65353.4188818199,"RED"
1,"14",3338052.90463918,"RED"
2,"14",1309740.14486216,"RED"
3,"14",4196968.01668275,"RED"
4,"14",2961643.08772219,"RED"
5,"14",2162215.38129543,"RED"
6,"14",1680474.16472444,"RED"
7,"14",1061387.53188752,"RED"
8,"14",772401.971738622,"RED"
9,"14",506296.028569775,"RED"
10,"14",150448.651723728,"RED"
1,"15",5234273.64138057,"RED"
2,"15",2053753.64416251,"RED"
3,"15",6581105.71971729,"RED"
4,"15",4644039.74175984,"RED"
5,"15",3390487.59879546,"RED"
6,"15",2635087.54256516,"RED"
7,"15",1664321.36942099,"RED"
8,"15",1211174.11758304,"RED"
9,"15",793903.521839146,"RED"
10,"15",235912.801443114,"RED"
1,"16",28981209.3764538,"RED"
2,"16",11371255.7743599,"RED"
3,"16",36438370.6048274,"RED"
4,"16",25713192.9527887,"RED"
5,"16",18772505.5511322,"RED"
6,"16",14589994.5300192,"RED"
7,"16",9215040.97446732,"RED"
8,"16",6706048.07809733,"RED"
9,"16",4395697.62062646,"RED"
10,"16",1306205.74345925,"RED"
1,"17",10370568.4789352,"RED"
2,"17",4069063.68770443,"RED"
3,"17",13039021.6884877,"RED"
4,"17",9201149.09164632,"RED"
5,"17",6717509.67360871,"RED"
6,"17",5220849.66901988,"RED"
7,"17",3297488.80457524,"RED"
8,"17",2399676.62886572,"RED"
9,"17",1572946.20094206,"RED"
10,"17",467409.621667769,"RED"
1,"18",5779871.17887455,"RED"
2,"18",2267827.84196826,"RED"
3,"18",7267091.0771275,"RED"
4,"18",5128113.90767602,"RED"
5,"18",3743897.03275826,"RED"
6,"18",2909757.41517913,"RED"
7,"18",1837802.86904607,"RED"
8,"18",1337421.55157379,"RED"
9,"18",876656.514173912,"RED"
10,"18",260503.308617424,"RED"
1,"19",24066409.0618602,"RED"
2,"19",9442852.76221524,"RED"
3,"19",30258941.96244,"RED"
4,"19",21352601.6754541,"RED"
5,"19",15588955.9970071,"RED"
6,"19",12115739.2712198,"RED"
7,"19",7652301.28020522,"RED"
8,"19",5568797.84206367,"RED"
9,"19",3650249.91455986,"RED"
10,"19",1084691.85439107,"RED"
1,"20",29066871.9816425,"RED"
2,"20",11404866.9111916,"RED"
3,"20",36546075.0734123,"RED"
4,"20",25789195.9610636,"RED"
5,"20",18827993.2883946,"RED"
6,"20",14633119.6089245,"RED"
7,"20",9242278.77557284,"RED"
8,"20",6725869.80263023,"RED"
9,"20",4408690.41554103,"RED"
10,"20",1310066.6239851,"RED"
1,"21",8683734.34335455,"RED"
2,"21",3407206.47686651,"RED"
3,"21",10918147.8980688,"RED"
4,"21",7704527.91741829,"RED"
5,"21",5624867.10087483,"RED"
6,"21",4371647.6743244,"RED"
7,"21",2761132.799738,"RED"
8,"21",2009355.07029852,"RED"
9,"21",1317097.22308029,"RED"
10,"21",391382.689611968,"RED"
1,"22",6306037.13391563,"RED"
2,"22",2474277.73772015,"RED"
3,"22",7928644.90741752,"RED"
4,"22",5594947.6602437,"RED"
5,"22",4084719.70801385,"RED"
6,"22",3174644.85676977,"RED"
7,"22",2005105.78494897,"RED"
8,"22",1459172.65401158,"RED"
9,"22",956462.239552228,"RED"
10,"22",284218.019192814,"RED"
1,"23",0,"RED"
2,"23",0,"RED"
3,"23",0,"RED"
4,"23",0,"RED"
5,"23",0,"RED"
6,"23",0,"RED"
7,"23",0,"RED"
8,"23",0,"RED"
9,"23",0,"RED"
10,"23",0,"RED"
1,"24",0,"RED"
2,"24",0,"RED"
3,"24",0,"RED"
4,"24",0,"RED"
5,"24",0,"RED"
6,"24",0,"RED"
7,"24",0,"RED"
8,"24",0,"RED"
9,"24",0,"RED"
10,"24",0,"RED"
1,"25",0,"RED"
2,"25",0,"RED"
3,"25",0,"RED"
4,"25",0,"RED"
5,"25",0,"RED"
6,"25",0,"RED"
7,"25",0,"RED"
8,"25",0,"RED"
9,"25",0,"RED"
10,"25",0,"RED"
1,"26",0,"RED"
2,"26",0,"RED"
3,"26",0,"RED"
4,"26",0,"RED"
5,"26",0,"RED"
6,"26",0,"RED"
7,"26",0,"RED"
8,"26",0,"RED"
9,"26",0,"RED"
10,"26",0,"RED"
1,"27",0,"RED"
2,"27",0,"RED"
3,"27",0,"RED"
4,"27",0,"RED"
5,"27",0,"RED"
6,"27",0,"RED"
7,"27",0,"RED"
8,"27",0,"RED"
9,"27",0,"RED"
10,"27",0,"RED"
1,"28",0,"RED"
2,"28",0,"RED"
3,"28",0,"RED"
4,"28",0,"RED"
5,"28",0,"RED"
6,"28",0,"RED"
7,"28",0,"RED"
8,"28",0,"RED"
9,"28",0,"RED"
10,"28",0,"RED"
1,"29",0,"RED"
2,"29",0,"RED"
3,"29",0,"RED"
4,"29",0,"RED"
5,"29",0,"RED"
6,"29",0,"RED"
7,"29",0,"RED"
8,"29",0,"RED"
9,"29",0,"RED"
10,"29",0,"RED"
1,"0",0,"RHK"
2,"0",0,"RHK"
3,"0",0,"RHK"
4,"0",0,"RHK"
5,"0",0,"RHK"
6,"0",0,"RHK"
7,"0",0,"RHK"
8,"0",0,"RHK"
9,"0",0,"RHK"
10,"0",0,"RHK"
1,"1",62541.8670046713,"RHK"
2,"1",97799.4986028522,"RHK"
3,"1",373296.298058176,"RHK"
4,"1",283596.015902519,"RHK"
5,"1",214662.995919242,"RHK"
6,"1",170024.785271783,"RHK"
7,"1",108496.56032553,"RHK"
8,"1",79405.8012505057,"RHK"
9,"1",52214.3860325067,"RHK"
10,"1",15543.41156423,"RHK"
1,"2",125083.561366036,"RHK"
2,"2",195598.727235689,"RHK"
3,"2",746591.565652917,"RHK"
4,"2",567191.248954188,"RHK"
5,"2",429325.399273357,"RHK"
6,"2",340049.10119971,"RHK"
7,"2",216992.821152407,"RHK"
8,"2",158811.383305763,"RHK"
9,"2",104428.627930138,"RHK"
10,"2",31086.7802217467,"RHK"
1,"3",218896.169026052,"RHK"
2,"3",342297.673576551,"RHK"
3,"3",1306534.86168615,"RHK"
4,"3",992584.39834353,"RHK"
5,"3",751319.231241806,"RHK"
6,"3",595085.754838285,"RHK"
7,"3",379737.327093041,"RHK"
8,"3",277919.84033482,"RHK"
9,"3",182750.045976552,"RHK"
10,"3",54401.8496401947,"RHK"
1,"4",250166.636561784,"RHK"
2,"4",391196.694225278,"RHK"
3,"4",1493180.22948058,"RHK"
4,"4",1134380.29336982,"RHK"
5,"4",858649.129860187,"RHK"
6,"4",680096.8807088,"RHK"
7,"4",433984.798904918,"RHK"
8,"4",317622.149349152,"RHK"
9,"4",208856.849970839,"RHK"
10,"4",62173.4396165136,"RHK"
1,"5",281437.355905718,"RHK"
2,"5",440096.108637689,"RHK"
3,"5",1679827.10025332,"RHK"
4,"5",1276177.33022009,"RHK"
5,"5",965979.892762059,"RHK"
6,"5",765108.691138916,"RHK"
7,"5",488232.707549355,"RHK"
8,"5",357324.778069835,"RHK"
9,"5",234963.864192471,"RHK"
10,"5",69945.0921742475,"RHK"
1,"6",343979.222910389,"RHK"
2,"6",537895.60724054,"RHK"
3,"6",2053123.39831149,"RHK"
4,"6",1559773.3461226,"RHK"
5,"6",1180642.8886813,"RHK"
6,"6",935133.476410698,"RHK"
7,"6",596729.267874884,"RHK"
8,"6",436730.57932034,"RHK"
9,"6",287178.250224977,"RHK"
10,"6",85488.5037384773,"RHK"
