"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
18542 688747.11078 1457713.649348 76193.4812 212347.41581 13094.708285 273671.003241 110171.596147 36120.011407 10590.187157 64420.821303 31841.590481 2716.119229 23157.816364 501802.473281 161707.150227 1577.343713 92806.028113 268725.478189 513685.109065 71427.345609 5751630.557527 130314.9142 171432.790077 1602703.637126 8999.386301 179285.969641 129839.609499 63925.001272 230126.846637 7868.390191 146193.588667 27923.521345 5155.434038 368206.896486 180369.043241 1107.687234 14570.928312 1807748.650947 276591.971643 273637.292297 73135.26323 322293.345337 146207.515487 17026.673934 848984.630439 3185.236641 6205.595681 150796.74001 316688.156607 237363.962133 194106.288964 1429.294344 1109.089548 32435.149747 73940.496705 9156.148419 5318.837047 1212.510985 19878.437094 4620.853043 202223.192284 3758883.275342 5936478.306739 13383123.898223 7073510.620202 387374.099073 3941226.129465 9808.54404 28074.038087 801597.226443 4611859.58331 0.000301 0.121653 0.000301 6673740.560413 215520.86922 4444948.317477 868183.276705 5363092.595292 2837853.194121 3666566.601061 56554.707266 61886.724096 87851426.023074 162657.625034 3899598.249603 0 2834920257.42659 0.488686 10.629002 65.545455 2.794838 1922.375855 1.392224
18615 729582.150214 1406331.118298 82666.368679 221629.365595 14203.501689 283118.022759 117299.881117 37638.517511 11374.394942 68273.93051 33889.274317 2850.130642 23157.816364 501802.473281 161707.150227 1762.326596 99627.107248 293342.548163 547059.331086 62911.773945 5783301.914062 139972.189157 182856.031457 1697500.359588 9638.829042 189862.951466 138932.136795 66405.452662 241675.660627 8374.119711 152802.435452 30601.067123 5498.249485 387271.370826 183290.085375 1205.397954 15813.65154 1948506.530573 292953.648765 287283.519414 78920.664296 333808.368178 152333.563982 17936.63844 887809.573158 3185.236641 6205.595681 150796.74001 330892.583896 250176.689248 204958.280341 1429.294344 1109.093777 32377.361888 73863.19624 9156.021821 5318.834236 1283.780231 47431.536533 11574.097867 205714.107812 3763269.266873 5942651.576213 13384652.600765 7089317.948086 383731.673817 3981569.653928 32546.023077 80045.068082 797725.679544 4607310.32688 0.000301 0.118633 0.000301 6672953.50421 214729.976791 3899155.779856 921102.337797 3577714.984648 2867470.509041 3034495.562035 37947.47296 69215.049525 87948485.776412 102891.596395 4260548.478339 0 2849351505.2919 0.476278 13.680049 60.181818 2.798954 1907.251752 1.394936
18688 739550.351851 1511651.560336 86849.019033 225684.967399 14844.217768 290555.306041 99654.095693 38939.972922 11923.301991 71493.052731 35735.3463 2942.885012 25662.280127 543089.115725 169406.89043 1911.780805 102971.143108 309558.822407 558570.84404 71191.891457 5945973.942978 102944.519 160089.758109 1763368.57258 10148.177606 156124.722355 146104.491372 66824.532825 245396.999011 8785.201676 157966.389338 32745.654529 5719.911936 390458.278383 185105.611061 1260.034402 11660.772748 1410076.002062 228807.064438 237313.713025 67586.15624 342110.008383 155417.179635 18440.529428 909635.993355 3185.236641 6205.595681 150796.74001 340590.595263 258295.632691 209958.068076 1429.294344 1109.099653 32377.361888 73863.19624 9156.021821 5318.834236 1006.573017 36779.770152 8799.529562 205235.094379 3763846.279547 5945263.501653 13381108.544101 7059521.499676 383759.82921 4003552.659842 21030.411051 46215.223302 806730.809037 4605316.644869 0.000301 0.115608 0.000301 6673111.585423 214187.950957 4158739.754915 995920.075355 2782722.929439 2799316.367652 2357725.481814 25786.014825 65337.951795 88003619.233042 76887.378312 3251163.474714 0 2851765144.21795 0.514781 13.472289 61.545455 2.800707 1897.941072 1.395138
18761 756596.082531 1598938.775294 90411.298823 231887.613226 15387.316506 298930.962608 98762.870469 37997.632959 12415.200348 74218.307284 31189.354216 3020.078685 28980.802603 560407.724185 190664.953913 2033.246436 73800.600235 205612.859909 415234.09783 77829.441577 6080124.465952 109766.997212 164165.614333 1824092.156553 10561.13373 164390.986821 152213.873197 67505.544003 250098.714054 9088.478947 143175.679859 24602.148552 5856.92864 399192.491967 186573.695587 1313.805606 12627.120605 1509561.53154 243264.882827 245880.960247 63207.04365 345859.443935 158680.482352 18964.583066 932521.693623 3185.236641 6205.595681 150796.74001 335634.967878 264507.995577 214654.54712 1313.282087 1109.10589 35485.959029 80510.009744 9183.197464 5335.030566 1066.053389 30370.71768 7221.614145 204786.284613 3763552.386125 5943737.41622 13376028.594225 7026250.818195 383035.34785 4023452.481222 15741.931626 36790.360313 807724.168226 4603275.928657 0.000301 0.113852 0.000301 6673102.814505 213696.36392 4143063.689002 870858.080369 3657819.663474 2716745.150037 2360160.560231 33921.615072 61354.866079 88067089.121222 105653.695503 2589829.998771 0 2852262124.31178 0.543253 4.363843 67.454545 2.803136 2084.033028 1.394686
18834 778422.250495 1723840.534148 82174.432834 191793.366225 13383.529207 319216.027361 106905.054768 39140.626303 10840.640935 66062.174818 30777.281666 2646.019716 24489.874055 523165.287342 166744.713631 1444.338914 82514.482362 236808.290974 463292.737904 85749.470382 6238601.5024 119400.790671 173348.58748 1504404.765193 8332.132945 172853.524108 124987.594866 58244.181725 204866.798052 8105.611241 145322.814252 26791.075537 6011.058159 336247.125149 172895.366516 1128.904326 13658.10517 1642997.016898 259586.926115 254698.788942 68496.260949 302428.108679 136039.464078 15638.367558 762045.968773 3241.737392 6355.039281 168666.223042 291966.869946 226151.297233 188547.379694 1313.270508 1128.104782 35172.087794 80063.031264 9182.956477 5334.532258 1133.046028 24458.29305 5770.768586 207886.361994 3757338.477621 5925408.844907 13366093.643013 6989905.387435 384225.442586 4065026.016315 12134.910477 31198.274238 780664.523317 4599664.701698 0.000301 0.112999 0.000301 6671705.743274 212986.376818 2797855.423141 818893.094189 3912547.500673 2638219.755682 2911068.922061 46479.240465 56903.607506 88203615.161762 130651.324856 2831246.013882 0 2858438237.60912 0.592334 4.692529 69.727273 2.809211 2101.167206 1.393668
18907 777861.864055 1498140.363898 81240.964764 217984.140682 14375.174729 287626.791979 115397.248657 38060.845313 10721.97672 64626.734033 32832.708157 2724.02768 22839.367738 502273.091764 151663.628393 1626.520929 93920.29912 270329.184129 527037.041898 74555.205141 5863341.632525 132141.672607 184699.173948 1613530.070395 9089.644997 183490.828079 134563.398193 63789.384426 226004.745525 8720.8661 147197.426975 29474.42717 5176.000519 373918.45451 181952.875787 1311.139825 14889.701852 1813025.960234 280347.524154 266300.86826 74890.837201 317136.312331 146026.425495 17107.166119 821658.147552 3191.221032 6116.939274 151051.640554 307676.307562 238636.778343 194798.492966 1113.865554 1125.800338 34674.762449 79375.823629 8937.169014 5193.182451 1217.005256 19718.014111 4580.663445 217439.910742 3762795.75389 5945401.604915 13371785.064052 7037238.680698 387523.421986 4125599.295685 9570.616059 27522.263154 761839.511126 4593143.18587 0.000301 0.112167 0.000301 6669176.742859 211918.439364 4192523.52779 867377.912685 5113650.523497 2566174.373357 3605893.868699 53310.178802 70364.752666 88376277.833054 162115.767231 4583948.778892 0 2879884914.41659 0.499464 10.753483 65.590909 2.80968 2058.835339 1.400482
18980 819256.489562 1444654.930429 88082.147786 227947.877425 15596.319687 297453.171829 122910.003147 39660.394161 11508.064222 68467.615056 34954.769163 2858.054382 22839.367738 502273.091764 151663.628393 1799.88429 101034.762557 295098.404818 558641.039183 69092.727017 5862779.479828 142194.325891 197202.501241 1705587.236968 9721.349792 194644.614434 143775.766809 66104.375598 236866.191214 9307.152262 153619.163406 32291.130684 5523.113389 393393.313256 185101.124126 1427.173167 16190.600216 1953567.23495 297872.888694 278937.697733 80824.104344 329198.319499 152157.290816 18026.776021 859585.327813 3191.221032 6116.939274 151051.640554 321446.176059 251389.285861 205851.203725 1113.865554 1125.804565 34615.238055 79296.457414 8937.052741 5193.179893 1287.982525 46742.113293 11414.570089 221010.584973 3765523.898724 5948652.902449 13371246.172098 7062456.545424 389063.864695 4166065.956496 31681.396748 76366.479548 747441.004133 4588307.19647 0.000301 0.111674 0.000301 6668098.972238 211061.629442 4798777.728629 1030594.451661 4352023.027245 2611104.920497 3198887.815827 44394.06226 74468.814211 88479416.915035 126063.562686 4602314.226754 0 2894273622.7958 0.484235 13.760064 60.181818 2.812747 2044.326925 1.402121
19053 829351.454605 1557462.614581 92339.217976 233653.198597 16399.919631 306648.496254 104701.026642 41023.71634 12083.615742 71593.285573 36865.943238 2952.819778 25236.104521 543092.799519 160672.478798 1944.15195 104853.472874 313436.239675 572802.618766 78786.495287 6023238.599227 104762.102356 172889.149838 1771095.93275 10231.04763 159656.044893 151296.710948 66327.656315 241568.139069 9792.247793 158548.294908 34720.046632 5746.248939 397784.651505 187006.64577 1506.979812 11923.440881 1415358.591158 232785.494835 230856.712543 69488.546188 337159.049997 155914.66909 18628.148084 884703.498364 3191.221032 6116.939274 151051.640554 330996.011206 259764.972007 211117.815889 1113.865554 1125.810149 34615.238055 79296.457414 8937.052741 5193.179893 1009.847609 35381.055741 8447.788625 221428.613946 3767811.791965 5956533.052343 13370965.028878 7041243.863738 388779.058653 4191001.194113 20373.908728 43923.309981 745390.042256 4585804.998803 0.000301 0.111207 0.000301 6667718.543757 210428.584898 5075599.310064 1079933.006726 3403966.905214 2606630.58904 2545562.417518 28761.638142 70902.153969 88547831.414909 90934.976489 3636250.721981 0 2898452077.9319 0.522749 13.543993 61.5 2.815323 2035.339356 1.403401
19126 848820.180451 1657016.99408 96307.398856 241785.898825 17099.531451 316624.801326 103849.198619 40003.45415 12607.489481 74465.16991 32354.875708 3035.695284 28410.799953 559576.346264 180312.2711 2071.692172 75312.368586 208536.503557 423921.572831 86909.700355 6153771.747868 112300.565725 176984.872107 1834555.06888 10654.190538 168744.501551 157935.239857 66722.918189 247040.115076 10169.642705 140933.043271 26251.674321 5887.87374 407773.294506 188696.457415 1579.730002 12982.442253 1522781.887344 249077.027039 240426.528484 64844.100103 340747.100689 159662.64818 19217.269636 909526.350413 3191.221032 6116.939274 151051.640554 326780.702378 266264.756933 216502.887113 1013.969026 1125.815879 37906.620245 86379.076784 8963.77068 5209.115202 1073.182826 28841.672758 6837.176496 221287.360326 3767375.897229 5953658.54589 13366431.870617 7010048.683883 388022.644175 4213390.800998 14862.152469 35271.815572 739212.486966 4583083.363017 0.000301 0.11113 0.000301 6667325.772004 209850.761169 5667648.655974 985540.350725 4308337.117425 2556918.777823 2540383.441469 36838.725163 66781.106372 88621567.84709 114246.796925 2883559.565974 0 2899848759.21671 0.54954 4.408106 67.454545 2.818801 2232.439999 1.402936
19199 872672.441068 1792996.832531 87705.673655 197357.756746 14868.360229 337452.612188 112720.211566 41291.39267 10981.362895 66443.494944 32078.637784 2658.581959 24178.655396 522921.369541 158504.842343 1465.906522 84092.985847 239930.629336 472169.105698 96201.054774 6317804.412823 122105.877012 187439.949061 1500755.105288 8381.990421 178148.475531 129575.367651 57064.677993 201775.66582 9042.943478 143442.031079 28608.487386 6041.889061 341874.509762 174787.077769 1326.82673 14156.185047 1660678.502228 266925.619741 250718.350034 70277.214806 296619.696542 136334.109634 15755.70737 737616.939662 3247.767057 6276.630311 169588.512517 284021.069086 227201.153352 190295.053769 1013.962845 1145.18481 37553.759559 85877.597568 8963.524778 5208.60637 1142.607646 23247.959294 5464.632741 224512.190465 3764173.728021 5936997.192853 13359447.910306 6988108.76288 388830.993027 4254667.672745 11327.853175 30215.18683 712295.177609 4578910.516324 0.000301 0.111255 0.000301 6665725.432648 209069.300148 2976811.960925 822283.84641 4156402.720316 2562869.587932 3281838.060285 49824.272132 63328.684982 88756949.826423 147342.927291 3212496.871647 0 2907974822.01398 0.599677 4.768737 69.772727 2.824528 2248.196688 1.402215
19272 930921.536566 1559957.928992 85918.672701 223416.971091 15988.13188 303772.678639 121887.726624 40002.42383 10832.415893 65075.95346 34365.634293 2735.608521 22645.796154 502906.18575 144781.453218 1645.105215 95600.15049 273652.429927 524621.19081 83677.057218 5918844.863759 134888.909755 199867.938585 1604107.444816 9113.475065 189435.572823 139290.139362 62168.551516 222577.022375 9711.286233 145429.022374 31425.108604 5198.73563 380524.995287 184099.395543 1541.226265 15496.35377 1834544.875687 289195.369102 263264.209476 76684.467162 310243.741327 146518.974371 17283.052561 797394.118966 3197.206543 6043.153962 151737.190496 298987.758936 239312.69423 196913.317984 846.315798 1142.842994 37026.958394 85148.59477 8717.561223 5067.118808 1228.347777 18899.065763 4374.346292 231544.456303 3760306.173332 5917346.870061 13352456.770816 7001605.906018 391471.671695 4315846.584584 8937.889189 26768.136379 676705.884948 4572055.274494 0.000301 0.111299 0.000301 6663004.39829 207905.329488 3694394.975475 791684.397228 4798808.960704 2567923.346921 3801245.129987 57845.891272 72128.790544 88909910.556106 163948.065035 4514754.526389 0 2927804803.92053 0.508751 10.908706 65.636364 2.830989 2204.214394 1.402672
19345 977043.894912 1494559.48393 93309.56176 233975.464382 17352.09446 313006.868878 130047.270468 41781.290827 11604.114595 69101.729114 36783.419239 2870.38556 22645.796154 502906.18575 144781.453218 1819.729491 102685.839717 298173.02259 554688.01498 83249.245018 5875449.543399 145050.125867 213549.809986 1693101.33372 9724.092843 201473.323503 148710.819147 63886.13304 233015.187201 10358.677413 152003.105221 34411.08772 5550.760134 399900.92953 187453.79062 1672.40846 16925.342118 1979358.322288 308275.909894 276915.921303 82679.83638 321217.365178 152607.365534 18193.094301 833671.942125 3197.206543 6043.153962 151737.190496 312177.639359 251598.245206 208416.640257 846.315798 1142.846677 36962.818354 85063.062199 8717.438513 5067.116129 1301.523514 46785.537073 11426.704536 234757.084392 3762126.861654 5915543.329554 13349868.038067 7012069.655978 392769.987935 4355872.327881 31064.550758 75890.349768 652487.960429 4566823.650027 0.000301 0.111179 0.000301 6661740.932723 206966.223636 4627683.754114 991677.77157 4027032.205018 2597654.059306 3058420.360636 39900.174125 73792.2055 88997987.246457 114507.002706 4466716.049769 0 2941193071.29999 0.48919 13.766728 60.181818 2.837745 2189.339884 1.403397
19418 986473.029239 1606694.153794 97576.708401 237923.176991 18196.752226 322073.885136 110295.570196 43193.682693 12153.42937 72218.96839 38766.163272 2962.10173 24946.448913 543301.212993 155834.813818 1956.857648 105842.621679 315482.863734 566158.393043 94344.121286 6022422.857276 106151.276898 186755.727716 1754115.744695 10209.070305 164304.091718 156261.946923 63760.281444 236269.478113 10809.785769 156267.586402 36857.247025 5768.93329 403885.864216 189291.159402 1755.968912 12453.103506 1428323.500382 239314.62618 228234.267819 70907.915068 328702.531747 156021.98034 18742.159672 855793.254576 3197.206543 6043.153962 151737.190496 320839.528913 259671.016619 213733.467982 846.315798 1142.852326 36962.818354 85063.062199 8717.438513 5067.116129 1016.837484 35887.842475 8583.635746 233806.231938 3763673.521755 5918510.22291 13347860.809632 6981215.929806 393015.146351 4383161.298697 20103.539897 44185.581051 645468.408514 4564167.776634 0.000301 0.111017 0.000301 6661263.437939 206326.911347 4881382.095967 1017279.178096 3312076.324199 2558731.416708 2414214.506389 27107.186736 69698.505873 89053122.441556 85474.933891 3412854.441207 0 2943857273.8879 0.528433 13.551324 61.545455 2.8436 2180.797091 1.403639
19491 1005075.289514 1704942.733077 101248.042932 244198.615935 18943.357437 332554.550655 108709.240661 41864.09992 12639.087854 74924.573073 33792.754258 3039.645871 28631.366339 563161.507352 176399.54082 2070.155793 75424.727656 209188.458598 420378.463355 103059.503749 6142240.981081 113342.428977 190089.493956 1810872.803859 10594.175251 172809.986432 162674.342149 63920.853409 240524.82477 11125.953168 135348.4407 27792.03173 5905.692152 414031.975308 190863.679225 1840.363948 13479.804935 1530834.173682 255270.806438 236641.589237 65462.668831 332206.539003 159673.0207 19325.297169 879482.799843 3197.206543 6043.153962 151737.190496 316425.834812 266005.150876 218995.715822 762.492571 1142.858274 40468.250137 92637.940188 8743.763698 5082.821452 1077.742955 29446.063171 6999.58789 233008.44065 3763500.037735 5917725.677422 13344339.075814 6946716.635421 392652.818422 4409195.688239 15033.367291 35667.531834 636870.772176 4561276.753856 0.000301 0.11109 0.000301 6660596.608528 205723.757839 4201113.90327 856594.186995 3539705.876495 2499006.356049 2515533.081767 33389.413949 65538.357762 89119997.051564 105661.664684 2737614.259502 0 2944762276.99922 0.556973 4.474128 67.409091 2.847958 2392.11982 1.403216
