"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
4161 703333.968501 1192729.392197 42910.380807 139078.509406 18234.828065 304291.216862 74324.201893 43272.866634 12191.473351 93602.402241 42384.510715 3289.562473 70082.954979 688839.714176 298017.221669 1694.860944 113744.536517 236394.766348 339174.382035 66647.149372 6637651.871439 93087.69836 194465.120186 1663109.732979 10842.838812 179642.166379 436005.886266 35765.459786 577859.879495 6903.41755 246237.567985 33974.9534 5344.275596 353396.67391 177360.222574 951.115656 6188.548025 2826809.987195 394120.26546 269483.40296 56353.307405 547412.066809 183302.873815 14969.175048 1702190.980445 2470.93199 14182.071555 132115.056547 950532.570412 357225.361989 152390.384347 2976.334948 1841.837802 3884.726739 7835.968386 12113.189472 6966.739335 1606.873406 29111.529309 6855.524233 183028.910714 3928874.547856 6352766.035092 14415861.672713 7220803.649948 231591.952599 971421.00312 17075.017184 38061.36707 1038857.992969 4040832.024757 0.000301 0.095668 0.000301 6223376.47695 937910.893326 4994407.852111 1048043.218406 3775158.85301 1639199.943673 2612367.485226 34996.327086 79128.083347 65462566.160946 113718.166037 2523614.674212 0 1098011850.75786 0.404932 4.737085 67.590909 1.949281 136.423993 1.408057
4234 706662.704311 1309692.240673 39229.691238 125329.736819 15985.275215 324582.152757 80008.946208 44036.699213 10710.912914 83100.936352 40741.021203 2879.720511 64088.367531 614776.858632 260343.285968 1297.896032 126535.46916 273882.400073 379923.052662 75358.073036 6793622.604795 101961.196897 205672.37051 1317823.277344 8641.727708 188467.866069 356398.811711 31107.384621 479036.179856 5861.655273 252229.000873 37029.299985 5437.979492 294429.32171 157498.662505 809.883869 6737.130753 3086938.587488 417864.896217 282862.184498 61192.511341 483089.923538 158716.56393 12640.562981 1447007.848424 2516.73453 14260.524427 148234.666301 826718.792585 307167.802487 136921.749958 2906.996257 1822.93885 3751.313641 7593.3979 12111.852971 6966.657768 1687.03359 23253.772203 5428.631018 182780.878259 3926653.966537 6347806.530739 14400473.069491 7224077.751103 231592.13304 977857.790972 12787.052165 31635.219089 953420.954834 4054827.512773 0.000301 0.096821 0.000301 6227498.341336 926127.02764 3470986.441412 944875.502998 4294753.609791 1662200.424934 3542559.99066 52598.082875 75328.549954 65626211.833837 154169.700473 3139485.207876 0 1110258830.94823 0.443055 4.984514 69.909091 1.953956 152.842712 1.406734
4307 796858.65286 1141670.271992 39503.199885 144942.031125 16668.974822 285623.931917 84940.419106 41530.04027 10479.912398 83535.111766 43043.705114 2954.848903 62034.929477 582217.760309 242655.244571 1461.614136 141123.295333 310530.495052 415903.125174 66915.177689 6426103.049356 112393.562326 218576.7884 1373869.257241 9381.465955 198597.368297 374942.375914 33608.415851 525118.511589 6163.037727 255714.821367 40416.585253 4694.754915 322486.38469 163894.964996 926.963942 7373.84859 3389189.92735 445171.479138 298527.557205 66463.924183 512357.127499 169609.582454 13723.070819 1571375.105483 2502.67473 14022.588838 133099.45908 882742.550301 319706.623182 142020.065715 3255.841286 1822.584447 3573.337606 7284.630366 12075.70161 6946.884993 1779.142718 19326.644393 4450.037616 182844.403333 3924726.728721 6343313.641159 14383167.511824 7259415.495432 232262.666423 985646.3951 10009.617706 27887.605056 867064.922622 4070730.635775 0.000301 0.097135 0.000301 6232165.223382 910861.946313 5146623.053633 965454.890897 5220117.972703 1687211.887247 4021133.704331 59811.68329 80390.464389 65806094.08568 169766.305463 4228219.542969 0 1130642410.73435 0.366441 11.911102 65.590909 1.957418 131.555892 1.405268
4380 830624.294378 1165989.785393 42736.003176 151034.766012 17916.511808 298604.891166 89115.222902 42675.572407 11090.144209 88164.376031 45412.84598 3088.483494 62034.929477 582217.760309 242655.244571 1617.506746 150305.23596 337268.439179 439453.934506 79456.711149 6468783.498441 120358.298604 232035.942982 1422234.015806 9996.432503 208954.440437 392455.978164 34699.277293 551259.785893 6435.482235 263470.296485 43838.051497 4904.799993 337612.942624 165689.63468 996.652782 8033.117433 3631124.313436 468128.727957 314565.637011 71163.139012 535955.542524 176076.078848 14399.253495 1649636.606578 2502.67473 14022.588838 133099.45908 930765.870606 333518.672457 150395.643996 3255.841286 1822.588748 3556.165172 7255.107693 12075.151821 6946.880772 1856.622131 48267.381704 11765.441355 182439.749557 3923814.174511 6343314.44622 14369958.764403 7278959.144498 232313.60056 991808.861833 32099.787017 78136.472541 807954.076143 4080808.905078 0.000301 0.096045 0.000301 6236381.934476 899366.453116 5032055.8401 1062991.323166 3713702.726639 1727698.339402 3068461.039001 35171.931501 81015.389944 65917160.094474 107013.475373 4077874.594044 0 1144187753.41483 0.360632 15.97773 60.227273 1.960558 120.774307 1.404448
4453 839205.667781 1258899.531328 44665.423998 153736.903468 18685.291965 307826.478761 76293.143677 43585.254703 11522.40584 91803.069127 47433.603664 3180.550402 62437.695319 614221.559146 244064.480191 1740.042583 155499.947464 356331.009251 449792.98411 92862.525149 6586408.034884 91001.887254 204081.087766 1457187.172104 10467.019207 167982.408261 406111.531626 35179.581081 566499.304259 6611.674625 269326.013518 46588.646745 5039.539973 342614.377242 166647.885227 1041.412527 6229.86599 2667110.272203 360140.833705 258653.650183 61294.420814 552909.437443 180015.394098 14830.318566 1699788.638533 2502.67473 14022.588838 133099.45908 964720.366839 342514.002307 154427.284406 3255.841286 1822.593633 3556.165172 7255.107693 12075.151821 6946.880772 1474.056783 37880.6628 9057.151338 181495.69798 3921743.745271 6339925.319285 14357258.496482 7259896.433402 231771.788997 995956.621307 20636.795111 45040.866488 767524.165865 4087941.465702 0.000301 0.095649 0.000301 6239960.470364 890842.530277 5103169.314318 1107201.752731 3065998.123264 1727390.434544 2386776.839408 24543.032884 76937.939211 65986734.4347 79962.150938 3044806.321122 0 1148389518.08164 0.388525 14.782998 61.181818 1.964943 113.140585 1.403261
4526 854416.965453 1352086.153668 46457.217791 159402.578676 19469.136502 317828.822634 73203.791852 42222.407184 11952.668978 95204.392006 41698.935355 3266.54482 65891.108366 607876.983697 267919.118017 1856.375927 106837.598256 245645.612516 341788.517582 105016.12885 6696334.140448 97593.750271 206819.548532 1492131.296599 10895.332433 176283.89388 418956.299931 35791.612483 584478.039127 6765.011199 257745.167216 35368.80671 5127.587022 351486.760458 167571.141055 1088.468788 6781.323037 2853174.106484 380916.222392 271173.853844 55283.493417 569644.291523 184435.388859 15296.490973 1754435.293041 2502.67473 14022.588838 133099.45908 983008.797702 350437.640858 158526.459962 3232.293285 1822.598386 3956.046082 7940.612536 12247.826913 7047.358138 1544.094027 30863.371383 7339.611466 180592.294549 3920992.496044 6338269.827362 14345574.468227 7241229.477772 231110.882181 1000179.438572 14966.785655 35196.836028 730367.507333 4095686.425644 0.000301 0.096329 0.000301 6243261.372639 883194.287743 4990456.606095 1069904.470085 3775219.66661 1722270.504541 2604184.939856 34921.610201 72758.650747 66068896.810138 113395.972401 2509301.284868 0 1152155126.0891 0.413237 5.056902 67.590909 1.968883 130.804996 1.402502
4599 853933.854084 1477837.756147 42454.122879 143138.719039 17061.561182 338087.563357 79054.255371 43075.767936 10465.239656 84457.1007 40217.455025 2861.356849 59390.191234 541952.661577 231206.307323 1389.51364 119036.610234 284571.82125 382907.409029 119609.764787 6838004.5386 106781.330951 218761.076633 1136014.108039 8662.125588 185106.732478 341407.416944 31109.642945 481367.723394 5744.752163 262947.961445 38559.654937 5225.206796 293161.311103 148769.228791 924.748897 7379.434949 3115177.322186 404955.373557 284663.607722 60166.489407 500032.476947 159554.682733 12891.123319 1489635.797415 2548.934469 14094.765354 149391.6919 853718.499185 301716.964839 142050.667904 3168.89916 1798.315376 3827.828703 7712.081095 12246.576953 7047.260554 1624.889252 24808.879619 5864.801599 180414.719267 3918705.6036 6333372.523368 14330581.015784 7241724.262051 231416.154921 1007016.769803 11043.817423 29201.809049 660982.599844 4109215.13112 0.000301 0.097525 0.000301 6247260.22271 871455.217031 3469892.412565 965905.983256 4294816.419741 1733169.080135 3532431.876144 52477.796066 69170.370607 66232801.584883 153794.60149 3123078.819438 0 1164072081.3561 0.451015 5.354691 69.863636 1.97377 151.901856 1.401231
4672 790817.352862 1287162.750748 42124.768857 164680.958184 17857.253507 297500.291765 84163.796125 40822.225769 10226.044446 84241.235067 42626.012497 2934.029714 57302.735741 512322.96681 213835.419905 1562.773585 132945.225665 322605.142756 419305.67698 105573.760704 6477174.651465 117581.155921 232505.72796 1188018.833048 9400.712645 195234.499812 358727.436029 33651.778864 526179.686487 6067.586732 265934.118063 42096.83809 4477.696344 321478.687453 155824.25511 1059.30553 8073.405263 3419567.661804 432638.670159 300457.685489 65485.733678 529812.924822 170381.476956 13999.813825 1614526.976085 2533.890075 13848.717411 134063.421547 909487.804344 314176.081015 147417.034653 3522.659308 1797.829146 3655.940337 7419.5388 12207.549537 7025.776656 1717.727398 20600.157924 4814.55867 180566.890121 3916704.573611 6328979.664206 14313822.319098 7274038.865203 232434.379215 1015289.660843 8601.050603 25415.317108 590400.919818 4124410.076504 0.000301 0.097841 0.000301 6251782.443096 857041.831667 5147764.555807 985437.072412 5220197.167051 1752999.348246 4014473.388636 59672.582046 75343.016799 66412421.33283 169367.055042 4207561.958293 0 1184117489.7509 0.375143 12.45999 65.590909 1.977451 130.399848 1.399839
4745 824107.065269 1274736.202461 45657.60186 171686.361832 19218.779212 307548.922988 88491.991132 42081.326039 10845.914013 88770.837816 45105.142668 3066.525716 57302.735741 512322.96681 213835.419905 1726.977318 141690.676709 350352.176381 443074.957529 124680.668817 6278176.926188 125821.681049 246842.532347 1232267.931055 10014.153361 205575.331363 375096.274836 34761.557496 551535.109347 6360.318304 273695.078401 45670.047556 4692.440441 336633.516168 157796.571006 1140.083842 8789.745768 3663197.435939 455966.218662 316635.345797 70225.423707 553860.551745 176808.164545 14690.856666 1692919.182431 2533.890075 13848.717411 134063.421547 957271.474043 327810.351507 156174.263203 3522.659308 1797.833622 3639.212136 7391.421059 12207.037171 7025.772559 1795.814193 49510.086238 12120.698817 180224.608875 3915744.386379 6329365.490129 14301173.261754 7291693.003404 232828.487287 1021792.56872 30563.558777 74760.929783 547307.945924 4134111.837737 0.000301 0.096684 0.000301 6255851.450122 846289.655589 5033185.123061 1082257.393408 3713757.397908 1795999.500144 3063246.456766 35075.909223 76257.775343 66523219.327671 106783.703354 4059655.431126 0 1197363863.26825 0.358179 16.212234 60.227273 1.98083 119.128173 1.399115
4818 832125.271346 1369613.528762 47783.211712 175030.756743 20067.285284 316623.69854 75757.335644 43079.665271 11285.788002 92348.606044 47226.5083 3158.068003 58661.94845 548692.08071 220519.88889 1856.34495 146646.880233 370198.984749 453361.417757 143182.233129 6387350.520846 94056.5539 217402.958337 1264213.759824 10484.669035 164893.61757 387912.48386 35252.87678 566296.191399 6553.063472 279357.039604 48554.848448 4829.362556 341596.101733 158846.939478 1192.577703 6753.908917 2645295.873448 347699.350116 259989.674113 60411.617695 571224.604541 180733.220086 15132.30161 1743250.483507 2533.890075 13848.717411 134063.421547 991176.864652 336716.670358 160363.47252 3522.659308 1797.838685 3639.212136 7391.421059 12207.037171 7025.772559 1409.627033 39712.901093 9573.163054 179314.619961 3913647.489404 6326280.354183 14288805.372067 7271719.011033 232561.047717 1026205.047447 19006.017459 42957.204485 519115.947966 4141089.306801 0.000301 0.096248 0.000301 6259320.517242 838298.685944 5086520.104752 1130883.629676 3061516.429971 1797890.54692 2382790.004658 24373.139616 72370.264935 66592994.092357 79156.986865 3035426.690835 0 1201334226.31005 0.386982 14.915461 61.181818 1.985407 111.068844 1.397995
4891 846365.976583 1464473.990749 49751.898585 181577.47126 20924.309272 326370.97331 73274.81249 41555.517102 11721.106977 95674.710257 41438.016052 3242.978203 62650.786347 545294.203494 244050.725092 1978.88152 99790.099389 249387.115411 341334.421748 160043.315529 6488046.885859 100767.525478 219661.953984 1296244.33381 10910.569714 173154.73508 399910.969034 35869.310825 583584.519458 6719.663868 263976.501684 36501.616129 4920.214442 350394.147287 159854.643862 1247.068123 7344.025576 2827954.898315 368384.752983 272600.818764 54868.252802 588012.789201 185092.57406 15605.25573 1797580.433825 2533.890075 13848.717411 134063.421547 1008074.581018 344518.073424 164610.085508 3498.142543 1797.843625 4050.380903 8100.461733 12370.45563 7120.964812 1479.608129 32858.626599 7895.453947 178436.599653 3912845.449265 6324804.440769 14277423.328409 7252001.409277 232157.227796 1030665.504776 13625.592484 33716.123603 493237.468477 4148544.503476 0.000301 0.096945 0.000301 6262504.224824 831269.242093 5014155.972337 1046320.179069 3740991.159701 1796041.912772 2590499.823981 34803.495444 68370.7986 66674600.713647 113038.875554 2490707.112494 0 1204753485.46143 0.408395 5.103698 67.545455 1.989442 129.050017 1.397274
4964 848221.882406 1593277.009249 45345.151976 162348.039944 18321.557989 346161.232526 79319.527851 42488.744755 10247.318351 84966.996559 40107.231797 2841.573438 55312.817171 486371.472457 208781.11131 1456.172867 111457.492881 288572.276882 382459.806818 180244.802218 6616680.964826 110113.240546 232360.896343 990607.852082 8656.165332 181930.483079 324868.657111 31158.82965 477463.54991 5726.881874 268463.944375 39779.290781 5023.234736 292427.668324 142484.299141 1054.263859 7985.059991 3084644.372894 392265.085234 286165.636373 59800.440114 514013.577587 159948.229772 13123.013592 1524273.115513 2580.636094 13918.583513 150434.820101 875183.617046 296900.442181 147130.203663 3440.596196 1767.862717 3926.813429 7884.041197 12369.298309 7120.849649 1560.089807 26558.887052 6359.486119 178322.789601 3910509.920045 6319957.216446 14262975.724379 7250631.971625 232703.706027 1037906.102071 10059.158955 27890.379153 444783.472158 4161473.473376 0.000301 0.098185 0.000301 6266362.019124 820562.933788 3449719.663428 981379.367104 4262095.725509 1811521.564753 3511979.25055 52215.922674 64870.609377 66837599.275255 153208.548701 3088495.377781 0 1216213363.56865 0.442417 5.424743 69.863636 1.99448 153.915666 1.396068
5037 727994.280212 1389639.316147 45669.709938 185572.292584 19240.698823 305224.39315 84671.47649 40476.142287 9985.998998 83900.871591 42608.321799 2912.22376 53142.976562 459409.663694 191735.49564 1634.945592 124868.704466 327097.251386 419220.12532 156619.713218 6285118.236411 121173.085553 247005.210519 1041636.336573 9392.340251 192030.959365 341062.67155 33754.92769 520975.900927 6069.3714 270986.498764 43429.799136 4279.810718 321138.370916 150138.747796 1208.510622 8728.757408 3384745.047023 419943.807674 302067.956577 65198.112912 544108.371627 170755.53455 14259.672408 1649811.885487 2564.526056 13664.484269 134999.990004 930232.404801 309315.621964 152760.912964 3797.100477 1767.284986 3758.946876 7603.398465 12327.133615 7097.507985 1653.046505 21940.624554 5202.478079 178574.557647 3908422.542984 6315531.661513 14246885.173535 7281202.320912 233963.363206 1046734.949949 7861.346555 24055.593459 394930.950787 4176058.947013 0.000301 0.09854 0.000301 6270738.303987 807352.992903 5156442.939559 1013530.59429 5250289.559352 1834496.604323 4004038.195347 59555.008778 71634.603841 67017788.051674 168888.237789 4178245.081735 0 1235943534.6269 0.370952 12.471245 65.590909 1.998349 132.320774 1.39476
5110 759023.401425 1321929.09108 49464.72658 193429.155639 20730.860103 311035.84501 89220.450164 41832.207455 10610.227778 88307.820766 45189.729884 3043.832497 53142.976562 459409.663694 191735.49564 1804.137074 133307.614056 355235.261544 443208.647629 169015.267754 5978434.050169 129624.082768 262333.009927 1084489.481509 10004.061458 202358.390187 356408.097324 34894.511008 545589.52939 6382.193703 278806.771739 47127.197498 4500.909296 336443.030583 152254.702682 1302.094195 9496.310415 3625346.064036 443348.456674 318418.887483 70019.9938 568501.506094 177187.737958 14968.616795 1728634.117422 2564.526056 13664.484269 134999.990004 977546.153018 322849.632666 161876.860346 3797.100477 1767.289598 3742.465296 7576.258093 12326.654564 7097.503988 1731.33394 50338.859256 12365.904512 178310.8642 3907462.818311 6316324.833285 14234903.759616 7298683.180004 234591.652092 1053646.336939 29685.476863 73287.83089 366578.803049 4185452.943351 0.000301 0.097326 0.000301 6274668.1268 797399.888239 5054034.103442 1081537.205514 3723465.685696 1884126.119713 3071979.031197 35299.212316 73003.816819 67128971.842283 107305.383387 4054451.261574 0 1249084616.23477 0.348516 15.926737 60.227273 2.001902 120.753736 1.394159
5183 766605.951839 1416687.990304 51744.631863 197310.694937 21662.420903 319798.629316 76357.892588 42903.948598 11051.738191 91788.685274 47398.865584 3134.578594 55525.583568 500587.192354 204204.973633 1937.302721 138056.250108 375283.649082 453414.527173 191373.418981 6081869.31413 95905.808879 231235.614085 1115169.573482 10472.47752 162109.769871 368418.284292 35394.904833 559770.53987 6590.039694 284363.972869 50107.712505 4640.773553 341355.71485 153367.514754 1362.902872 7235.410101 2574289.844562 335142.793276 261352.037903 60106.11714 586073.959088 181091.404544 15418.396461 1778885.765033 2564.526056 13664.484269 134999.990004 1011007.819513 331653.456627 166192.343782 3797.100477 1767.29481 3742.465296 7576.258093 12326.654564 7097.503988 1347.147276 40960.656606 9932.488337 177435.526343 3905360.545026 6313530.765578 14223020.822386 7278521.499585 234502.550243 1058341.057017 18069.348674 42080.382888 348737.506822 4192255.345685 0.000301 0.096852 0.000301 6278031.858607 790056.420295 5079979.841104 1146316.3079 3061570.818761 1890385.513473 2379964.21579 24390.245523 69253.925782 67198622.456068 79037.643623 3031271.841262 0 1252835258.34579 0.377595 14.593535 61.181818 2.006616 112.457799 1.393112
5256 780285.476455 1511726.739959 53856.201312 204623.130306 22602.635473 329228.665494 74575.005875 41267.694464 11488.831 95020.819355 41562.982498 3218.623875 60295.211271 501313.679171 228735.594858 2063.455362 94073.195532 249848.624213 340339.18339 211831.821909 6176969.870184 102705.139403 233081.504008 1146166.308852 10896.267995 170346.339586 379659.832417 36024.488114 576432.957042 6770.154892 264399.756322 37345.170628 4734.816231 350159.810335 154434.956328 1425.982596 7860.521756 2750596.296121 355529.551776 274067.57154 55262.095722 602844.940828 185426.17542 15900.467929 1833157.066248 2564.526056 13664.484269 134999.990004 1026184.22223 339377.942292 170578.262518 3771.213955 1767.2999 4166.368843 8311.605623 12481.125921 7187.578557 1416.743596 34233.321917 8286.461577 176591.899482 3904521.253007 6312244.206038 14212044.846011 7258625.512894 234274.02093 1063088.014658 12882.949544 33014.788908 332236.184398 4199473.919796 0.000301 0.097571 0.000301 6281115.87396 783661.150941 5005227.864561 1061363.232032 3741053.275441 1894034.825176 2584575.556114 34778.788569 65373.730072 67280200.46593 112824.229769 2482957.738403 0 1256003476.00914 0.397171 4.976278 67.590909 2.010692 131.007049 1.392444
5329 788187.708822 1641736.407622 48930.108855 174576.801697 19778.190679 348453.370249 80889.473055 42269.982964 10044.886532 84599.212778 40340.72905 2821.089764 50851.487486 447863.173379 194572.328287 1492.19866 105389.65443 288893.455091 381605.486762 236323.456545 6297680.427932 112176.537633 246634.101077 897086.979276 8633.591723 179105.789997 307548.7588 31297.311014 469008.683815 5799.503696 268200.466627 40691.974372 4843.173919 292442.766348 138602.377895 1198.699481 8541.621776 2998183.992425 379000.47632 287741.876878 60257.74068 525546.589867 160118.679297 13349.925919 1553203.431956 2611.745889 13730.425255 151494.131645 891647.436891 292688.509369 152142.99724 3718.603571 1731.58557 4045.560468 8103.398641 12480.048578 7187.442631 1496.713675 27833.54436 6726.202595 176561.532278 3902160.38178 6307426.276319 14198235.879507 7256840.351464 235020.764052 1070823.697078 9547.801855 27237.689429 300685.239073 4212007.440435 0.000301 0.098853 0.000301 6284860.397706 773971.016514 3438741.705106 995736.764471 4262158.646673 1916846.455002 3502092.86457 52131.605145 61953.623924 67443123.243304 152913.273603 3077029.25606 0 1267201168.43066 0.427136 5.340918 69.863636 2.015824 159.069024 1.391322
5402 688145.563959 1434521.375083 49403.601442 198886.189786 20814.374973 308027.84149 86541.274741 40369.29628 9751.370489 82614.546655 42930.552727 2890.053842 48566.146136 422996.365557 177641.85432 1673.025948 118396.960774 327236.187225 418650.302234 203318.964993 5990533.086645 123385.007429 262257.242729 945426.54591 9367.136523 189191.082538 322712.900316 33940.552728 511025.559098 6162.120588 270381.869017 44417.714535 4106.524718 321390.926104 146571.430077 1373.560213 9331.687525 3287654.242579 406223.98318 303771.921333 65722.537465 555721.870041 170871.246486 14508.348214 1678653.501692 2594.524598 13468.687939 135877.570247 945578.955297 305047.351657 158003.711619 4075.502383 1730.938072 3880.934114 7832.500353 12434.47859 7162.08855 1589.078834 23000.476883 5513.53542 176919.239117 3900048.85772 6303037.318279 14182968.838239 7286950.595948 236500.776858 1080255.840785 7488.870076 23381.99263 268183.572196 4226180.383967 0.000301 0.099218 0.000301 6289105.194989 761708.816097 5143850.93273 1027034.450657 5250368.162351 1941519.829181 3995827.053253 59458.496149 69150.74008 67622697.19657 168594.520381 4162679.631918 0 1286658372.08487 0.361418 12.216152 65.590909 2.019805 137.547995 1.390114
5475 718630.137851 1320577.06955 53371.653009 207261.643467 22434.699488 308775.314292 91348.140425 41800.689718 10373.167093 86881.874664 45604.515552 3020.510716 48566.146136 422996.365557 177641.85432 1843.548147 126569.397627 355224.886498 442755.775829 178489.076001 5670851.635073 131945.517205 278611.452941 985503.30932 9976.290467 199493.962389 337087.796211 35102.412596 534725.351551 6495.746534 278301.706084 48192.541891 4333.095074 336745.857379 148769.439752 1480.295675 10144.753645 3519767.380593 429261.537265 320257.652826 70604.113235 580203.218551 177269.682947 15229.353485 1757224.737137 2594.524598 13468.687939 135877.570247 991907.661794 318450.628162 167418.971442 4075.502383 1730.942801 3864.638888 7806.150752 12434.033795 7162.084672 1666.852958 51039.648707 12571.542839 176731.137149 3899108.593882 6304233.333692 14171864.281094 7304313.448382 237338.785941 1087597.413712 29214.829885 73065.937389 250560.230473 4235396.247636 0.000301 0.097945 0.000301 6292931.681034 752291.268926 5038171.918246 1094462.04784 3723520.498741 1993680.362625 3064982.497795 35246.135585 70652.988368 67733333.646862 107123.669682 4039977.288538 0 1299556139.20733 0.339079 15.460313 60.227273 2.023502 125.909666 1.38966
5548 726663.985634 1415192.915034 55731.228535 211495.597816 23454.198516 317127.861033 78126.829254 42930.252346 10812.440148 90255.848613 47894.266282 3110.462729 52094.076111 468202.303212 195627.698176 1977.719307 131156.442767 375163.454539 452882.422693 200304.621474 5770836.691803 96676.760097 245667.358261 1014109.834474 10442.333465 159783.381456 348351.912728 35612.737948 548301.928404 6719.47535 283841.202253 51239.96648 4476.384754 341607.976282 149920.562259 1550.032664 7679.675437 2461754.455407 321877.00831 262966.692126 60504.15341 597850.607355 181151.498177 15686.364157 1807261.604329 2594.524598 13468.687939 135877.570247 1024667.081025 327163.854529 171843.113734 4075.502383 1730.948142 3864.638888 7806.150752 12434.033795 7162.084672 1289.165244 42033.540246 10242.446859 175895.545535 3897040.743083 6301794.141756 14160650.204089 7284308.837582 237416.294295 1092609.913242 17545.239 41863.660459 239741.829877 4242119.196259 0.000301 0.097439 0.000301 6296252.728509 745331.987321 5059796.057285 1158835.255062 3061625.208358 2003040.719454 2372898.27908 24370.186946 66996.345336 67802690.240786 78902.239521 3019571.832644 0 1303080750.53075 0.368489 14.085863 61.181818 2.028293 117.551087 1.388719
5621 741195.3486 1510338.23281 57916.006663 219349.702752 24483.133764 326144.898109 77000.850194 41277.625931 11247.615336 93386.780667 42006.113628 3193.694484 57611.582753 473131.688682 221870.62259 2104.843288 90213.955501 246709.379382 339406.336911 220259.016152 5862536.126619 103517.08279 247226.043354 1043137.480025 10863.928155 168020.599975 358895.384924 36256.828293 564315.676321 6913.95098 259271.387222 37932.374135 4573.698425 350426.360963 151025.145858 1622.384608 8338.123412 2629136.291951 341730.393021 275784.725577 56201.874686 614475.888054 185463.92327 16176.742901 1861369.205981 2594.524598 13468.687939 135877.570247 1037611.552074 334823.905423 176352.361313 4047.754193 1730.953357 4302.96843 8571.038688 12579.89922 7247.226598 1358.003867 35434.926346 8630.818817 175091.853469 3896199.030614 6300736.264383 14150234.409679 7264618.284807 237352.151194 1097678.714724 12475.192718 32761.332571 229639.852565 4249211.421366 0.000301 0.098182 0.000301 6299298.192988 739320.857658 4982090.793733 1073535.34396 3741115.392135 2009956.667683 2576074.123137 34747.310672 63196.732693 67884115.434077 112614.31732 2471078.058407 0 1306014775.95424 0.388051 4.818437 67.590909 2.032347 136.938533 1.388126
5694 756144.026874 1641244.947687 52551.522502 183656.510324 21408.326532 344632.992342 83636.693511 42334.625709 9842.029385 83400.691979 40849.907703 2799.899074 48193.889254 423822.747663 187395.927506 1494.446845 101330.487081 285123.225511 380861.043584 244153.327801 5978379.552494 113048.102844 261690.703961 818616.981823 8600.588589 176790.661551 290003.793169 31505.742944 457017.874792 5955.460986 262436.015022 41326.820537 4687.226938 292869.092095 136494.443698 1355.737918 9057.682459 2863963.718346 364540.783382 289567.093504 61264.940071 534859.903545 160058.565791 13563.82294 1576194.993033 2642.223121 13531.978136 152481.114723 903135.583588 288946.221041 157018.437652 3999.773729 1689.766647 4184.061068 8369.071467 12578.897537 7247.067516 1437.072018 29016.949972 7069.637358 175154.809688 3893863.597132 6295996.736335 14137242.042608 7263021.210029 238309.218706 1105964.851602 9277.135487 26975.625884 209385.168967 4261351.202924 0.000301 0.099508 0.000301 6302998.16192 730273.992697 3412954.959337 1007298.73031 4262221.568988 2036710.703852 3490470.915627 52053.361104 59833.100233 68046874.37858 152628.223287 3063613.215685 0 1316968382.69816 0.417227 5.192919 69.863636 2.037505 167.55726 1.387118
5767 693032.082469 1436832.060077 51924.700627 208868.698146 22551.113187 305619.273187 89645.987157 40342.675965 9518.880736 80580.192419 43524.804317 2867.707959 45732.366448 400522.07151 170421.233783 1674.122727 114108.398681 322751.664727 418222.907168 209033.108763 5685049.290273 124327.485635 278359.407493 866335.187778 9331.44308 186891.554152 304224.957788 34199.399198 497543.793309 6340.314283 264366.436045 45103.838881 3962.271703 322054.849424 144558.710601 1552.604564 9892.295391 3138533.162226 391011.048039 305722.928317 66804.081293 564950.701145 170761.426253 14742.373457 1701347.578038 2623.847401 13260.14151 136705.746123 955663.700061 301260.728384 163072.263735 4354.523844 1688.984951 4021.630889 8105.62992 12529.63504 7219.538464 1528.395955 24056.87396 5826.816045 175630.494658 3891790.800329 6291707.909865 14122989.190756 7293343.796465 240041.734927 1116066.623519 7284.836591 23095.393617 188393.704607 4274967.088991 0.000301 0.099887 0.000301 6307190.065749 718554.608762 5115833.583565 1037827.324922 5250446.766729 2061706.941594 3986762.021294 59371.289417 67305.547491 68225721.421581 168306.258121 4146326.593578 0 1336169858.75626 0.354728 11.844496 65.590909 2.041524 146.244778 1.386048
